experiment,processes,repetitions,stage,category,time_avg_s,time_max_s,time_p50_s,time_p95_s,time_p99_s,max_over_avg,max_percent_of_total,cache_valid_repetitions,cache_miss_rate_percent,ipc,io_valid_repetitions,minor_faults_total,major_faults_total,logical_read_total_bytes,logical_write_total_bytes,physical_read_total_bytes,physical_write_total_bytes,send_messages_total,receive_messages_total,send_total_bytes,receive_total_bytes,send_max_rank_bytes,receive_max_rank_bytes,send_messages_avg,send_messages_p95,send_messages_p99,send_messages_max,receive_messages_avg,receive_messages_p95,receive_messages_p99,receive_messages_max,send_bytes_avg,send_bytes_p95,send_bytes_p99,receive_bytes_avg,receive_bytes_p95,receive_bytes_p99
full_io,8192,6,vertex_count_pre_collective_wait,synchronization,7.01559249015,13.6410682505,7.051643502,10.6046138278,11.1235531555,1.93917630408,17.54531015885,0,nan,nan,6,503926.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full_io,8192,6,vertex_exchange,communication,0.009280034592895,0.029382823500000002,0.006097823250005,0.01835849809995,0.022368946520000002,3.1817060198,0.0384686813672,0,nan,nan,6,1389458.5,0.0,0.0,0.0,0.0,0.0,65665.0,65665.0,1286036554.0,1286036554.0,415954.0,496386.0,8.01574707031,17.0,23.0,33.0,8.01574707031,12.0,14.0,18.0,156986.884033,311850.0,357588.0,156986.884033,317526.0,404866.0
full_io,8192,6,vertex_exchange_prepare,compute,0.0001259983826295,0.002117497499968,8.751650000245e-05,0.000332148775007,0.000474320400039,16.144129937375,0.002733000440115,0,nan,nan,6,226932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full_io,8192,6,vertex_exchange_unpack,compute,0.0026967797334000003,0.010243865500000001,0.00263719999998,0.00541573810002,0.00693654500497,3.78698125712,0.01258770903265,0,nan,nan,6,2873738.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full_io,8192,6,vertex_numbering_local,compute,0.0126296909956,0.0357770195,0.01234770575,0.01772286335,0.02015808794995,2.845432886295,0.04300544704875,0,nan,nan,6,1665465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full_io,8192,6,volume_exchange_pack,compute,0.1549647820785,0.374400224,0.15148178575,0.202916025275,0.22386851731000001,2.4277350108749998,0.45644882538,0,nan,nan,6,3144319.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full_io,8192,6,volume_exchange_unpack,compute,0.1487004333165,0.38457061400000003,0.145711968,0.19272090732500002,0.28092603790500004,2.58480413675,0.499344720386,0,nan,nan,6,22116910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full_io,8192,6,volume_payload_exchange,communication,0.0234568347025,0.1149183915,0.021421816000000003,0.046156145600000004,0.068138956715,4.88987235928,0.148821695867,0,nan,nan,6,2264825.0,0.0,0.0,0.0,0.0,0.0,44611.0,44611.0,27441829560.0,27441829560.0,5898240.0,5906880.0,5.44567871094,8.0,9.0,11.0,5.44567871094,8.0,9.0,11.0,3349832.70996,4423680.0,4915320.0,3349832.70996,4428150.0,4923840.0
full_io,8192,6,volume_payload_prepare,compute,0.0010845426494100001,0.05386613299995,0.000744959000002,0.0022083657999999997,0.002628700520025,51.913832363,0.06796788077075,0,nan,nan,6,2719593.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full_io,8192,6,volume_refine,compute,0.4371548429155,0.816942709,0.4238874145,0.5563848474249999,0.6500189062899999,1.87040405168,1.0394988247799999,0,nan,nan,6,48859591.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full_io,8192,6,volume_size_exchange,communication,0.07472029863525001,0.092351746,0.07476508700000001,0.07548090889995,0.07578558287005,1.20393042504,0.118643823274,0,nan,nan,6,1186895.0,0.0,0.0,0.0,0.0,0.0,67108864.0,67108864.0,268435456.0,268435456.0,32768.0,32768.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,32768.0,32768.0,32768.0,32768.0,32768.0,32768.0
full_io,8192,6,volume_size_exchange_pre_collective_wait,synchronization,8.575961915245,12.204686267,9.17090353675,11.231850201650001,11.38754987305,1.423491566245,15.730562069800001,0,nan,nan,6,469887.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
