rank,host,stage,category,time_s,calls,cache_references,cache_misses,cache_miss_rate_percent,instructions,cycles,ipc,minor_faults,major_faults,rchar_bytes,wchar_bytes,physical_read_bytes,physical_write_bytes,voluntary_context_switches,involuntary_context_switches,send_messages,receive_messages,send_bytes,receive_bytes
0,cn3185,geometry_load,io,1.755746209,1,0,0,0,0,0,0,6184,0,1035093,0,0,0,2,4,0,0,0,0
0,cn3185,coarse_local_size,setup,0.465312119,1,0,0,0,0,0,0,8755,0,0,0,0,0,102,20,0,0,0,0
0,cn3185,coarse_edge_mesh,setup,0.012649625,1,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0
0,cn3185,coarse_surface_mesh,setup,8.233290725,1,0,0,0,0,0,0,16698,0,0,0,0,0,0,9,0,0,0,0
0,cn3185,coarse_volume_mesh,setup,13.295220875,1,0,0,0,0,0,0,21869,0,0,0,0,0,37229,1569048,0,0,0,0
0,cn3185,coarse_mesh_save,io,0.284582666,1,0,0,0,0,0,0,813,0,106,3191042,106496,3194880,10,0,0,0,0,0
0,cn3185,submesh_initialization,setup,0.000132660999952,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,cn3185,metis_partition,compute,0.127763107,1,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0
0,cn3185,face_map_setup,compute,0.0073875249999,1,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0
0,cn3185,face_local_extract,compute,0.162010379,1,0,0,0,0,0,0,687,0,0,0,0,0,0,0,0,0,0,0
0,cn3185,face_pre_collective_wait,synchronization,0.0560647430001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,cn3185,face_collective_setup,compute,0.000116861000038,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
0,cn3185,face_allgatherv,communication,0.0557723400001,1,0,0,0,0,0,0,740,0,0,0,0,0,0,0,1,1,303600,4859624
0,cn3185,face_global_merge,compute,0.0773421279999,1,0,0,0,0,0,0,132,0,0,0,0,0,0,1,0,0,0,0
0,cn3185,part_face_create,compute,0.019845107,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
0,cn3185,surface_refine,compute,0.056461508,1,0,0,0,0,0,0,2861,0,0,0,0,0,0,0,0,0,0,0
0,cn3185,refined_surface_save,io,0.074782098,1,0,0,0,0,0,0,0,0,118,1110461,0,1114112,5,0,0,0,0,0
0,cn3185,local_volume_mesh,compute,44.540688045,1,0,0,0,0,0,0,40953,0,0,0,0,0,45535,3593022,0,0,0,0
