processes	nodes	repeat	cache_state	state	exit_code	runtime_s	log
4096	256	4	warm	COMPLETED	0	49	/vol8/home/hnu_lhz/cjz/NETGEN/test_code_expansion/strong_scaling_results/strong_scaling_suite_pp16_20260813-042903/modes/core_timing/launcher_logs/p04096_repeat_04.log
