algorithm,timing,ranks,repeat,core_seconds,face_pipeline_seconds,face_exchange_seconds,vertex_wait_seconds,compute_imbalance,element_imbalance,volume_elements_sum,face_payload_receive_bytes,predicted_actual_correlation,compute_wait_correlation,cut_before,cut_after,partition_moves
sparse,natural,4096,5,14.195344410999951,0.7441118470001129,0.4124737370002549,,1.481813782415243,1.6539991294710623,2799585280,40708528,0.22629582879120794,,20315,20315,0
sparse,split,4096,1,14.405250017000071,0.7407034469999871,0.342960223000091,5.438416912000093,1.4770036914348017,1.6539991294710623,2799585280,40708528,0.2275069835927696,-0.9999717477724838,20315,20315,0
sparse,split,4096,2,14.321549753,0.7311305690000154,0.35113457500028744,5.203337078000004,1.4647890916395847,1.6539991294710623,2799585280,40708528,0.22715146622325666,-0.9999861540929925,20315,20315,0
sparse,split,4096,3,14.155141894999815,0.6684826539999449,0.3278049529999407,5.469497203999708,1.4734560008821542,1.6539991294710623,2799585280,40708528,0.2261202834102522,-0.9999989103766314,20315,20315,0
sparse,split,4096,4,14.177816153999629,0.5892222490001586,0.305921152999872,5.424458249000054,1.4741184656449897,1.6539991294710623,2799585280,40708528,0.22930520753553696,-0.999998718775342,20315,20315,0
sparse,split,4096,5,14.468708133000291,0.8099623139996766,0.41334320700025273,5.482966309999938,1.482135259429995,1.6539991294710623,2799585280,40708528,0.22662241850419396,-0.999987648551729,20315,20315,0
balance,natural,8192,1,18.7663455039999,6.66488818699986,6.389201462999836,,1.4386983385279757,2.1635061817114876,3231747072,39805180184,0.12408877894079429,,27897,28402,2204
balance,natural,8192,2,18.63861622200011,6.671363764000034,6.397229860999687,,1.4412683888217264,2.1635061817114876,3231747072,39805180184,0.12577514439053983,,27897,28402,2204
balance,natural,8192,3,18.71954749800034,6.573201851000249,6.298767818000215,,1.4479171008111433,2.1635061817114876,3231747072,39805180184,0.12497633716163864,,27897,28402,2204
balance,natural,8192,4,18.87717875999988,6.679826864000006,6.40384995300019,,1.43863387647167,2.1635061817114876,3231747072,39805180184,0.12472548918832708,,27897,28402,2204
