processes	nodes	repeat	state	exit_code	runtime_s	log
16	16	1	COMPLETED	0	144	/vol8/home/hnu_lhz/cjz/NETGEN/test_code_expansion/strong_scaling_results/strong_scaling_full_io_l2_r2_20260811-160928/launcher_logs/p00016_repeat_01.log
