processes	nodes	repeat	state	exit_code	runtime_s	log
512	512	1	FAILED	139	64	/vol8/home/hnu_lhz/cjz/NETGEN/test_code_expansion/strong_scaling_results/strong_scaling_full_io_l2_r2_20260811-160928/launcher_logs/p00512_repeat_01.log
