algorithm,timing,ranks,partition_seed,repeat,stage,mean_seconds,max_seconds,calls_sum
sparse,natural,1024,-1,1,adjacency_build,0.00016697428905976253,0.00037196499988567666,1024
sparse,natural,1024,-1,1,element_count_allgather,0.0028818424746073212,0.004857498000092164,1024
sparse,natural,1024,-1,1,face_local_extract,0.1749502085810528,0.2119064389999039,1024
sparse,natural,1024,-1,1,face_map_setup,0.008174056317391099,0.009908652999911283,1024
sparse,natural,1024,-1,1,face_pipeline_total,0.5275746490165942,0.5325731879997875,1024
sparse,natural,1024,-1,1,face_sparse_context,0.08140758951074467,0.25068836000036754,1024
sparse,natural,1024,-1,1,face_sparse_deliver,0.006011406437506306,0.00707356000020809,1024
sparse,natural,1024,-1,1,face_sparse_directory,0.021352628931640805,0.03000700299980963,1024
sparse,natural,1024,-1,1,face_sparse_match,0.23146329414647626,0.24790636900024765,1024
sparse,natural,1024,-1,1,face_sparse_total,0.34139474656053936,0.5106945370002904,1024
sparse,natural,1024,-1,1,local_volume_mesh,7.571246449238285,11.159188802000244,1024
sparse,natural,1024,-1,1,metis_partition,1.721660897325203,1.7830608109998138,1024
sparse,natural,1024,-1,1,metis_seed,0.0012208237841795366,1.2501235549998455,1
sparse,natural,1024,-1,1,part_face_create,0.011573474961927399,0.014724017000389722,1024
sparse,natural,1024,-1,1,partition_cost_balance,3.490319628873806e-05,0.03574087299966777,1
sparse,natural,1024,-1,1,partition_cost_setup,0.00037796116015620385,0.38703222799995274,1
sparse,natural,1024,-1,1,partition_distribution,1.7198743650156207,1.782902367999668,1024
sparse,natural,1024,-1,1,submesh_initialization,0.00013627638476965132,0.00034024400019916357,1024
sparse,natural,1024,-1,1,surface_refine,0.011328220827151014,0.0157849189999979,1024
sparse,natural,1024,-1,1,vertex_count_allgather,3.8917899901982453,7.261056951000228,1024
sparse,natural,1024,-1,1,vertex_exchange,0.009053548437503611,0.021049710000170307,1024
sparse,natural,1024,-1,1,vertex_exchange_prepare,0.00030952030468611724,0.0010357910000493575,1024
sparse,natural,1024,-1,1,vertex_exchange_unpack,0.008454768587882189,0.029252313999677426,1024
sparse,natural,1024,-1,1,vertex_numbering_local,0.05780373059472854,0.10653824500013798,1024
sparse,natural,1024,-1,1,volume_exchange_pack,0.9820984675175803,1.555790370000068,1024
sparse,natural,1024,-1,1,volume_exchange_unpack,1.0000209826757835,1.7348662439999316,1024
sparse,natural,1024,-1,1,volume_payload_exchange,0.05292563834765973,0.09171600700028648,1024
sparse,natural,1024,-1,1,volume_payload_prepare,0.006299155540031354,0.015271274000042467,1024
sparse,natural,1024,-1,1,volume_refine,3.0271867468749996,4.17802824499995,1024
sparse,natural,1024,-1,1,volume_size_exchange,0.5989907954921803,0.9931572279997454,1024
sparse,natural,1024,-1,2,adjacency_build,0.0001672426992160858,0.0004258859999026754,1024
sparse,natural,1024,-1,2,element_count_allgather,0.0027127324843685408,0.004388461999951687,1024
sparse,natural,1024,-1,2,face_local_extract,0.17563911671093368,0.21236402700014878,1024
sparse,natural,1024,-1,2,face_map_setup,0.008182403916987102,0.0098795170001722,1024
sparse,natural,1024,-1,2,face_pipeline_total,0.5467815470771469,0.5654234819999147,1024
sparse,natural,1024,-1,2,face_sparse_context,0.09281950906542535,0.26980655499983186,1024
sparse,natural,1024,-1,2,face_sparse_deliver,0.017678121119132584,0.01809392299992396,1024
sparse,natural,1024,-1,2,face_sparse_directory,0.04534981534375104,0.0458295100002033,1024
sparse,natural,1024,-1,2,face_sparse_match,0.20257587095605123,0.23121014399976048,1024
sparse,natural,1024,-1,2,face_sparse_total,0.359904711091803,0.5302543840002727,1024
sparse,natural,1024,-1,2,local_volume_mesh,7.576824974069342,10.925202635999995,1024
sparse,natural,1024,-1,2,metis_partition,1.7060587506230442,1.7594398979999823,1024
sparse,natural,1024,-1,2,metis_seed,0.0012282161992187568,1.257693388000007,1
sparse,natural,1024,-1,2,part_face_create,0.011595338344720929,0.015571174999877258,1024
sparse,natural,1024,-1,2,partition_cost_balance,3.5969733398477644e-05,0.03683300700004111,1
sparse,natural,1024,-1,2,partition_cost_setup,0.00038936880468742885,0.39871365599992714,1
sparse,natural,1024,-1,2,partition_distribution,1.704261371744142,1.759288394000123,1024
sparse,natural,1024,-1,2,submesh_initialization,0.00013635533691402912,0.0002807239998219302,1024
sparse,natural,1024,-1,2,surface_refine,0.01140061460548436,0.014895041000272613,1024
sparse,natural,1024,-1,2,vertex_count_allgather,3.7894527832656246,7.264715109000008,1024
sparse,natural,1024,-1,2,vertex_exchange,0.008998919455076138,0.019792820000020583,1024
sparse,natural,1024,-1,2,vertex_exchange_prepare,0.0003086977910147226,0.0010374510002293391,1024
sparse,natural,1024,-1,2,vertex_exchange_unpack,0.008443366067370839,0.027199304000077973,1024
sparse,natural,1024,-1,2,vertex_numbering_local,0.05781137117676094,0.11307829199995467,1024
sparse,natural,1024,-1,2,volume_exchange_pack,0.9819002900878941,1.5717186189999666,1024
sparse,natural,1024,-1,2,volume_exchange_unpack,0.9994530161357384,1.7787979390000146,1024
sparse,natural,1024,-1,2,volume_payload_exchange,0.05268248253027208,0.09383936399990489,1024
sparse,natural,1024,-1,2,volume_payload_prepare,0.006289094628904035,0.015341795000040293,1024
sparse,natural,1024,-1,2,volume_refine,3.0280839056376965,4.239939809000134,1024
sparse,natural,1024,-1,2,volume_size_exchange,0.618267462468753,1.0044467519996942,1024
sparse,natural,1024,-1,3,adjacency_build,0.0001677655898446595,0.00037308499986465904,1024
sparse,natural,1024,-1,3,element_count_allgather,0.014118746312491215,0.015748400000120455,1024
sparse,natural,1024,-1,3,face_local_extract,0.17466098665625873,0.18802888100026394,1024
sparse,natural,1024,-1,3,face_map_setup,0.008215092227540133,0.01007872199988924,1024
sparse,natural,1024,-1,3,face_pipeline_total,0.4303019242197217,0.4326645040000585,1024
sparse,natural,1024,-1,3,face_sparse_context,0.014083977916016455,0.1823075920001429,1024
sparse,natural,1024,-1,3,face_sparse_deliver,0.009307659500986887,0.010195796000061819,1024
sparse,natural,1024,-1,3,face_sparse_directory,0.028831300915044267,0.03485656000020754,1024
sparse,natural,1024,-1,3,face_sparse_match,0.19095423519824184,0.19144378500004677,1024
sparse,natural,1024,-1,3,face_sparse_total,0.24439379971486241,0.4126180520001981,1024
sparse,natural,1024,-1,3,local_volume_mesh,7.573081223435547,10.883822886000416,1024
sparse,natural,1024,-1,3,metis_partition,1.6894775542001903,1.6902148809999744,1024
sparse,natural,1024,-1,3,metis_seed,0.0012266619404295298,1.2561018269998385,1
sparse,natural,1024,-1,3,part_face_create,0.011550725119144456,0.014537832000314665,1024
sparse,natural,1024,-1,3,partition_cost_balance,3.576377343739168e-05,0.03662210399988908,1
sparse,natural,1024,-1,3,partition_cost_setup,0.00037975083105479257,0.3888648510001076,1
sparse,natural,1024,-1,3,partition_distribution,1.6876782471035163,1.690044358999785,1024
sparse,natural,1024,-1,3,submesh_initialization,0.00015129263867486031,0.016961240000000544,1024
sparse,natural,1024,-1,3,surface_refine,0.01149413700097135,0.01559687799999665,1024
sparse,natural,1024,-1,3,vertex_count_allgather,3.7649707221005806,7.193569475000004,1024
sparse,natural,1024,-1,3,vertex_exchange,0.0090609609433554,0.018998911999915435,1024
sparse,natural,1024,-1,3,vertex_exchange_prepare,0.000312469962888251,0.0031408400000145775,1024
sparse,natural,1024,-1,3,vertex_exchange_unpack,0.008465760864255323,0.034246881999933976,1024
sparse,natural,1024,-1,3,vertex_numbering_local,0.05765101990918353,0.10865290399988226,1024
sparse,natural,1024,-1,3,volume_exchange_pack,0.9800912736249909,1.520404711000083,1024
sparse,natural,1024,-1,3,volume_exchange_unpack,1.000239562204102,1.7702553620001709,1024
sparse,natural,1024,-1,3,volume_payload_exchange,0.052962371690433496,0.09570856800019101,1024
sparse,natural,1024,-1,3,volume_payload_prepare,0.006269367999996778,0.016820024000026024,1024
sparse,natural,1024,-1,3,volume_refine,3.0273433997509795,4.218202152000231,1024
sparse,natural,1024,-1,3,volume_size_exchange,0.5656526440742167,0.9502654560001247,1024
sparse,natural,1024,17,1,adjacency_build,0.00016564005663743941,0.0003930050002054486,1024
sparse,natural,1024,17,1,element_count_allgather,0.0022420073867133183,0.0036859309998362733,1024
sparse,natural,1024,17,1,face_local_extract,0.1753873094921925,0.19782682200002455,1024
sparse,natural,1024,17,1,face_map_setup,0.00821103721289429,0.020349811999949452,1024
sparse,natural,1024,17,1,face_pipeline_total,0.45448872411522734,0.4574055969997062,1024
sparse,natural,1024,17,1,face_sparse_context,0.04049464384961432,0.20941493700001956,1024
