stage,category,time_min_s,time_avg_s,time_max_s,max_over_avg,max_percent_of_total,cache_references_total,cache_misses_total,cache_miss_rate_percent,instructions_total,cycles_total,ipc,minor_faults_total,major_faults_total,rchar_total_bytes,wchar_total_bytes,physical_read_total_bytes,physical_write_total_bytes,send_messages_total,receive_messages_total,send_total_bytes,receive_total_bytes,send_max_rank_bytes,receive_max_rank_bytes
geometry_load,io,2.30204205,2.30204205,2.30204205,1,0.1343471793,0,0,0,0,0,0,7168,0,1035100,0,12951552,0,0,0,0,0,0,0
coarse_local_size,setup,0.570784638,0.570784638,0.570784638,1,0.0333109927784,0,0,0,0,0,0,7947,0,0,0,0,0,0,0,0,0,0,0
coarse_edge_mesh,setup,0.015860428,0.015860428,0.015860428,1,0.000925614614334,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,0,0
coarse_surface_mesh,setup,8.692756704,8.692756704,8.692756704,1,0.507309301115,0,0,0,0,0,0,17274,0,0,0,0,0,0,0,0,0,0,0
coarse_volume_mesh,setup,14.199310637,14.199310637,14.199310637,1,0.828671801232,0,0,0,0,0,0,30774,0,0,0,0,0,0,0,0,0,0,0
coarse_mesh_save,io,0.292094259,0.292094259,0.292094259,1,0.0170466216229,0,0,0,0,0,0,2545,0,113,3191042,540672,3194880,0,0,0,0,0,0
submesh_initialization,setup,0.00022052199995,0.00022052199995,0.00022052199995,1,1.28696644211e-05,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
metis_partition,compute,0.093561087,0.093561087,0.093561087,1,0.00546022525118,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0
face_map_setup,compute,0.00767238100002,0.00767238100002,0.00767238100002,1,0.000447760172699,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0
face_local_extract,compute,0.18116669,0.18116669,0.18116669,1,0.0105728884425,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0,0,0,0
face_pre_collective_wait,synchronization,2.16000000819e-06,2.16000000819e-06,2.16000000819e-06,1,1.26057605415e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
face_collective_setup,compute,0.00354215799996,0.00354215799996,0.00354215799996,1,0.000206720348974,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
face_allgatherv,communication,0.0472673180001,0.0472673180001,0.0472673180001,1,0.00275852078653,0,0,0,0,0,0,738,0,0,0,0,0,1,1,4859624,4859624,4859624,4859624
face_global_merge,compute,0.0801755450001,0.0801755450001,0.0801755450001,1,0.00467904498947,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0
part_face_create,compute,0.047184238,0.047184238,0.047184238,1,0.00275367223753,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
surface_refine,compute,0.52551778,0.52551778,0.52551778,1,0.030669218842,0,0,0,0,0,0,11835,0,0,0,0,0,0,0,0,0,0,0
refined_surface_save,io,0.870857181,0.870857181,0.870857181,1,0.0508232270738,0,0,0,0,0,0,0,0,120,13660306,0,13664256,0,0,0,0,0,0
local_volume_mesh,compute,582.65186731,582.65186731,582.65186731,1,34.003564308,0,0,0,0,0,0,317612,0,0,0,0,0,0,0,0,0,0,0
volume_refine,compute,66.627831952,66.627831952,66.627831952,1,3.88840042502,0,0,0,0,0,0,2901644,0,0,0,0,0,0,0,0,0,0,0
refined_volume_save,io,115.193375416,115.193375416,115.193375416,1,6.72268565259,0,0,0,0,0,0,889,0,122,2386225683,0,2386235392,0,0,0,0,0,0
adjacency_build,compute,0.00247074599997,0.00247074599997,0.00247074599997,1,0.000144192742206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vertex_numbering_local,compute,0.318761456,0.318761456,0.318761456,1,0.0186029193008,0,0,0,0,0,0,9113,0,0,0,0,0,0,0,0,0,0,0
vertex_count_allgather,communication,0.00010458099996,0.00010458099996,0.00010458099996,1,6.10334739669e-06,0,0,0,0,0,0,7,0,0,0,0,0,1,1,4,4,4,4
element_count_allgather,communication,9.20100001167e-06,9.20100001167e-06,9.20100001167e-06,1,5.36970381713e-07,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4
