experiment,processes,page_cache_policy,cold_cache_state,cold_repetitions,warm_repetitions,cold_total_wall_max_s,warm_total_wall_max_s,cold_over_warm,cold_penalty_percent,cold_speedup,warm_speedup,cold_parallel_efficiency_percent,warm_parallel_efficiency_percent,warm_total_time_cv_percent,cold_communication_max_s,warm_communication_max_s,cold_communication_fraction_max_percent,warm_communication_fraction_max_percent,cold_arrival_wait_max_s,warm_arrival_wait_max_s,cold_arrival_wait_fraction_max_percent,warm_arrival_wait_fraction_max_percent,cold_communication_plus_wait_fraction_max_percent,warm_communication_plus_wait_fraction_max_percent,cold_io_max_s,warm_io_max_s,cold_io_fraction_max_percent,warm_io_fraction_max_percent,cold_physical_read_total_bytes,warm_physical_read_total_bytes,cold_physical_write_total_bytes,warm_physical_write_total_bytes,cold_cache_miss_rate_percent,warm_cache_miss_rate_percent,cold_ipc,warm_ipc
comm_graph,1024,evict-first,cold,1,5,63.675731465,46.78688943,1.3609738163993177,36.09738163993177,1.0,1.0,100.0,100.0,0.5987807151950538,0.983543551,0.971476698001,1.54461288213,2.07146747447,7.62373144,7.540312403,11.9727426205,16.1116506109,12.6530042775,17.3721558352,19.589653503,1.90602241,30.7647090223,4.0901915105,905342976.0,139264.0,0.0,0.0,nan,nan,nan,nan
comm_graph,2048,evict-first,cold,1,5,56.89344892,42.047870947,1.3530637256690683,35.30637256690683,1.1192102548491447,1.1127053136405738,55.96051274245723,55.63526568202869,0.29341348373484266,1.864742261,1.831596045,3.27760453338,4.34075333825,5.679234797,5.569665883,9.98222977304,13.2460116471,10.8988278593,14.4988161941,17.25342945,1.900130247,30.325863131,4.51265423185,1809543168.0,0.0,0.0,0.0,nan,nan,nan,nan
comm_graph,4096,evict-first,cold,1,5,71.467632844,42.784418637,1.670412620313011,67.0412620313011,0.8909730031774215,1.0935497295629644,22.274325079435535,27.33874323907411,0.24248119102502583,12.841002593,4.17711554,17.9675778839,9.79846956684,15.35239762,7.707304478,21.4816092391,18.0794109349,30.5349740625,20.0618642303,18.232997406,1.946727821,25.5122447469,4.56286891654,3594477568.0,0.0,0.0,0.0,nan,nan,nan,nan
comm_graph,8192,evict-first,cold,1,5,61.26349751,46.481696159,1.3180133810185384,31.801338101853837,1.0393747345979758,1.006565880684647,12.992184182474698,12.582073508558086,0.5414965260703222,10.305459394,8.091775649,16.8215329076,17.4044641821,15.936090381,13.355334201,26.0123744623,28.6395977036,26.5497968612,29.2693665739,14.774116376,1.917201731,24.1156920132,4.12999105136,7078117376.0,0.0,0.0,0.0,nan,nan,nan,nan
