experiment,processes,repetitions,partition_count,partitions_per_mpi_process,facemap_entries,physical_boundary_faces,partition_boundary_faces,partition_boundary_face_fraction_percent,local_points_before_total,unique_owned_vertices_total,shared_vertex_incidence_total,redundant_vertex_copies_total,vertex_copy_factor,ghost_points_added_total,point_growth_after_adjacency_percent,local_volume_elements_before_total,local_volume_elements_after_total,ghost_volume_elements_added_total,volume_copy_factor_after_adjacency,adjacent_processes_avg,adjacent_processes_max,volume_imbalance_max_over_avg,volume_elements_vs_local_mesh_time_pearson,volume_elements_vs_vertex_wait_pearson,local_mesh_time_vs_vertex_wait_pearson,vertex_count_wait_max_s
comm_graph,1024,5,1024.0,1.0,23567.0,12694.0,10873.0,46.136546866380954,437948976.0,415367748.0,44884858.0,22581228.0,1.0543644231135634,41450933.0,9.464785916065255,2413166080.0,2502393642.0,89227562.0,1.03697530921701,11.30078125,31.0,1.5627617242158485,0.6767781562218965,-0.8405550137558405,-0.8946624269865001,6.717513895
comm_graph,2048,5,2048.0,1.0,27555.0,12694.0,14861.0,53.93213572854292,469609353.0,438672400.0,61349691.0,30936953.0,1.07052404710212,57152793.0,12.170284223449016,2552900608.0,2674788927.0,121888319.0,1.0477450311297039,14.6240234375,36.0,1.55136143553302,0.5847326745989184,-0.5830855730960179,-0.7161544377705166,4.920664206
comm_graph,4096,5,4096.0,1.0,33009.0,12694.0,20315.0,61.54382138204733,522193182.0,479778992.0,83832812.0,42414190.0,1.0884035997974668,79106816.0,15.148956119461552,2799585280.0,2966162833.0,166577553.0,1.0595007961322043,19.2275390625,52.0,1.6539991294710623,0.3951524650510274,-0.3168662937971456,-0.12454416819910383,7.277916706
comm_graph,8192,5,8192.0,1.0,40591.0,12694.0,27897.0,68.72705772215517,609257231.0,550801024.0,115051616.0,58456207.0,1.106129445031678,110155675.0,18.08032295639672,3225937920.0,3454619833.0,228681913.0,1.0708885039548437,26.294677734375,70.0,2.4651436516174496,0.4091267502100085,-0.11736166610033452,-0.31668513268130066,12.926937545
