algorithm,timing,ranks,partition_seed,repeat,core_seconds,face_pipeline_seconds,face_exchange_seconds,vertex_wait_seconds,compute_imbalance,element_imbalance,volume_elements_sum,face_payload_receive_bytes,predicted_actual_correlation,compute_wait_correlation,cut_before,cut_after,partition_moves,compute_max_seconds,compute_mean_seconds,vertex_wait_mean_seconds,face_completion_spread,vertex_arrival_spread,post_face_compute_max_seconds,face_completion_wait_correlation,partition_adopted,partition_proposed_moves,closure_total_before,closure_total_after,closure_max_before,closure_max_after,candidate_closure_total,candidate_closure_max,seed_max_seconds,candidate_max_seconds,partition_rejection_flags,seed_lower_seconds,candidate_upper_seconds,net_gain_lower_seconds,correction_seconds,search_timed_out,search_skipped,mapping_moved_nodes,mapping_predicted_gain_seconds,metis_partition_seconds,partition_cost_setup_seconds,partition_cost_balance_seconds,partition_node_mapping_seconds,phase_0_max_seconds,phase_0_prediction_wape,phase_1_max_seconds,phase_1_prediction_wape,phase_2_max_seconds,phase_2_prediction_wape,phase_3_max_seconds,phase_3_prediction_wape
balance,natural,1024,41,1,19.634067985,0.9861787810000351,0.7119602840002699,,1.2755171041623086,1.383938080828665,2396906496,4971395352,0.8233835775903152,,10796,10796,0,13.643232970000554,10.696236785441384,,0.5788687849999405,6.493210324000302,13.644156101000135,,0,0,0,0,0,0,0,0,14.303896725300286,14.066839602512122,0,0,0,0,5.6901e-05,0,0,0,0.2370002217881637,1.806699197999933,0.39085217900037605,0.03483818299991981,0.0005411269999058277,0.05304668700000548,0.32114683929885457,9.95027760899984,0.05573127947978923,3.985656683000343,0.08548489520375041,0.1208205379998617,0.2445123216673246
balance,natural,1024,41,2,19.79174354500003,1.01902501699999,0.7489222470000527,,1.2740803616934526,1.383938080828665,2396906496,4971395352,0.819511998197714,,10796,10796,0,13.618483339999898,10.688873127201173,,0.6218218729999876,7.154372922999983,13.619939015,,0,0,0,0,0,0,0,0,14.245744115085635,14.066839602512122,0,0,0,0,6.3961e-05,0,0,0,0.17884055157351358,1.7680600690000006,0.3939861960000144,0.03627966300001617,0.0005581469999924593,0.04120918799998208,0.32062876955984954,10.156213275000027,0.055545882495341224,4.044940564000001,0.08557501252824189,0.12577601800006732,0.24622943864447785
balance,natural,1024,41,3,20.96112891200005,0.9871700730000157,0.712217107000015,,1.2719050261640554,1.383938080828665,2396906496,4971395352,0.8186623421716552,,10796,10796,0,13.59302825899988,10.687140925918943,,0.6328871599999957,8.386595660000012,15.023236219000069,,0,0,0,0,0,0,0,0,14.480671590108283,14.066839602512122,0,0,0,0,7.3321e-05,0,0,0,0.41375866659616134,1.791716283000028,0.4033975959999907,0.037882964000004904,0.0005714070000522042,0.03921267299995179,0.3202132462462773,9.960820616000092,0.05724692737406635,3.9986675630000263,0.08486486700017508,0.12149652899995544,0.2391317000950199
balance,natural,1024,41,4,19.4459141440002,0.970394947999921,0.6999173399999563,,1.259747326670618,1.383938080828665,2396906496,4971395352,0.8248928558924483,,10796,10796,0,13.46562468299976,10.689147258274414,,0.618930710000086,6.392280044000245,13.46648459500011,,0,0,0,0,0,0,0,0,14.303896725300286,14.066839602512122,0,0,0,0,6.6341e-05,0,0,0,0.2369907817881637,1.7488896290001321,0.4043250520001038,0.03674382799999876,0.000546487000065099,0.03834841200000483,0.3196099356849807,10.023735533000036,0.05545125080112518,4.018770143999973,0.08393391660205128,0.12485251199996128,0.24089353353491474
balance,natural,1024,41,5,19.60052845899986,0.9864939730000515,0.7143692469999223,,1.2636918699812378,1.383938080828665,2396906496,4971395352,0.8199885645589725,,10796,10796,0,13.519700598999862,10.698573695184562,,0.5894200709999495,6.890910461999965,13.520675851000078,,0,0,0,0,0,0,0,0,14.245744115085635,14.066839602512122,0,0,0,0,6.1381e-05,0,0,0,0.1788431315735136,1.8183183390001432,0.39712058400004935,0.03646518499999729,0.0005497270001342258,0.04035229300006904,0.32015606715165656,10.130114476000017,0.05566741839818702,4.058431427000187,0.08526152597890273,0.13426998900013132,0.23857470882289925
balance,split,1024,41,1,19.398782221999994,0.9960735740000075,0.6957365589999824,6.386015864000001,1.2609978368473178,1.383938080828665,2396906496,4971395352,0.822188257181047,-0.9880579692580307,10796,10796,0,13.482325308999947,10.691790988878907,2.895117481004882,0.6329567810000185,6.385795764999983,13.483328899000014,-0.0723093025442488,0,0,0,0,0,0,0,0,14.303896725300286,14.066839602512122,0,0,0,0,6.1341e-05,0,0,0,0.23699578178816372,1.7965070710000077,0.4074483509999993,0.03618246100000988,0.0005449070000054235,0.03948493000001463,0.32035356494847256,10.014306561000012,0.05600324727490694,4.01843449499998,0.08517247075390451,0.12847497399999952,0.24387449603723693
balance,split,1024,41,2,19.69899610899995,0.9919169870000815,0.6890885419999222,7.1136308999999756,1.26989943716949,1.383938080828665,2396906496,4971395352,0.822045864183927,-0.988838118384679,10796,10796,0,13.582060628000136,10.695382823598633,3.1781881673378893,0.6266615279999996,7.1135144859999855,13.582898218000082,-0.2315780177476113,0,0,0,0,0,0,0,0,14.245744115085635,14.066839602512122,0,0,0,0,5.9381e-05,0,0,0,0.1788451315735136,1.7342410360000713,0.39068573399993056,0.03668872899993403,0.000541987000019617,0.03848871999991843,0.3196696600733655,9.996329721000052,0.055347567417144715,4.010411900999998,0.08506296832032875,0.1286801100000048,0.24476842601469434
balance,split,1024,41,3,19.581388056999913,1.016072912000027,0.6984762039999168,6.452458882999963,1.2731875015771958,1.383938080828665,2396906496,4971395352,0.8208596446996425,-0.9881930182261182,10796,10796,0,13.610962799000163,10.690462152777348,2.878464943545903,0.6209098929998618,6.45229173499979,13.611779550999927,-0.0927048415236332,0,0,0,0,0,0,0,0,14.480671590108283,14.066839602512122,0,0,0,0,6.6901e-05,0,0,0,0.41376508659616135,1.7991226579999875,0.4022774580000714,0.036599926000008054,0.0005815279998842016,0.03994639300003655,0.3204947934760569,9.978613389999964,0.05576649470525564,4.212605583999903,0.0850102478340533,0.12740745500013873,0.2367005335291173
balance,split,1024,41,4,19.52858664900009,0.9792754699999477,0.6876345590001165,6.6237508889998935,1.2723520054913047,1.383938080828665,2396906496,4971395352,0.8241917820247918,-0.9883696247064107,10796,10796,0,13.604772207999758,10.69261662596777,3.0244638489375006,0.6194587570000749,6.623485000000073,13.605733697000005,-0.0712278297490883,0,0,0,0,0,0,0,0,14.303896725300286,14.066839602512122,0,0,0,0,7.1981e-05,0,0,0,0.2369851417881637,1.7427096269998401,0.39932899099994756,0.03642776999981834,0.0005900879998534947,0.04060379199995623,0.3199205338982043,10.106342051000183,0.05579001018282044,3.9440113929999825,0.08442069375528935,0.12675214599994433,0.2429040068566691
balance,split,1024,41,5,19.76978860899999,1.0330173209999884,0.7058143169999767,7.0386440629999925,1.2741526199124642,1.383938080828665,2396906496,4971395352,0.8226501034027724,-0.9882157970545882,10796,10796,0,13.629495232000181,10.696909474578128,3.2633993692939427,0.6307219569998779,7.038427727999988,13.630482922000056,-0.23415376907926305,0,0,0,0,0,0,0,0,14.245744115085635,14.066839602512122,0,0,0,0,6.7001e-05,0,0,0,0.17883751157351357,1.7523791009998604,0.39437140899985934,0.036736781999934465,0.000579647999984445,0.04830551099985314,0.32024549388215134,10.097568529,0.055567785098766496,4.0773243529999945,0.08485912861914618,0.12068901599991477,0.24583996211279063
