stage,category,time_min_s,time_avg_s,time_max_s,max_over_avg,max_percent_of_total,cache_references_total,cache_misses_total,cache_miss_rate_percent,instructions_total,cycles_total,ipc,minor_faults_total,major_faults_total,rchar_total_bytes,wchar_total_bytes,physical_read_total_bytes,physical_write_total_bytes,send_messages_total,receive_messages_total,send_total_bytes,receive_total_bytes,send_max_rank_bytes,receive_max_rank_bytes
geometry_load,io,1.713573343,1.74772227405,1.901417386,1.08794023755,4.73264486875,0,0,0,0,0,0,1398401,0,264983553,0,0,0,0,0,0,0,0,0
coarse_local_size,setup,0.435506354,0.457839991477,0.690390019,1.50792860356,1.71838692804,0,0,0,0,0,0,1885025,0,0,0,0,0,0,0,0,0,0,0
coarse_edge_mesh,setup,0.012066065,0.0128162935977,0.059644808,4.65382659546,0.148456460221,0,0,0,0,0,0,142302,0,0,0,0,0,0,0,0,0,0,0
coarse_surface_mesh,setup,8.025386741,8.19681535675,8.625268792,1.05227071937,21.4683711165,0,0,0,0,0,0,3426641,0,0,0,0,0,0,0,0,0,0,0
coarse_volume_mesh,setup,13.087045727,13.3490213565,14.453247899,1.08271966259,35.9742632047,0,0,0,0,0,0,6386760,0,0,0,0,0,0,0,0,0,0,0
coarse_mesh_save,io,0,0.00109370351563,0.2799881,256,0.696892883453,0,0,0,0,0,0,895,0,106,3191042,0,3194880,0,0,0,0,0,0
submesh_initialization,setup,0.000113021999823,0.000149023382789,0.000195222999992,1.31001589373,0.000485911791896,0,0,0,0,0,0,6879,0,0,0,0,0,0,0,0,0,0,0
metis_partition,compute,0.359646426,0.376816001043,0.44742706,1.18738869571,1.11364995147,0,0,0,0,0,0,274048,0,0,0,0,0,0,0,0,0,0,0
face_map_setup,compute,0.00662536200025,0.00748727403516,0.0142522169999,1.90352549312,0.0354738955001,0,0,0,0,0,0,124587,0,0,0,0,0,0,0,0,0,0,0
face_local_extract,compute,0.150058513,0.158423232066,0.170528026,1.07640794709,0.424445780905,0,0,0,0,0,0,147430,0,0,0,0,0,0,0,0,0,0,0
face_pre_collective_wait,synchronization,7.45209999877e-05,0.0727296199609,0.0988807859999,1.35956692821,0.246115160157,0,0,0,0,0,0,2433,0,0,0,0,0,0,0,0,0,0,0
face_collective_setup,compute,9.53009998739e-05,0.000108912960956,0.000132961999952,1.220809707,0.000330943606305,0,0,0,0,0,0,3933,0,0,0,0,0,0,0,0,0,0,0
face_allgatherv,communication,0.0661714610001,0.0734069992109,0.0871200850002,1.18680896831,0.216842670251,0,0,0,0,0,0,177061,0,0,0,0,0,256,256,4859624,1244063744,26864,4859624
face_global_merge,compute,0.0727316159996,0.0774682832851,0.0822500259997,1.06172516689,0.20472104987,0,0,0,0,0,0,87226,0,0,0,0,0,0,0,0,0,0,0
part_face_create,compute,0.0181653979998,0.0192049241172,0.02042059,1.06329969727,0.0508270310305,0,0,0,0,0,0,4140,0,0,0,0,0,0,0,0,0,0,0
surface_refine,compute,0.00496424600033,0.00617392251954,0.00745016400015,1.20671485212,0.0185435247864,0,0,0,0,0,0,7630,0,0,0,0,0,0,0,0,0,0,0
refined_surface_save,io,0.0132699420001,0.0156019932969,0.0192464919996,1.23359186441,0.0479046906136,0,0,0,0,0,0,2672,0,26888,32739201,0,33255424,0,0,0,0,0,0
local_volume_mesh,compute,5.525553313,6.68942451864,8.41469371,1.25790995721,20.9442478553,0,0,0,0,0,0,331381,0,0,0,0,0,0,0,0,0,0,0
volume_refine,compute,0.133243763,0.223313553188,0.336324752,1.50606511427,0.837115313822,0,0,0,0,0,0,1218849,0,0,0,0,0,0,0,0,0,0,0
refined_volume_save,io,0.309949986,0.484423254488,0.690640391,1.42569619563,1.71901010619,0,0,0,0,0,0,50180,0,28418,2264197575,0,2264707072,0,0,0,0,0,0
adjacency_build,compute,0.004271883,0.00495999703126,0.00901605400031,1.81775391064,0.0224410389929,0,0,0,0,0,0,47485,0,0,0,0,0,0,0,0,0,0,0
vertex_numbering_local,compute,0.003519805,0.00663806491406,0.00984276900044,1.48277685257,0.0244987400174,0,0,0,0,0,0,57765,0,0,0,0,0,0,0,0,0,0,0
vertex_count_allgather,communication,0.000231922999774,2.01042852919,3.384311544,1.68337819269,8.42358168223,0,0,0,0,0,0,15855,0,0,0,0,0,256,256,1024,262144,4,1024
element_count_allgather,communication,6.1600999743e-05,0.000414608367169,0.000558545999866,1.3471652868,0.00139022598599,0,0,0,0,0,0,679,0,0,0,0,0,256,256,1024,262144,4,1024
vertex_exchange_prepare,compute,4.19999969381e-06,3.04773788979e-05,0.000106900999981,3.50755228456,0.000266077544441,0,0,0,0,0,0,2134,0,0,0,0,0,0,0,0,0,0,0
vertex_exchange,communication,0.000517325000146,0.0149347545391,0.0210260690001,1.40786170573,0.0523340736736,0,0,0,0,0,0,56146,0,0,0,0,0,1264,1264,15938714,15938714,193050,180686
vertex_exchange_unpack,compute,1.79999960892e-06,0.000999099289062,0.00327195499995,3.27490474247,0.00814392523982,0,0,0,0,0,0,26224,0,0,0,0,0,0,0,0,0,0,0
partition_result_io,io,1.062530144,1.77043191571,2.647203558,1.49523036413,6.58891331675,0,0,0,0,0,0,2678265,0,29249,2854383151,0,2857500672,0,0,0,0,0,0
volume_exchange_pack,compute,0.0450698720006,0.0762513310234,0.124126877,1.62786505277,0.308952906308,0,0,0,0,0,0,2720,0,0,0,0,0,0,0,0,0,0,0
volume_size_exchange,communication,3.08000003315e-05,0.460173905895,1.360794968,2.95713196809,3.38703083823,0,0,0,0,0,0,2332,0,0,0,0,0,1512,1512,6048,6048,52,52
volume_payload_prepare,compute,3.06009997075e-05,0.000100456042965,0.000199841999802,1.9893477177,0.000497408523708,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0
volume_payload_exchange,communication,0.000810550000097,0.262309813207,1.125940621,4.29240754371,2.8024762694,0,0,0,0,0,0,6406,0,0,0,0,0,1512,1512,336278400,336278400,2480640,2490960
volume_exchange_unpack,compute,0.0308700259998,0.0551331920078,0.10365568,1.8800957504,0.257999914002,0,0,0,0,0,0,17276,0,0,0,0,0,0,0,0,0,0,0
final_mesh_save,io,0.348947585,0.519847067641,0.713290742,1.3721165058,1.77538703228,0,0,0,0,0,0,3711,0,29952,2423496713,0,2424004608,0,0,0,0,0,0
testout_io,io,0.00606804400013,0.0832481234727,0.196521547,2.36067239479,0.489143887007,0,0,0,0,0,0,148,0,60786,24759,1048576,1077248,0,0,0,0,0,0
final_count_exchange,communication,4.90209999953e-05,0.0115953363828,1.05916099,91.343705351,2.63626117096,0,0,0,0,0,0,9573,0,0,0,0,0,255,255,1020,1020,4,1020
quality_evaluation,postprocess,0.507699932,0.844138117164,1.744603889,2.06672800757,4.34233467311,0,0,0,0,0,0,3952,0,0,0,0,0,0,0,0,0,0,0
