rank,host,stage,category,time_s,calls,cache_references,cache_misses,cache_miss_rate_percent,instructions,cycles,ipc,minor_faults,major_faults,rchar_bytes,wchar_bytes,physical_read_bytes,physical_write_bytes,voluntary_context_switches,involuntary_context_switches,send_messages,receive_messages,send_bytes,receive_bytes
0,cn7168,geometry_load,io,1.739228907,1,1403319348,23799001,1.69590770867,3315749404,3765796857,0.880490777891,5960,0,1035181,0,0,0,2,3,0,0,0,0
0,cn7168,coarse_local_size,setup,0.457712922,1,267672210,6051818,2.26090635259,632273808,877848986,0.72025350383,7978,0,0,0,0,0,136,59,0,0,0,0
0,cn7168,coarse_edge_mesh,setup,0.01258654,1,6284853,170139,2.70712775621,12802528,24845259,0.515290583205,488,0,0,0,0,0,0,0,0,0,0,0
0,cn7168,coarse_surface_mesh,setup,8.202139215,1,5674010692,164942030,2.90697425425,15314086520,17899687025,0.855550518767,17170,0,0,0,0,0,0,12,0,0,0,0
0,cn7168,coarse_volume_mesh,setup,14.353801917,1,5293188170,126051398,2.38138894654,13375371711,21541671150,0.620906874767,35805,0,0,0,0,0,82027,2747066,0,0,0,0
0,cn7168,coarse_mesh_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,cn7168,submesh_initialization,setup,0.00011808100021,1,1762533344,38376820,2.17736703425,4758578617,7861706366,0.605285722395,1,0,0,0,0,0,0,0,0,0,0,0
0,cn7168,metis_partition,compute,0.174175388,1,1876955046,44419860,2.36659157579,5019862218,8242482714,0.609023081052,339,0,0,0,0,0,0,0,0,0,0,0
0,cn7168,face_map_setup,compute,0.007315393,1,1765573795,38438649,2.17711936532,4766474373,7877008637,0.605112244083,219,0,0,0,0,0,0,0,0,0,0,0
0,cn7168,face_local_extract,compute,0.16251484,1,1823629963,40535678,2.22280170991,4921779446,8215630008,0.59907510942,740,0,0,0,0,0,0,2,0,0,0,0
0,cn7168,face_pre_collective_wait,synchronization,0.0122776160001,1,1778154768,38503961,2.16538862044,4789621930,7888433509,0.607170222648,0,0,0,0,0,0,0,0,0,0,0,0
0,cn7168,face_collective_setup,compute,0.000113360999876,1,1762450354,38373397,2.17727534355,4758432633,7861617800,0.605273972108,16,0,0,0,0,0,0,0,0,0,0,0
0,cn7168,face_allgatherv,communication,0.0644972570001,1,1893514236,38996871,2.0594971117,5013917903,8001091352,0.626654250329,768,0,0,0,0,0,0,0,1,1,75808,4859624
