algorithm,timing,ranks,partition_seed,repeat,core_seconds,face_pipeline_seconds,face_exchange_seconds,vertex_wait_seconds,compute_imbalance,element_imbalance,volume_elements_sum,face_payload_receive_bytes,predicted_actual_correlation,compute_wait_correlation,cut_before,cut_after,partition_moves,task_count,task_signature,active_workers,compute_max_seconds,compute_mean_seconds,task_cross_node_faces_before,task_cross_node_faces_after,task_cross_node_faces_limit,task_moved_between_nodes,task_completion_wait_max_seconds,task_dispatch_max_seconds,task_geometry_setup_max_seconds,task_merge_max_seconds,metis_partition_max_seconds,task_control_receive_bytes
balance,natural,8192,41,1,30.826151982999818,6.456244288000107,6.339342674999898,,1.6645593833722645,2.544352261785413,3718962176,39805180184,,,0,0,0,16384,4af0a68226382bca,8191,17.76150420400063,10.670393848020753,31046,34150,34150,9517,10.711769164000088,0.27833242800033986,0.5076608409999608,0.017502399000022706,2.971523280999918,2685304780
balance,natural,8192,41,2,26.654245653999965,6.522667885000033,6.408280287000025,,1.296352933723348,2.450743557118662,3718962176,39805180184,,,0,0,0,16384,4af0a68226382bca,8191,13.822819049999794,10.662851674426568,31046,33979,34150,9240,6.638762855999971,0.27798951899990243,0.44281710399991425,0.01909247499997946,3.0351535830000103,2685304780
balance,natural,8192,41,3,26.451491870000154,6.436250122999809,6.315682057000004,,1.2793670480104848,2.3729242725161828,3718962176,39805180184,,,0,0,0,16384,4af0a68226382bca,8191,13.653618051000194,10.672166421851049,31046,34150,34150,9567,6.631839006000064,0.27843704999986585,0.5068971470000179,0.010105523999982324,3.069620132999944,2685304780
balance,natural,8192,41,4,26.26755651999997,6.434510183999919,6.318327169999975,,1.2721349338735717,2.777810115592851,3718962176,39805180184,,,0,0,0,16384,4af0a68226382bca,8191,13.575312319999966,10.671283335222927,31046,34107,34150,9474,6.513652441999966,0.27773227200009387,0.5264247320001232,0.020090850000087812,3.0020165340001768,2685304780
balance,natural,8192,41,5,26.713578183999743,6.558048242000041,6.4389502080002785,,1.2901680032847007,2.556758234693054,3718962176,39805180184,,,0,0,0,16384,4af0a68226382bca,8191,13.768398316999992,10.671787148608836,31046,34102,34150,9473,6.6438396589996955,0.2693467249996502,0.5188790749998589,0.020082772000023397,3.1914014150002004,2685304780
balance,split,8192,41,1,26.65699222100011,6.570396997999978,6.428046323000217,7.558803719000025,1.277215557864286,2.4214203484278727,3718962176,39805180184,,0.012986114596324476,0,0,0,16384,4af0a68226382bca,8191,13.644933554999625,10.683344303929552,31046,34137,34150,9510,6.592946851999841,0.29518596500020067,0.5243805929999326,0.01010036699972261,3.0763094540002385,2685304780
balance,split,8192,41,2,26.85181495300003,6.511718952000024,6.3845349399999805,7.8362647210000205,1.302126158501336,2.3616461153274177,3718962176,39805180184,,0.016337350042877282,0,0,0,16384,4af0a68226382bca,8191,13.885323044000302,10.6635773756219,31046,34012,34150,9378,6.737612651000063,0.2725066420001667,0.4610343010000406,0.010258270000008451,3.055832570000007,2685304780
balance,split,8192,41,3,26.701752742000053,6.479387129000088,6.343519186000094,7.756977459999916,1.2973035702167248,2.3808189825483184,3718962176,39805180184,,0.015944554167823206,0,0,0,16384,4af0a68226382bca,8191,13.838778586999524,10.66734024688427,31046,33999,34150,9312,6.726691723000158,0.27891840699999193,0.5101719609999691,0.013072902000203612,2.9856306079998376,2685304780
balance,split,8192,41,4,26.574754536,6.538944921999928,6.379476673999989,7.841900796000118,1.2770804008342975,2.375179903953936,3718962176,39805180184,,0.011691270006633829,0,0,0,16384,4af0a68226382bca,8191,13.636336066000013,10.67774280859028,31046,34128,34150,9466,6.543749289000061,0.276119584000071,0.44019508699989274,0.015622145999941495,2.9985873749999428,2685304780
balance,split,8192,41,5,33.69006009500026,6.547327550999853,6.419579242000054,7.791488177000247,1.9638935555339776,2.466532977182933,3718962176,39805180184,,-0.028291151291581457,0,0,0,16384,4af0a68226382bca,8191,20.957675933001155,10.671492797532409,31046,34150,34150,9461,13.714049606000117,0.2798037999996268,0.5015936629997668,0.021164977000353247,2.9554463350000333,2685304780
baseline,natural,8192,41,1,27.939343058000304,6.35541863699973,6.238275644999703,,1.5598282637453154,2.0233013996644638,3718962176,39805180184,,,0,0,0,16384,4af0a68226382bca,8191,16.745678932999454,10.735591425168357,31046,31046,34150,0,13.372144292999565,1.6795196930006568,0.4891219490000367,0.007172018999881402,3.0737526679999974,2685304780
baseline,natural,8192,41,2,28.419203648999996,6.43865552799997,6.321235212000033,,1.559882933380709,2.0233013996644638,3718962176,39805180184,,,0,0,0,16384,4af0a68226382bca,8191,16.743277027999852,10.733675373774632,31046,31046,34150,0,13.851183316999993,1.8027917920000505,0.4965658630000007,0.02872942599998396,3.001852231999976,2685304780
baseline,natural,8192,41,3,28.334096692999992,6.422926416999985,6.304622084000016,,1.5708949425540888,2.0233013996644638,3718962176,39805180184,,,0,0,0,16384,4af0a68226382bca,8191,16.860099786999967,10.732799075403124,31046,31046,34150,0,13.886510941999973,1.5232123759999467,0.48331317700001364,0.029083529999979874,3.0568029139999453,2685304780
baseline,natural,8192,41,4,28.83141918199999,6.454750762000003,6.336658962999991,,1.5803949162044792,2.0233013996644638,3718962176,39805180184,,,0,0,0,16384,4af0a68226382bca,8191,16.95921782099981,10.730999984313758,31046,31046,34150,0,14.245992371000057,1.7363448019998486,0.5157216679999692,0.015518036999992546,3.0109210170001006,2685304780
baseline,natural,8192,41,5,29.168413456000053,6.412358550000135,6.29267294400006,,1.574758291110705,2.0233013996644638,3718962176,39805180184,,,0,0,0,16384,4af0a68226382bca,8191,16.899881612999252,10.73173051915127,31046,31046,34150,0,14.394423751999966,2.0972855149998395,0.4951516940000147,0.00834093200001007,3.0646070540001347,2685304780
baseline,split,8192,41,1,28.32887000200003,6.4866602060000105,6.3384102189999965,7.020200308,1.5502432894397935,2.0233013996644638,3718962176,39805180184,,-0.02343186027737611,0,0,0,16384,4af0a68226382bca,8191,16.639714410000067,10.733614861195825,31046,31046,34150,0,14.128652466999995,1.4080993020000108,0.44282758299999614,0.007430472000010013,3.042453113999983,2685304780
baseline,split,8192,41,2,28.559809277,6.52503958200009,6.36875221899993,7.104135725999981,1.5791470476952854,2.0233013996644638,3718962176,39805180184,,-0.022998681531861267,0,0,0,16384,4af0a68226382bca,8191,16.949425796000128,10.73327896900879,31046,31046,34150,0,14.210286306000057,1.3875454599999557,0.49538478400006625,0.020895859000006567,3.125370607000036,2685304780
baseline,split,8192,41,3,28.817278596999813,6.488836526000114,6.330383317999804,7.0662838589998955,1.569700525933825,2.0233013996644638,3718962176,39805180184,,-0.024751990555413536,0,0,0,16384,4af0a68226382bca,8191,16.85010281699965,10.734597165899155,31046,31046,34150,0,14.240318736000063,1.6054682730000422,0.5110697390000496,0.008052381999959835,3.058543061999899,2685304780
baseline,split,8192,41,4,28.865549034000196,6.496823746000018,6.335249191999992,7.059761570999854,1.5798953020437034,2.0233013996644638,3718962176,39805180184,,-0.029343022099279817,0,0,0,16384,4af0a68226382bca,8191,16.958874696000066,10.734176292607867,31046,31046,34150,0,14.084917959999984,2.0021866980000596,0.5138428560001103,0.01593830899992099,3.0483859900000425,2685304780
baseline,split,8192,41,5,28.64528600099993,6.354682921000403,6.226584109000214,6.97292552800036,1.5746879652521,2.0233013996644638,3718962176,39805180184,,-0.026025493954687007,0,0,0,16384,4af0a68226382bca,8191,16.894937918000323,10.729070324288358,31046,31046,34150,0,14.165054650999991,1.8335377499993228,0.48229973400020754,0.008200969999961671,3.059562342999925,2685304780
combined,natural,8192,41,1,24.508512423999946,0.42776753900034237,0.33709081699998933,,1.6492667830150023,2.450743557118662,3718962176,97614888,,,0,0,0,16384,4af0a68226382bca,8191,17.578827241998624,10.65857108324404,31046,34150,34150,9548,10.546020919999592,0.2807631659998151,0.5142868899997666,0.023775414999818167,3.0920727289999377,2685304780
combined,natural,8192,41,2,20.43450373400003,0.3951214420000042,0.3422365499999387,,1.287444727619574,2.4078865598013546,3718962176,97433896,,,0,0,0,16384,4af0a68226382bca,8191,13.734572756999967,10.66808730685826,31046,34115,34150,9478,6.550729297999965,0.28092860300000666,0.44758854299999484,0.010643293999976322,3.1117613819999974,2685304780
combined,natural,8192,41,3,20.831547863000083,0.40950858500002596,0.3579035370000838,,1.294164840553907,2.593976153415979,3718962176,97556256,,,0,0,0,16384,4af0a68226382bca,8191,13.803735732999826,10.666134097022585,31046,34137,34150,9471,6.6459927060000155,0.27660771099988324,0.5091848949999758,0.011117350000063198,3.0839519809999274,2685304780
combined,natural,8192,41,4,21.01799644799985,0.5448934420001024,0.39553718500019386,,1.3155753339257434,2.4225481641467494,3718962176,96598208,,,0,0,0,16384,4af0a68226382bca,8191,14.01514553800007,10.653244384096322,31046,33970,34150,9185,6.916040001000056,0.27446826800019153,0.5085445459999391,0.012073811999925965,3.0426510600000256,2685304780
combined,natural,8192,41,5,20.782407350000085,0.43654982199996084,0.36871609800027727,,1.3053142262686395,2.4101421912391077,3718962176,96641048,,,0,0,0,16384,4af0a68226382bca,8191,13.896734658999776,10.646275340708472,31046,33972,34150,9204,6.876401855999575,0.27995163999958095,0.5164975610000511,0.011103311000169924,2.9965315019999252,2685304780
combined,split,8192,41,1,20.985469596,0.4790095959999974,0.37112750200003575,1.6173548110000127,1.3150541345467226,2.4101421912391077,3718962176,96900552,,0.02569998642655865,0,0,0,16384,4af0a68226382bca,8191,14.008091096999976,10.6521022435539,31046,34019,34150,9352,6.866231550000009,0.2842376100000479,0.5063771620000068,0.01102708499999494,3.114556904999972,2685304780
