rank,host,total_wall_seconds,coarse_points,coarse_surface_elements,coarse_volume_elements,facemap_entries,physical_boundary_faces,partition_boundary_faces,local_points_before_adjacency,local_surface_elements_before_adjacency,local_volume_elements_before_adjacency,shared_vertices,adjacent_processes,vertex_send_items,vertex_receive_items,volume_send_items,volume_receive_items,local_points_after_adjacency,local_surface_elements_after_adjacency,local_volume_elements_after_adjacency,peak_rss_mib,hardware_cache_available,process_io_available
0,cn2832,76.764357563,8067,12694,26411,13639,12694,945,663447,267264,3571520,13250,2,13250,0,25881,25942,674152,267264,3597462,1027.4140625,0,1
1,cn2833,76.501221174,8067,12694,26411,13639,12694,945,547881,244224,2912896,13386,2,5977,7409,26241,26155,559132,244224,2939051,933.97265625,0,1
2,cn2834,76.469061181,8067,12694,26411,13639,12694,945,469443,201728,2507456,17290,3,17245,47,33837,33961,483410,201728,2541417,921.5625,0,1
3,cn2835,76.311593334,8067,12694,26411,13639,12694,945,421403,176128,2258624,16778,2,0,16778,32905,32883,435401,176128,2291507,920.18359375,0,1
4,cn2836,76.78642967,8067,12694,26411,13639,12694,945,609843,236032,3297344,12234,3,12247,2,23494,23455,620261,236032,3320799,962.08203125,0,1
5,cn2837,76.620988895,8067,12694,26411,13639,12694,945,585725,272896,3095808,15098,2,7801,7297,29243,29304,598120,272896,3125112,1027.5859375,0,1
6,cn2838,76.610422758,8067,12694,26411,13639,12694,945,565457,253440,3004672,18994,3,7694,11347,37364,37313,581048,253440,3041985,935.9453125,0,1
7,cn2839,76.531122331,8067,12694,26411,13639,12694,945,559225,230400,3002624,10545,2,0,10545,20736,20674,567734,230400,3023298,931.74609375,0,1
8,cn2840,76.652706468,8067,12694,26411,13639,12694,945,542505,217600,2921600,17866,2,12025,5841,34992,35015,557141,217600,2956615,927.78125,0,1
9,cn2841,76.758527905,8067,12694,26411,13639,12694,945,564707,247808,3007808,26450,3,14458,12025,51740,51796,586545,247808,3059604,934.6015625,0,1
10,cn2842,76.707012826,8067,12694,26411,13639,12694,945,605333,253440,3243776,15106,3,8328,6794,29460,29415,617804,253440,3273191,959.41796875,0,1
11,cn2843,76.609212597,8067,12694,26411,13639,12694,945,568848,247296,3033664,13842,3,3762,10113,26977,26812,580213,247296,3060476,942.46484375,0,1
12,cn2844,76.439501504,8067,12694,26411,13639,12694,945,443929,178688,2389888,16026,2,16026,0,31242,31220,457285,178688,2421108,915.59765625,0,1
13,cn2845,76.698038671,8067,12694,26411,13639,12694,945,607749,251904,3260672,15770,3,0,15770,30707,30833,620736,251904,3291505,957.94921875,0,1
14,cn2846,76.451160238,8067,12694,26411,13639,12694,945,473361,205312,2525312,17186,3,6476,10712,33564,33566,487358,205312,2558878,922.55859375,0,1
15,cn2847,76.617291755,8067,12694,26411,13639,12694,945,601291,249344,3226176,10609,2,0,10609,20612,20651,610058,249344,3246827,958.39453125,0,1
