algorithm,timing,ranks,partition_seed,repeat,core_seconds,face_pipeline_seconds,face_exchange_seconds,vertex_wait_seconds,compute_imbalance,element_imbalance,volume_elements_sum,face_payload_receive_bytes,predicted_actual_correlation,compute_wait_correlation,cut_before,cut_after,partition_moves,compute_max_seconds,compute_mean_seconds,vertex_wait_mean_seconds,face_completion_spread,vertex_arrival_spread,post_face_compute_max_seconds,face_completion_wait_correlation,partition_adopted,partition_proposed_moves,closure_total_before,closure_total_after,closure_max_before,closure_max_after,candidate_closure_total,candidate_closure_max,seed_max_seconds,candidate_max_seconds,partition_rejection_flags,seed_lower_seconds,candidate_upper_seconds,net_gain_lower_seconds,correction_seconds,search_timed_out,search_skipped,mapping_moved_nodes,mapping_predicted_gain_seconds,metis_partition_seconds,partition_cost_setup_seconds,partition_cost_balance_seconds,partition_node_mapping_seconds,phase_0_max_seconds,phase_0_prediction_wape,phase_1_max_seconds,phase_1_prediction_wape,phase_2_max_seconds,phase_2_prediction_wape,phase_3_max_seconds,phase_3_prediction_wape
combined,split,8192,41,1,13.480275363999908,0.9739858169999707,0.4312752650001812,5.927936034000027,1.4818812681516518,2.2904586215471436,3228418048,65852696,0.6005613252753663,-0.9999977205816365,27916,27916,0,8.724334074999774,5.887336767460204,2.837133964341186,0.04856636300007722,5.927742048999903,8.725063182999975,0.053950531662804745,1,0,0,0,0,0,0,0,10.03728949429627,7.350752606490962,0,0,0,0,0.000231783,0,0,511,2.686305104805307,3.0599523119999503,0.38867335400004777,0.041959336999980223,0.0035804200000484343,0.019953190000023824,0.2522964128072183,7.953708535999908,0.06045803656009415,0.7811751120000281,0.23046458601184558,0.06023865300005582,0.21721109580820036
combined,split,8192,41,2,14.365738155000145,1.0711627179998686,0.4256139990000065,6.800367496000035,1.6232096562131988,2.2904586215471436,3228418048,65852696,0.5979498765769171,-0.9999430865959457,27916,27916,0,9.561606552000057,5.890555490106201,3.6747238387999266,0.15361077299985482,6.800330525000163,9.562194898000143,-0.023755391460752288,1,0,0,0,0,0,0,0,10.027606775554998,7.350752606490962,0,0,0,0,0.000232882,0,0,512,2.676621287064036,3.049647228999902,0.39747252299980573,0.041679215999920416,0.003993484999909924,0.036727545000076134,0.2489581890608587,9.150497666000092,0.06021159707976433,0.7996029010000711,0.22996518961889842,0.04023478199974306,0.21582145929783308
combined,split,8192,41,3,13.50864047500022,0.985327173999849,0.4650267340002756,5.9393243739998525,1.4700613521351267,2.2904586215471436,3228418048,65852696,0.5994535212324624,-0.9999414216740836,27916,27916,0,8.655181847999984,5.88763308104736,2.7661895543293444,0.03985318800005189,5.939061216000027,8.655795055999988,-0.057100921043263635,1,0,0,0,0,0,0,0,10.396822276037105,7.350752606490962,0,0,0,0,0.000230643,0,0,510,3.045839026546142,3.0492033929999707,0.39885916299999735,0.040910110000140776,0.0035442210000837804,0.02552449100016929,0.25689573555323847,8.01013571899989,0.060538087274166,0.9238416369998959,0.2304081754170996,0.03689324900005886,0.21603476941410266
combined,split,8192,41,4,13.660816649000026,1.060415004999868,0.535550981000597,5.884060061999662,1.4721030071253594,2.2904586215471436,3228418048,65852696,0.5969099784868692,-0.9999884603010735,27916,27916,0,8.669442440000239,5.8891547656909164,2.794945888909669,0.0625918749997254,5.864351302000159,8.670077829000093,-0.024886343386059523,1,0,0,0,0,0,0,0,10.03728949429627,7.350752606490962,0,0,0,0,0.000237363,0,0,511,2.6862995248053068,3.100014505999752,0.39169209400006366,0.041791976999775216,0.003647762000127841,0.03622344299992619,0.25433597776266803,8.210363084000164,0.060548411203294114,0.7891572799999267,0.2303278515974238,0.046797904999948514,0.2167429530042108
combined,split,8192,41,5,13.561049368000113,0.9878677050000988,0.4468024739999237,6.028524533999644,1.4772595933147585,2.2904586215471436,3228418048,65852696,0.5998573160646415,-0.9999965742650297,27916,27916,0,8.696537578000061,5.88693931476612,2.8096024545894784,0.05801993200020661,6.0479022479999,8.697187226000096,-0.037603448014168414,1,0,0,0,0,0,0,0,10.027606775554998,7.350752606490962,0,0,0,0,0.000234823,0,0,512,2.676619346064036,3.099689570999999,0.3952217159999236,0.04158527800018419,0.003691381999942678,0.019843079000111175,0.2552129939110696,7.9805203359996995,0.060461889891732554,0.7959108449999803,0.23174125818448293,0.03819676699959018,0.2155386707509956
sparse,natural,8192,41,1,13.557005817999993,0.8790545510000243,0.4260288390000255,,1.5206472488491267,2.2904586215471436,3228418048,65851800,0.6021652009341221,,27916,27916,0,8.950013619999993,5.885660613777221,,0.03563231699999392,6.016702500000008,8.950648528000016,,0,0,0,0,0,0,0,0,10.03728949429627,10.03728949429627,0,0,0,0,7.1641e-05,0,0,0,-7.1641e-05,3.039676462999978,0.4321332469999959,0.0410504259999982,0.0033626780000020062,0.02614929700001767,0.24891981852036826,8.536503885000002,0.06502163383074282,0.7801006490000191,0.23128673523309565,0.03424265499998569,0.2188108264492959
sparse,natural,8192,41,2,13.478269683999997,0.949629146999996,0.4398659979999593,,1.485940745134559,2.2904586215471436,3228418048,65846648,0.6011110464612213,,27916,27916,0,8.750738527999943,5.889022531115479,,0.05339862899995751,5.693574944999909,8.751342696000052,,0,0,0,0,0,0,0,0,10.027606775554998,10.027606775554998,0,0,0,0,7.5621e-05,0,0,0,-7.5621e-05,3.009597676999988,0.3898447070000657,0.041675133000012465,0.003410958000017672,0.035859894999930475,0.25173898808823386,8.102073914000016,0.06403523191771898,0.7909213820000787,0.23253081155856248,0.029938183000126628,0.21826362524391676
sparse,natural,8192,41,3,14.217739686999948,0.9164052320002156,0.4157278789996326,,1.627756552708858,2.2904586215471436,3228418048,65848384,0.5937757193416336,,27916,27916,0,9.588011327000004,5.890322672050655,,0.07402836799997203,6.724298986999884,9.588743194000017,,0,0,0,0,0,0,0,0,10.396822276037105,10.396822276037105,0,0,0,0,7.4181e-05,0,0,0,-7.4181e-05,3.0195537570000397,0.3904057259999263,0.04137855500016485,0.003769723999994312,0.03500468600009299,0.2524953639812703,9.081151850000197,0.06490741887620018,0.7952800169998682,0.2317510026022199,0.026458496000032028,0.22001223422338456
sparse,natural,8192,41,4,13.26469634199998,0.8750708279999344,0.40350850300001184,,1.4675303712859233,2.2904586215471436,3228418048,65851800,0.602304810259979,,27916,27916,0,8.64094474199942,5.888085801200688,,0.030484748000162654,5.707807372999923,8.64195107699993,,0,0,0,0,0,0,0,0,10.03728949429627,10.03728949429627,0,0,0,0,7.1601e-05,0,0,0,-7.1601e-05,3.039485668999987,0.39787604599996484,0.041025510000054055,0.003425839999863456,0.03651898600014647,0.25261331384787566,7.883479401999921,0.06477643093072175,0.7910551350000787,0.23149891072409373,0.03088109700001951,0.2209234921264235
sparse,natural,8192,41,5,13.663720732999991,0.83750671100006,0.4045256170002176,,1.551070748223963,2.2904586215471436,3228418048,65846648,0.6003479706862342,,27916,27916,0,9.134097149999434,5.888897821365231,,0.04452020600047035,6.167052046000208,9.134788457000013,,0,0,0,0,0,0,0,0,10.027606775554998,10.027606775554998,0,0,0,0,7.2381e-05,0,0,0,-7.2381e-05,3.0096427459998267,0.3891392850000557,0.041458752999915305,0.00350743999979386,0.035552756000015506,0.25445433930363365,8.683952508999937,0.06402570339250223,0.8359225839999453,0.2316727463134747,0.05186811899966415,0.2188522507766929
sparse,split,8192,41,1,14.857559658000014,1.0037686069999836,0.4425185229999897,7.04037393599998,1.6886063061573824,2.2904586215471436,3228418048,65851800,0.6021562499439467,-0.9999671402296267,27916,27916,0,9.944819092000103,5.889365126576295,4.05779481415564,0.037104310000017904,7.06742741100004,9.945548063000047,-0.08976837052201404,0,0,0,0,0,0,0,0,10.03728949429627,10.03728949429627,0,0,0,0,6.962e-05,0,0,0,-6.962e-05,3.0694015660000105,0.38814006899997366,0.04143655400002899,0.0038992069999608248,0.030901737000021967,0.2551078637124063,9.42375391600001,0.0648294358135448,0.7856695090000017,0.23240434403309487,0.03515497000000778,0.2190543865402203
sparse,split,8192,41,2,13.411953185000016,0.9203012550000267,0.42246777799994106,5.69807076799998,1.4774387651459784,2.2904586215471436,3228418048,65846648,0.6032010797332242,-0.9999987748093487,27916,27916,0,8.699441728999886,5.888191060250364,2.81168918567395,0.043598738999889974,5.6977586639999345,8.700474441999972,0.004565072447999949,0,0,0,0,0,0,0,0,10.027606775554998,10.027606775554998,0,0,0,0,7.7661e-05,0,0,0,-7.7661e-05,3.1097965669999894,0.390726225000094,0.04165033599997514,0.0035233800000469273,0.03963570100006564,0.24936030390990238,8.081200442000068,0.06396976049275874,0.7752251729999671,0.232813916150461,0.031351911000001564,0.21968797519985614
sparse,split,8192,41,3,13.75304528300012,0.9621633250001196,0.42921295799988,6.096421844999895,1.510434275950075,2.2904586215471436,3228418048,65848384,0.5935840732936616,-0.9999801599047139,27916,27916,0,8.895041391000177,5.889062193987306,3.0090785970947267,0.04226772700008041,6.100025957999833,8.89564671700009,-0.02608228383186365,0,0,0,0,0,0,0,0,10.396822276037105,10.396822276037105,0,0,0,0,7.3741e-05,0,0,0,-7.3741e-05,3.0095750670000143,0.39336919999982456,0.04168339900002138,0.0034975599999143014,0.03581681600007869,0.25437933936783846,8.486478281000018,0.06485932318169499,0.7844068370000059,0.2321757223259563,0.042336954000120386,0.21966062989796714
sparse,split,8192,41,4,13.539292650000334,0.9053596499998093,0.4126104569995732,5.814578325999719,1.4767594678263942,2.2904586215471436,3228418048,65851800,0.6017303954643127,-0.9999977296377943,27916,27916,0,8.697280595999928,5.889436150899537,2.8079890491362303,0.030652565999844228,5.81415977100005,8.697889822999969,-0.0021800701214053212,0,0,0,0,0,0,0,0,10.03728949429627,10.03728949429627,0,0,0,0,7.3061e-05,0,0,0,-7.3061e-05,3.109043455000119,0.491392691999863,0.040804206000302656,0.0034065589998135692,0.02595757799963394,0.2551794028369059,8.07097529900011,0.06473448883960017,0.9018546729998889,0.2324832806659321,0.049250966000272456,0.21865007580006685
