experiment,processes,repeat,timestamp,total_wall_avg_s,total_wall_max_s,unprofiled_avg_s,unprofiled_max_s,profile_coverage_percent,setup_avg_s,setup_max_s,compute_avg_s,compute_max_s,postprocess_avg_s,postprocess_max_s,communication_avg_s,communication_max_s,synchronization_avg_s,synchronization_max_s,communication_fraction_avg_percent,communication_fraction_max_percent,io_avg_s,io_max_s,io_fraction_max_percent,io_counter_available_ranks,cache_available_ranks,cache_references_total,cache_misses_total,cache_miss_rate_percent,instructions_total,cycles_total,ipc,minor_faults_total,major_faults_total,logical_read_total_bytes,logical_write_total_bytes,physical_read_total_bytes,physical_write_total_bytes,peak_rss_avg_mib,peak_rss_max_mib,local_volume_elements_avg,local_volume_elements_max,volume_imbalance_max_over_avg,core_only
strong_scaling_full_io_l2_r2_20260811-160928,1,3,20260811-173533,1722.21661327,1722.21661327,61.528288654,61.528288654,96.4273780557,22.329208861,22.329208861,679.581089342,679.581089342,169.14398762,169.14398762,0.0519611240001,0.0519611240001,2.16000000819e-06,2.16000000819e-06,0.00301723276851,0.00301723276851,789.582075505,789.582075505,45.846850473,1,0,0,0,0,0,0,0,19952388,66,1036093,7403114037,72830976,7403196416,20855.5898438,20855.5898438,46570944,46570944,1,0
