processes	nodes	repeat	state	exit_code	runtime_s	log
8	8	1	COMPLETED	0	126	/vol8/home/hnu_lhz/cjz/NETGEN/test_code_expansion/strong_scaling_results/strong_scaling_core_cache_l2_r2_20260811-153051/launcher_logs/p00008_repeat_01.log
