algorithm,timing,ranks,partition_seed,repeat,core_seconds,face_pipeline_seconds,face_exchange_seconds,vertex_wait_seconds,compute_imbalance,element_imbalance,volume_elements_sum,face_payload_receive_bytes,predicted_actual_correlation,compute_wait_correlation,cut_before,cut_after,partition_moves,compute_max_seconds,compute_mean_seconds,vertex_wait_mean_seconds,face_completion_spread,vertex_arrival_spread,post_face_compute_max_seconds,face_completion_wait_correlation,partition_adopted,partition_proposed_moves,closure_total_before,closure_total_after,closure_max_before,closure_max_after,candidate_closure_total,candidate_closure_max,seed_max_seconds,candidate_max_seconds,partition_rejection_flags,seed_lower_seconds,candidate_upper_seconds,net_gain_lower_seconds,correction_seconds,search_timed_out,search_skipped,mapping_moved_nodes,mapping_predicted_gain_seconds,metis_partition_seconds,partition_cost_setup_seconds,partition_cost_balance_seconds,partition_node_mapping_seconds,phase_0_max_seconds,phase_0_prediction_wape,phase_1_max_seconds,phase_1_prediction_wape,phase_2_max_seconds,phase_2_prediction_wape,phase_3_max_seconds,phase_3_prediction_wape
balance,natural,2048,41,1,15.980735691999598,1.7627239019998342,1.4902832379998472,,1.3141678796316754,1.5325943948525025,2545847296,9947650328,0.6885669269733397,,14861,14861,0,10.66601180500038,8.116171434649404,,1.4123374209998474,6.129265541000677,10.667104382000161,,1,0,0,0,0,0,0,0,10.147792289926974,9.555023389021303,0,0,0,0,8.6201e-05,0,0,127,0.5926826999056714,2.1577707219998956,0.39290585299977465,0.03764862099978927,0.0009899739998218138,0.04689745199993922,0.40190792555161825,8.972968175999995,0.04969920227957801,2.066266368000015,0.06901718447227397,0.08703553699979238,0.29795361200777465
balance,natural,2048,41,2,16.12657698199996,1.7630643859999964,1.4909160659999543,,1.3092857856614901,1.5325943948525025,2545847296,9947650328,0.689671551428258,,14861,14861,0,10.626039032999927,8.11590498374756,,1.3828346440000132,6.064927759999989,10.62692212600001,,1,0,0,0,0,0,0,0,10.239172559562293,9.555023389021303,0,0,0,0,9.1682e-05,0,0,127,0.6840574885409908,2.190536814999973,0.39416223200004197,0.0376478210000073,0.0009835339999995085,0.04851965700004257,0.4022379799448592,8.940776790999962,0.049697813417121664,2.0447099959999946,0.06925653119372728,0.0903774280000107,0.3021446642549765
balance,natural,2048,41,3,15.994146191999903,1.8009344319999627,1.5242130530000395,,1.3060915864784057,1.5325943948525025,2545847296,9947650328,0.6888159119606151,,14861,14861,0,10.59973531900016,8.11561411828711,,1.3952335440001207,6.006492290999972,10.600732553999933,,1,0,0,0,0,0,0,0,10.257525157013081,9.555023389021303,0,0,0,0,9.2801e-05,0,0,127,0.7024089669917785,2.205652079999936,0.3957758169999579,0.03945662599994648,0.0010166140000364976,0.04949033999992025,0.40273454471978815,8.893400853000003,0.04974612542520944,2.0897553769999604,0.06856666308486127,0.08683973999995942,0.3047898134091928
balance,natural,2048,41,4,15.96933428200009,1.7624823200001174,1.486529211000061,,1.3016678196390428,1.5325943948525025,2545847296,9947650328,0.6884562031174362,,14861,14861,0,10.567503982000062,8.118433768248545,,1.3800023079998027,6.069105450000052,10.568343714000093,,1,0,0,0,0,0,0,0,10.147792289926974,9.555023389021303,0,0,0,0,8.2721e-05,0,0,127,0.5926861799056714,2.1574972169999,0.40081260699980703,0.037694741999985126,0.0010885549997965427,0.05037405400003081,0.4021735938612227,8.869023083000002,0.04983418699559266,2.072101474000192,0.0695496559672805,0.09618237599988788,0.29841721905180374
balance,natural,2048,41,5,15.875745728999846,1.7681022250001206,1.4832326279999961,,1.31584231347788,1.5325943948525025,2545847296,9947650328,0.6894583705769014,,14861,14861,0,10.681271985999956,8.117440727201172,,1.4125476320000416,6.0560403769998175,10.68213665899998,,1,0,0,0,0,0,0,0,10.239172559562293,9.555023389021303,0,0,0,0,8.6301e-05,0,0,127,0.6840628695409908,2.151249737999933,0.39783516200009217,0.03761467999993329,0.0009880939999220573,0.053252005000103964,0.402338417025154,8.997958741000048,0.0495949106707267,2.0813538120000885,0.06898600254643317,0.08085934600012479,0.2988096451337397
balance,split,2048,41,1,15.966135036000011,1.7714653940000034,1.4786928099999983,5.934297441999973,1.3160126237323875,1.5325943948525025,2545847296,9947650328,0.6876410345122291,-0.8235290778483946,14861,14861,0,10.68200192499998,8.116944877553223,2.7043176295815425,1.4208160640000074,5.9340606059999885,10.682945337999996,-0.6098155620298279,1,0,0,0,0,0,0,0,10.147792289926974,9.555023389021303,0,0,0,0,8.4981e-05,0,0,127,0.5926839199056714,2.194420957999995,0.38738931700000023,0.03768390099999408,0.0010191739999925176,0.0481983979999967,0.40254020078479036,8.991781537000008,0.0495952850376004,2.0549129749999793,0.06919501340601311,0.09406744799997568,0.29821633603960856
balance,split,2048,41,2,16.09671855900001,1.8188870910000787,1.5039213930000415,6.110849754000014,1.3096057553573506,1.5325943948525025,2545847296,9947650328,0.6885814465654245,-0.8163439457702649,14861,14861,0,10.632413766000127,8.11878973691504,2.7537096582700205,1.4154401679999182,6.1106093599998985,10.633649845000036,-0.6196178122550228,1,0,0,0,0,0,0,0,10.239172559562293,9.555023389021303,0,0,0,0,8.8622e-05,0,0,127,0.6840605485409907,2.1382176480000226,0.3966481259999455,0.037624720999929195,0.000989513999911651,0.06683242699989478,0.4030852977427493,8.928489615999979,0.04966706927016753,2.063643703999901,0.0688265237427202,0.08455271699995137,0.298450519349074
balance,split,2048,41,3,16.06729338399998,1.8286103450000155,1.5202021009999953,5.962474709000048,1.3105209301652867,1.5325943948525025,2545847296,9947650328,0.688815704559015,-0.8160007382187335,14861,14861,0,10.640020475000142,8.118924490323243,2.7649759062065424,1.427862260999973,5.962184152000077,10.640958430999945,-0.618389948322386,1,0,0,0,0,0,0,0,10.257525157013081,9.555023389021303,0,0,0,0,9.6921e-05,0,0,127,0.7024048469917784,2.157334707000018,0.3939595519999557,0.03913066200004778,0.0010228539999843633,0.050093844999878456,0.4030609302576332,8.959648042000026,0.04935420823707508,2.0480914799999255,0.06913132103622696,0.09668056299994987,0.29985488373248026
balance,split,2048,41,4,16.274409366999862,1.865478517000156,1.5295378200000869,6.258595610000157,1.3133019590196349,1.5325943948525025,2545847296,9947650328,0.6876521733184767,-0.810430272821428,14861,14861,0,10.659935818999884,8.11689630536865,2.931929356727538,1.457735762000084,6.258388662000243,10.660746431000007,-0.6191351577292147,1,0,0,0,0,0,0,0,10.147792289926974,9.555023389021303,0,0,0,0,8.2461e-05,0,0,127,0.5926864399056714,2.2239072090001173,0.39921362799987037,0.03778659699992204,0.000991333999991184,0.047677690999989863,0.40260149085008573,8.973052006999978,0.04975838539420303,2.036619162000079,0.06930220021303021,0.08789435199992113,0.29965379566691236
balance,split,2048,41,5,16.083999478999885,1.9019591209998907,1.5520718430000215,6.128508262999958,1.3218409725767881,1.5325943948525025,2545847296,9947650328,0.6870821978594464,-0.8058961348630856,14861,14861,0,10.728933301000325,8.11665966147608,2.8090079201997065,1.4699808729999404,6.128182987000173,10.72987285399995,-0.6346134837656521,1,0,0,0,0,0,0,0,10.239172559562293,9.555023389021303,0,0,0,0,8.3101e-05,0,0,127,0.6840660695409908,2.2144760369999403,0.4039711670000088,0.03753399900006116,0.0009858339999482268,0.05666311200002383,0.40302617312522754,9.041779218000102,0.04967010592797663,2.083690137000076,0.06927069785412826,0.09450127400009478,0.300730908156617
baseline,natural,2048,41,1,16.13227218,1.7602967710000001,1.4905593010000047,,1.3069396587530167,1.5325943948525025,2545847296,9947650328,0.6894415003096621,,14861,14861,0,10.60995729900003,8.118169211517579,,1.4064659459999973,6.174936684999977,10.61083601,,0,0,0,0,0,0,0,0,10.147792289926974,10.147792289926974,0,0,0,0,2.932e-05,0,0,0,-2.932e-05,2.135394382000001,0.3964483219999977,0.03728993499998978,0.000943233000000987,0.037332465000005755,0.4018141792233305,8.875468212000001,0.05027561535110355,2.0658723140000035,0.07103360862025672,0.09805422200001601,0.2998285664714789
baseline,natural,2048,41,2,15.962592626999992,1.763636073999976,1.4870797969999785,,1.3191045392978697,1.5325943948525025,2545847296,9947650328,0.7100941479308037,,14861,14861,0,10.70328146700001,8.11405097028711,,1.4091473810000252,6.545653708999964,10.70432248000003,,0,0,0,0,0,0,0,0,10.239172559562293,10.239172559562293,0,0,0,0,2.772e-05,0,0,0,-2.772e-05,2.14761052099999,0.39270677299998624,0.03770052099997656,0.0009464940000043498,0.045127060000027086,0.4025139783508266,9.007078390000004,0.05027654327322431,2.0430545099999904,0.07004443657322698,0.09148855400002276,0.2960893203110172
baseline,natural,2048,41,3,15.941592861999993,1.8130360270000665,1.5395932090000315,,1.3215415530466692,1.5325943948525025,2545847296,9947650328,0.6997859843259574,,14861,14861,0,10.72053371700008,8.112142741395505,,1.3728737170000613,5.830913948999978,10.721362524999904,,0,0,0,0,0,0,0,0,10.257525157013081,10.257525157013081,0,0,0,0,2.5561e-05,0,0,0,-2.5561e-05,2.2367698660000315,0.4021728230000008,0.03767174100005377,0.0009465130000307909,0.05659256599994933,0.40350142901033986,9.02118631999997,0.050381862722918905,2.064362748999997,0.0693246378468738,0.09077070499995443,0.29996011939657036
baseline,natural,2048,41,4,16.227718039000138,1.791694613000118,1.518852564000099,,1.305316985691909,1.5325943948525025,2545847296,9947650328,0.6923570219882565,,14861,14861,0,10.595115798000279,8.11689108020312,,1.4124739839999165,6.189338885000097,10.596330432000059,,0,0,0,0,0,0,0,0,10.147792289926974,10.147792289926974,0,0,0,0,2.72e-05,0,0,0,-2.72e-05,2.1891633049999655,0.40604181900016556,0.037835062999874935,0.0009254520000467892,0.0616751079999176,0.4029666653231023,8.869707544999983,0.05013612576850498,2.0738447350001934,0.07038478908718399,0.08724866200009274,0.29951236630734346
baseline,natural,2048,41,5,15.96046995200004,1.7995655699999134,1.5249829560000308,,1.3256531972379797,1.5325943948525025,2545847296,9947650328,0.7082867208305494,,14861,14861,0,10.75531424399992,8.11321865055566,,1.376506696000206,6.3797699470001135,10.756096093999986,,0,0,0,0,0,0,0,0,10.239172559562293,10.239172559562293,0,0,0,0,2.8121e-05,0,0,0,-2.8121e-05,2.253977117000204,0.3997575490000145,0.03778674199998022,0.0009600129999398632,0.04896003700014262,0.40242651635728216,9.00823329700006,0.050294441989648296,2.0547885670000596,0.06980957990383212,0.10035354100000404,0.3023361692758485
baseline,split,2048,41,1,16.48235644800002,1.8131072059999838,1.521744780000006,6.446099727999979,1.31950121706714,1.5325943948525025,2545847296,9947650328,0.6928021817260225,-0.8065988610280337,14861,14861,0,10.708006335999926,8.115192466287109,3.0946473061586905,1.4572192989999735,6.445942386000013,10.708909007000045,-0.6119853479191665,0,0,0,0,0,0,0,0,10.147792289926974,10.147792289926974,0,0,0,0,2.9621e-05,0,0,0,-2.9621e-05,2.207152055999984,0.3998442710000063,0.037655460999985735,0.0009639329999799884,0.05146282699996618,0.4024627490435652,8.98901152999997,0.049937679854618056,2.108192028000019,0.07058610593162094,0.09053658400000586,0.30095897704868235
baseline,split,2048,41,2,16.05227253800001,1.8038881299999048,1.5144499080000742,6.468681139999944,1.324186602030342,1.5325943948525025,2545847296,9947650328,0.7077461577714463,-0.8339287200868866,14861,14861,0,10.745805129000132,8.115023299981935,2.777577510941895,1.4520890309999004,6.468451722000054,10.746818921,-0.6477890230139461,0,0,0,0,0,0,0,0,10.239172559562293,10.239172559562293,0,0,0,0,2.64e-05,0,0,0,-2.64e-05,2.209034256999985,0.396876270000007,0.04301111499989929,0.0009758329999840498,0.054812358000049244,0.40331509202112675,8.997008288000075,0.05047395300446694,2.0320749549999846,0.0700919332777285,0.09353120000002946,0.301505747745782
baseline,split,2048,41,3,15.93451716900006,1.777044566000086,1.4669691599999624,5.755800331000046,1.3194653095013684,1.5325943948525025,2545847296,9947650328,0.6983775515058059,-0.813357026557093,14861,14861,0,10.707856283999945,8.115299589078617,2.6376754560312508,1.4011913390000927,5.75561027599997,10.708785632000058,-0.5683953357889658,0,0,0,0,0,0,0,0,10.257525157013081,10.257525157013081,0,0,0,0,3.094e-05,0,0,0,-3.094e-05,2.189966338999966,0.394128754999997,0.03742105799994988,0.0009536729999126692,0.05630252900004962,0.40343735820975407,8.975563609000005,0.04999644579597405,2.049827167999979,0.06955930214973084,0.08839099199997236,0.30151073332263956
baseline,split,2048,41,4,16.350459710999985,1.8008749310001804,1.5068842910000058,6.347314351000023,1.3151544215903392,1.5325943948525025,2545847296,9947650328,0.6913336324290048,-0.8126082219296263,14861,14861,0,10.676173701999915,8.11780999001611,3.0517200499043,1.436784434999936,6.347140602000081,10.677556217999836,-0.6050323915711769,0,0,0,0,0,0,0,0,10.147792289926974,10.147792289926974,0,0,0,0,2.9941e-05,0,0,0,-2.9941e-05,2.202825119999943,0.3947241229998326,0.03770112200004405,0.0010407939998913207,0.039637051999989126,0.40226932155291223,8.983531528999947,0.050177395812906075,2.081124372999966,0.07065578624281875,0.0940044090000356,0.298948690222975
