rank,host,total_wall_seconds,coarse_points,coarse_surface_elements,coarse_volume_elements,facemap_entries,physical_boundary_faces,partition_boundary_faces,local_points_before_adjacency,local_surface_elements_before_adjacency,local_volume_elements_before_adjacency,shared_vertices,adjacent_processes,vertex_send_items,vertex_receive_items,volume_send_items,volume_receive_items,local_points_after_adjacency,local_surface_elements_after_adjacency,local_volume_elements_after_adjacency,peak_rss_mib,hardware_cache_available,process_io_available
0,cn3472,46.827308363,8067,12694,26411,16427,12694,3733,70989,38400,366848,11192,10,11235,119,21897,22035,80244,38400,388883,300.5234375,1,1
1,cn3473,46.827938575,8067,12694,26411,16427,12694,3733,89075,46080,463424,6641,5,4033,2657,12922,12956,94585,46080,476380,297.9453125,1,1
2,cn3474,46.792467873,8067,12694,26411,16427,12694,3733,75839,38912,395200,5313,5,3899,1464,10358,10336,80218,38912,405536,279.25390625,1,1
3,cn3475,46.779797776,8067,12694,26411,16427,12694,3733,68537,38400,351872,3745,4,1347,2416,7248,7231,71652,38400,359103,265.6484375,1,1
4,cn3476,46.823721731,8067,12694,26411,16427,12694,3733,63229,36864,322560,13039,8,9346,3839,25835,25839,74122,36864,348399,298.578125,1,1
5,cn3477,46.825479534,8067,12694,26411,16427,12694,3733,49901,29696,253568,10024,7,7148,3036,19959,19874,58446,29696,273442,302.44140625,1,1
6,cn3478,46.855345086,8067,12694,26411,16427,12694,3733,106317,51200,559104,4817,5,1524,3323,9258,9249,110400,51200,568353,358.2890625,1,1
7,cn3479,46.806309998,8067,12694,26411,16427,12694,3733,77295,43008,397632,7801,7,2269,5551,15202,15233,83868,43008,412865,294.33984375,1,1
8,cn3480,46.822443303,8067,12694,26411,16427,12694,3733,64251,35840,330304,10800,8,7984,2947,21235,21164,73275,35840,351468,290.21875,1,1
9,cn3481,46.798318097,8067,12694,26411,16427,12694,3733,81135,39936,425280,3897,3,984,2929,7491,7536,84200,39936,432816,279.02734375,1,1
10,cn3482,46.814964446,8067,12694,26411,16427,12694,3733,67455,35328,350272,9520,6,5327,4258,18648,18646,75438,35328,368918,265.01953125,1,1
11,cn3483,46.804499138,8067,12694,26411,16427,12694,3733,88847,48128,458816,3145,3,684,2463,5924,5888,91495,48128,464704,277.3828125,1,1
12,cn3484,46.828873367,8067,12694,26411,16427,12694,3733,98883,50176,516032,3793,4,3793,33,7245,7207,102102,50176,523239,279.40625,1,1
13,cn3485,46.813864224,8067,12694,26411,16427,12694,3733,64149,33792,332928,10256,6,3361,6965,20202,20249,72698,33792,353177,297.046875,1,1
14,cn3486,46.827838345,8067,12694,26411,16427,12694,3733,94897,49152,493568,6042,5,2673,3369,11636,11736,99989,49152,505304,285.59765625,1,1
15,cn3487,46.813856648,8067,12694,26411,16427,12694,3733,106807,37376,585152,2673,1,0,2673,5267,5186,108983,37376,590338,349.21875,1,1
16,cn3488,46.819090495,8067,12694,26411,16427,12694,3733,65069,40960,327296,10488,6,10405,141,20330,20378,73858,40960,347674,290.65234375,1,1
17,cn3489,46.842803484,8067,12694,26411,16427,12694,3733,109925,54784,574976,3689,3,1272,2449,6942,6947,112978,54784,581923,356.3984375,1,1
18,cn3490,46.807327184,8067,12694,26411,16427,12694,3733,74431,39936,385088,4017,4,4004,32,7776,7798,77652,39936,392886,269.1796875,1,1
