rank,host,total_wall_seconds,coarse_points,coarse_surface_elements,coarse_volume_elements,facemap_entries,physical_boundary_faces,partition_boundary_faces,local_points_before_adjacency,local_surface_elements_before_adjacency,local_volume_elements_before_adjacency,shared_vertices,adjacent_processes,vertex_send_items,vertex_receive_items,volume_send_items,volume_receive_items,local_points_after_adjacency,local_surface_elements_after_adjacency,local_volume_elements_after_adjacency,peak_rss_mib,hardware_cache_available,process_io_available
0,cn4335,34.495191964,8067,12694,26411,18116,12694,5422,35621,21504,180480,2553,2,2538,16,4936,4953,37651,21504,185433,221.33984375,0,1
1,cn4336,34.519585735,8067,12694,26411,18116,12694,5422,44341,25088,227328,5073,4,3870,1255,9833,9794,48592,25088,237122,230.9921875,0,1
2,cn4337,34.525655236,8067,12694,26411,18116,12694,5422,36893,25600,181760,8449,11,5523,3025,16523,16608,43993,25600,198368,252.7578125,0,1
3,cn4338,34.491377081,8067,12694,26411,18116,12694,5422,36179,21504,183744,2041,4,1089,969,3855,3840,37933,21504,187584,247.4375,0,1
4,cn4339,34.512363249,8067,12694,26411,18116,12694,5422,31247,20480,155840,7328,12,5883,1621,14479,14531,37537,20480,170371,247.97265625,0,1
5,cn4340,34.497437027,8067,12694,26411,18116,12694,5422,35469,23552,176384,4001,5,984,3049,7806,7753,38859,23552,184137,247.66796875,0,1
6,cn4341,34.526219081,8067,12694,26411,18116,12694,5422,39659,24576,200000,7800,12,5720,2194,15276,15328,46130,24576,215328,250.68359375,0,1
7,cn4342,34.521170005,8067,12694,26411,18116,12694,5422,54325,27648,283264,2841,3,1260,1599,5446,5457,56692,27648,288721,269.359375,0,1
8,cn4343,34.51956866,8067,12694,26411,18116,12694,5422,39219,23040,199744,6577,8,6542,162,12876,12916,44961,23040,212660,249.75,0,1
9,cn4344,34.516494521,8067,12694,26411,18116,12694,5422,51609,26624,268544,3081,5,714,2416,5960,5921,54277,26624,274465,270.04296875,0,1
10,cn4345,34.525540393,8067,12694,26411,18116,12694,5422,24825,16896,122752,6753,9,5986,913,13515,13430,30587,16896,136182,250.85546875,0,1
11,cn4346,34.508536567,8067,12694,26411,18116,12694,5422,35359,21504,178880,6017,10,2218,3919,11876,11893,40400,21504,190773,241.09375,0,1
12,cn4347,34.503751576,8067,12694,26411,18116,12694,5422,35135,20480,179136,4737,9,4571,249,9271,9246,39168,20480,188382,241.078125,0,1
13,cn4348,34.522454298,8067,12694,26411,18116,12694,5422,29045,22016,140032,9495,12,7085,2710,18819,18828,37220,22016,158860,249.0703125,0,1
14,cn4349,34.528311219,8067,12694,26411,18116,12694,5422,36311,26112,177344,9512,13,2205,7450,18807,18871,44445,26112,196215,244.51953125,0,1
15,cn4350,34.508347086,8067,12694,26411,18116,12694,5422,27901,18944,138112,8017,9,3,8016,15995,16022,34717,18944,154134,249.203125,0,1
16,cn4351,34.476910444,8067,12694,26411,18116,12694,5422,42505,23040,219392,1889,2,1891,0,3626,3623,44014,23040,223015,223.64453125,0,1
17,cn4352,34.472579341,8067,12694,26411,18116,12694,5422,29933,18944,150272,4016,3,2112,1921,7754,7722,33337,18944,157994,222.328125,0,1
18,cn4353,34.468871827,8067,12694,26411,18116,12694,5422,34199,19968,174272,2417,3,2438,15,4638,4647,36242,19968,178919,222.4296875,0,1
19,cn4354,34.511479861,8067,12694,26411,18116,12694,5422,44474,28160,223104,7082,8,3592,3631,13649,13601,50635,28160,236705,244.83984375,0,1
