experiment,processes,repetitions,graph_capture_repetitions,volume_alltoall_wait_p95_s,volume_alltoall_wait_p99_s,volume_alltoall_wait_max_s,volume_alltoall_p95_s,volume_alltoall_p99_s,volume_alltoall_max_s,volume_payload_p95_s,volume_payload_p99_s,volume_payload_max_s,volume_waitall_p95_s,volume_waitall_p99_s,volume_waitall_max_s,volume_send_neighbors_avg,volume_send_neighbors_p95,volume_send_neighbors_p99,volume_send_neighbors_max,volume_receive_neighbors_avg,volume_receive_neighbors_p95,volume_receive_neighbors_p99,volume_receive_neighbors_max,volume_send_bytes_avg,volume_send_bytes_p95,volume_send_bytes_p99,volume_send_bytes_max,volume_receive_bytes_avg,volume_receive_bytes_p95,volume_receive_bytes_p99,volume_receive_bytes_max,volume_directed_edges,volume_possible_directed_edges,volume_edge_density,volume_edge_density_percent,zero_edge_sparsity_percent,num_s_num_r_different_ranks,asymmetric_ranks,rank_asymmetry_avg,rank_asymmetry_p95,rank_asymmetry_p99,rank_asymmetry_max,count_mismatch_edges,missing_sender_edges,missing_receiver_edges,send_items_total,receive_items_total,send_bytes_total,receive_bytes_total
core_cache,1024,6,0,0.755213146125,0.820864033325,0.9027760595000001,0.00975747860007,0.0102951467549,0.012021375000105,0.0944617669501,0.10847681125,0.115956587,0.0925814683249,0.106126878415,0.113482852,6.705078125,11.0,13.0,15.0,6.705078125,11.0,13.0,15.0,10456354.9219,15246966.0,16730982.0,20661240.0,10456354.9219,15256182.0,16755546.0,20682360.0,6866.0,1047552,0.00655432856794,0.655432856794,99.34456714320599,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
core_cache,2048,6,0,0.37578336702500004,0.41525685529,0.4784204655,0.02136703702495,0.021433679999950002,0.02264701449985,0.07349927289989999,0.08277810791505,0.08766180450015,0.0717530091249,0.080878650835,0.08643229900005,6.65625,10.0,12.0,15.0,6.65625,11.0,12.0,15.0,7141893.69141,9846036.0,10824190.8,11808960.0,7141893.69141,9847512.0,10832654.4,11833320.0,13632.0,4192256,0.00325170981925,0.325170981925,99.674829018075,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
core_cache,4096,6,0,0.25122013774999996,0.276475744975,0.30751062500000004,0.02551549475,0.02560415949995,0.02736798699995,0.060096583499999995,0.0688060398499,0.07618090000005,0.05831367312495,0.0661805946251,0.0754663509999,6.2880859375,9.0,10.0,13.0,6.2880859375,9.0,10.0,13.0,4880201.74805,6881280.0,6898800.0,8856840.0,4880201.74805,6886590.0,6901230.0,8878800.0,25756.0,16773120,0.00153555212149,0.153555212149,99.846444787851,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
core_cache,8192,6,0,0.231159006125,0.24333958510499998,0.2623927075,0.021964578175,0.022279418845,0.0235607555,0.0419327668,0.048934471,0.0546758265,0.040815953725,0.047684698165,0.053750284499999995,5.44567871094,8.0,9.0,11.0,5.44567871094,8.0,9.0,11.0,3349832.70996,4423680.0,4915320.0,5898240.0,3349832.70996,4428150.0,4923840.0,5906880.0,44611.0,67100672,0.000664836858862,0.0664836858862,99.9335163141138,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
