rank,host,total_wall_seconds,coarse_points,coarse_surface_elements,coarse_volume_elements,facemap_entries,physical_boundary_faces,partition_boundary_faces,local_points_before_adjacency,local_surface_elements_before_adjacency,local_volume_elements_before_adjacency,shared_vertices,adjacent_processes,vertex_send_items,vertex_receive_items,volume_send_items,volume_receive_items,local_points_after_adjacency,local_surface_elements_after_adjacency,local_volume_elements_after_adjacency,peak_rss_mib,hardware_cache_available,process_io_available
14,cn4727,42.270359856,8067,12694,26411,15125,12694,2431,149713,71168,788992,13049,5,3187,9896,25619,25726,160567,71168,814718,372.22265625,0,1
15,cn4728,42.232381051,8067,12694,26411,15125,12694,2431,144149,74752,749952,6641,4,0,6641,12932,12963,149639,74752,762915,376.88671875,0,1
16,cn4729,42.298224153,8067,12694,26411,15125,12694,2431,96975,48640,507072,13736,6,13589,187,27251,27177,108335,48640,534249,359.4375,0,1
17,cn4730,42.192861173,8067,12694,26411,15125,12694,2431,100697,46592,532480,11081,4,7356,3896,21915,21949,109928,46592,554429,347.296875,0,1
18,cn4731,42.213288919,8067,12694,26411,15125,12694,2431,104903,54784,545216,12913,6,7752,5294,25362,25358,115746,54784,570574,349.9375,0,1
19,cn4732,42.252091828,8067,12694,26411,15125,12694,2431,129382,73728,662528,11514,6,6414,5164,22632,22451,138918,73728,684979,369.234375,0,1
20,cn4733,42.303074188,8067,12694,26411,15125,12694,2431,173571,88576,905536,9609,6,4545,5161,18795,18866,181585,88576,924402,375.3125,0,1
21,cn4734,42.25608276,8067,12694,26411,15125,12694,2431,146405,73216,765952,10017,6,3454,6578,19596,19677,154547,73216,785629,372.0390625,0,1
22,cn4735,42.281559411,8067,12694,26411,15125,12694,2431,159309,79872,833280,10153,6,3956,6232,19894,19926,167585,79872,853206,373.625,0,1
23,cn4736,42.233604407,8067,12694,26411,15125,12694,2431,137021,64512,722944,8601,6,0,8601,16857,16808,144374,64512,739752,351.58203125,0,1
24,cn4737,42.331444232,8067,12694,26411,15125,12694,2431,130433,69632,675328,14920,7,14836,125,29162,29216,142843,69632,704544,369.68359375,0,1
25,cn4738,42.300912686,8067,12694,26411,15125,12694,2431,141689,66048,748800,6081,4,4076,2099,11870,11834,146884,66048,760634,369.79296875,0,1
26,cn4739,42.349913565,8067,12694,26411,15125,12694,2431,170049,81408,895360,7626,3,2647,5010,14734,14716,176269,81408,910076,379.4453125,0,1
27,cn4740,42.331625103,8067,12694,26411,15125,12694,2431,167980,77824,888128,4882,4,1272,3658,9258,9257,172214,77824,897385,378.234375,0,1
28,cn4741,42.367395921,8067,12694,26411,15125,12694,2431,170885,77824,905856,9369,5,5310,4139,18324,18385,178638,77824,924241,373.5703125,0,1
29,cn4742,42.318471311,8067,12694,26411,15125,12694,2431,148829,72192,782208,8721,5,2675,6080,17072,17054,155972,72192,799262,372.484375,0,1
30,cn4743,42.267170159,8067,12694,26411,15125,12694,2431,145873,68096,770560,9777,4,4601,5225,19182,19039,154041,68096,789599,370.625,0,1
31,cn4744,42.216309255,8067,12694,26411,15125,12694,2431,101627,53248,527680,14792,6,0,14792,29125,29348,113774,53248,557028,350.25,0,1
32,cn4745,42.260749891,8067,12694,26411,15125,12694,2431,139795,75776,722112,13065,4,7531,5568,25690,25754,150600,75776,747866,369.5703125,0,1
33,cn4746,42.254408449,8067,12694,26411,15125,12694,2431,158717,74240,838144,8073,4,2944,5178,15850,15796,165460,74240,853940,373.125,0,1
34,cn4747,42.275480501,8067,12694,26411,15125,12694,2431,153949,74240,809600,12520,6,7229,5343,24661,24721,164272,74240,834321,373.58984375,0,1
35,cn4748,42.249508908,8067,12694,26411,15125,12694,2431,156169,76288,819840,10425,5,5834,4685,20433,20438,164870,76288,840278,373.43359375,0,1
36,cn4749,42.209124032,8067,12694,26411,15125,12694,2431,102675,57344,528064,17744,7,14175,3838,35100,35215,117103,57344,563279,350,0,1
37,cn4750,42.182167432,8067,12694,26411,15125,12694,2431,121451,66048,627008,8857,3,3324,5551,17443,17353,128790,66048,644361,369.421875,0,1
38,cn4751,42.219219048,8067,12694,26411,15125,12694,2431,125387,67072,649280,12897,5,10182,2771,25324,25378,135988,67072,674658,369.6875,0,1
39,cn4752,42.19083108,8067,12694,26411,15125,12694,2431,111425,56832,580992,13257,4,0,13257,26176,26066,122530,56832,607058,350.4296875,0,1
40,cn4753,42.215814314,8067,12694,26411,15125,12694,2431,104667,53760,545344,14240,6,14214,130,27959,28138,116572,53760,573482,349.921875,0,1
41,cn4754,42.297540796,8067,12694,26411,15125,12694,2431,173500,87552,906176,8714,6,4958,3835,16884,16810,180751,87552,922986,376.3046875,0,1
42,cn4755,42.282743871,8067,12694,26411,15125,12694,2431,162251,80384,849984,9329,4,6287,3122,18072,18130,170000,80384,868114,373.1328125,0,1
43,cn4756,42.329095906,8067,12694,26411,15125,12694,2431,202704,77824,1099584,5274,3,0,5274,10188,10024,207252,77824,1109608,529.66015625,0,1
44,cn4757,42.18727743,8067,12694,26411,15125,12694,2431,105077,53760,547840,12729,5,8095,4666,25212,25172,115656,53760,573012,349.8125,0,1
45,cn4758,42.19351871,8067,12694,26411,15125,12694,2431,102781,52224,536320,15032,5,3891,11219,29919,29820,115200,52224,566140,349.97265625,0,1
46,cn4759,42.255723939,8067,12694,26411,15125,12694,2431,151997,71680,801920,8825,5,2738,6093,17271,17405,159163,71680,819325,372.984375,0,1
47,cn4760,42.276883149,8067,12694,26411,15125,12694,2431,162072,88064,836800,10554,6,0,10554,20482,20389,170976,88064,857189,375.30859375,0,1
48,cn4761,42.223544613,8067,12694,26411,15125,12694,2431,123159,61440,644544,13137,8,13045,208,25792,25842,134060,61440,670386,350.64453125,0,1
49,cn4762,42.2417139,8067,12694,26411,15125,12694,2431,131653,64512,690944,14385,9,10971,3608,28307,28419,143701,64512,719363,351.765625,0,1
50,cn4763,42.376419762,8067,12694,26411,15125,12694,2431,181077,87552,951936,8977,5,4498,4529,17630,17577,188687,87552,969513,374.73046875,0,1
51,cn4764,42.345701138,8067,12694,26411,15125,12694,2431,155871,80384,811712,11361,7,0,11361,22234,22246,165304,80384,833958,373.74609375,0,1
52,cn4765,42.239943449,8067,12694,26411,15125,12694,2431,152189,78336,792832,8786,6,5548,3289,17032,16992,159390,78336,809824,373.31640625,0,1
53,cn4766,42.23725146,8067,12694,26411,15125,12694,2431,127457,62464,668672,13848,8,5500,8431,27201,27139,139230,62464,695811,350.78515625,0,1
54,cn4767,42.194729722,8067,12694,26411,15125,12694,2431,143862,61440,768512,3146,4,984,2178,5927,5943,146486,61440,774455,351.2421875,0,1
55,cn4768,42.161604234,8067,12694,26411,15125,12694,2431,125741,54272,671104,2449,3,0,2449,4656,4684,127729,54272,675788,349.296875,0,1
56,cn4769,42.251737045,8067,12694,26411,15125,12694,2431,134289,61440,711424,13640,6,8520,5206,26510,26709,145685,61440,738133,351.1015625,0,1
57,cn4770,42.315091198,8067,12694,26411,15125,12694,2431,188082,100352,973696,9258,6,2689,6602,17899,17776,195866,100352,991472,378.9296875,0,1
58,cn4771,42.209573517,8067,12694,26411,15125,12694,2431,112561,58880,584960,14416,8,10412,4196,28480,28625,124304,58880,613585,350.40234375,0,1
59,cn4772,42.275493936,8067,12694,26411,15125,12694,2431,162439,76288,857536,11721,6,2536,9217,22992,22912,172289,76288,880448,379.171875,0,1
60,cn4773,42.186168506,8067,12694,26411,15125,12694,2431,140763,49152,771648,1785,1,1785,0,3363,3340,142275,49152,774988,355.0546875,0,1
61,cn4774,42.272474139,8067,12694,26411,15125,12694,2431,165511,81920,867008,10370,9,2461,7972,20175,20099,174653,81920,887107,379.703125,0,1
62,cn4775,42.253351131,8067,12694,26411,15125,12694,2431,145999,79872,753088,13417,9,1904,11513,26212,26145,157327,79872,779233,379.87890625,0,1
63,cn4776,42.151292852,8067,12694,26411,15125,12694,2431,118573,56320,624768,2329,2,0,2329,4354,4363,120621,56320,629131,356.546875,0,1
