algorithm,timing,ranks,partition_seed,repeat,core_seconds,face_pipeline_seconds,face_exchange_seconds,vertex_wait_seconds,compute_imbalance,element_imbalance,volume_elements_sum,face_payload_receive_bytes,predicted_actual_correlation,compute_wait_correlation,cut_before,cut_after,partition_moves,task_count,task_signature,active_workers,compute_max_seconds,compute_mean_seconds,task_cross_node_faces_before,task_cross_node_faces_after,task_cross_node_faces_limit,task_moved_between_nodes,task_completion_wait_max_seconds,task_dispatch_max_seconds,task_geometry_setup_max_seconds,task_merge_max_seconds,metis_partition_max_seconds,task_control_receive_bytes
balance,natural,2048,41,1,68.89788547199987,1.6744819179998558,1.5562158739999177,,1.399652457839083,1.5143745565214375,3718962176,9947650328,,,0,0,0,16384,4af0a68226382bca,2047,59.68611260299849,42.64352358952565,19938,21931,21931,1596,48.426568209999914,0.14552301800040368,0.43799973199975284,0.02163238699995418,3.028837819000273,671719372
balance,natural,2048,41,2,70.21749103500008,1.6596831040001234,1.5401087029999871,,1.426225138801239,1.6330771609331904,3718962176,9947650328,,,0,0,0,16384,4af0a68226382bca,2047,60.826220022999905,42.648399869129456,19938,21931,21931,1590,50.28862330599998,0.14676219199998286,0.4775431360000084,0.030609710000135237,3.0648696549999386,671719372
balance,natural,2048,41,3,71.37771630799989,1.692344076999916,1.5733106469999711,,1.4598323900644774,1.5716112042544204,3718962176,9947650328,,,0,0,0,16384,4af0a68226382bca,2047,62.255165204000605,42.64541986306451,19938,21931,21931,1538,51.52419585100006,0.14817839700003788,0.5214734070000304,0.023243886000045677,2.947802847000048,671719372
balance,natural,2048,41,4,74.51301359800027,1.6726437369998166,1.5553994900001271,,1.5246318384700206,1.6437914102625173,3718962176,9947650328,,,0,0,0,16384,4af0a68226382bca,2047,65.0353193019987,42.656409016921835,19938,21931,21931,1536,54.53050214299992,0.14939289000039935,0.45704692999970575,0.03224736399988615,3.0561560950000057,671719372
balance,natural,2048,41,5,68.564127913,1.6746900650000498,1.5514426949998779,,1.3916249177560516,1.539750410196159,3718962176,9947650328,,,0,0,0,16384,4af0a68226382bca,2047,59.31971598299924,42.626224369890046,19938,21931,21931,1564,47.9021343899999,0.14775165500077492,0.48552071499989324,0.021730344999923545,3.162791670000388,671719372
balance,split,2048,41,1,70.15935036499997,1.6950523209999915,1.5449201569999786,4.985789052999962,1.422725685419915,1.6003705050857715,3718962176,9947650328,,-0.726276671147524,0,0,0,16384,4af0a68226382bca,2047,60.67839598900008,42.64939939640645,19938,21931,21931,1606,49.941761378000024,0.15597333699997762,0.4678584760000035,0.02650666399995316,3.127161624999985,671719372
balance,split,2048,41,2,73.83918873099992,1.6695749020000221,1.537170346000039,5.112954242999876,1.5062832557651509,1.6406899170356068,3718962176,9947650328,,-0.7174981676781107,0,0,0,16384,4af0a68226382bca,2047,64.2215399449999,42.63576568298046,19938,21931,21931,1645,53.231959968999945,0.14453980399935062,0.46508487800019793,0.022163969999837718,3.033053973999813,671719372
balance,split,2048,41,3,73.93963096100015,1.6721930310000062,1.5467781109996395,5.01411027200038,1.5109889037893955,1.6395621013167303,3718962176,9947650328,,-0.7143934139485784,0,0,0,16384,4af0a68226382bca,2047,64.44028583100089,42.647755830232555,19938,21931,21931,1604,53.34347339399983,0.14765191800006505,0.504107372999897,0.02233029200033343,2.986283376999836,671719372
balance,split,2048,41,4,70.65967781000018,1.6739646930000163,1.5436164640000243,4.949274534999859,1.4306073209666526,1.5453894887905415,3718962176,9947650328,,-0.716892724154279,0,0,0,16384,4af0a68226382bca,2047,61.024204161998114,42.65615257774889,19938,21931,21931,1568,50.0885442849999,0.1582920699997885,0.4969645739997759,0.02655618400012827,2.9640599649997057,671719372
balance,split,2048,41,5,75.80006091700034,1.7072263529998963,1.5610679100000198,4.915716638000049,1.5519510879561087,1.5030963993326723,3718962176,9947650328,,-0.7176025653941661,0,0,0,16384,4af0a68226382bca,2047,66.17929240600006,42.642640557156334,19938,21931,21931,1604,55.39805988699982,0.14482647799968618,0.4880150659996616,0.022061367999867798,3.042441687000064,671719372
baseline,natural,2048,41,1,58.18968506499999,1.6713201940000033,1.55352071599998,,1.1782191261766424,1.3731156377321543,3718962176,9947650328,,,0,0,0,16384,4af0a68226382bca,2047,50.07746829799987,42.50267813976404,19938,19938,21931,0,35.21672389600002,0.7854213309999523,0.4985105780000083,0.018400913000022,2.9715154710000036,671719372
baseline,natural,2048,41,2,58.15552234699999,1.671805132999907,1.5445013639999843,,1.1759848904755903,1.3731156377321543,3718962176,9947650328,,,0,0,0,16384,4af0a68226382bca,2047,49.989118702999804,42.50830015578114,19938,19938,21931,0,34.94572690199993,0.8049999300002355,0.478890430999968,0.026723293000031845,2.97605498300004,671719372
baseline,natural,2048,41,3,58.336956181999994,1.6526827269999558,1.5344987290000063,,1.1809135869265768,1.3731156377321543,3718962176,9947650328,,,0,0,0,16384,4af0a68226382bca,2047,50.19141939300016,42.50219486730388,19938,19938,21931,0,35.03345014699994,0.79354225999964,0.43540496500008885,0.030307908999930078,3.0087714080000296,671719372
baseline,natural,2048,41,4,59.04865910499984,1.662332934999995,1.5452387699997416,,1.19114554909255,1.3731156377321543,3718962176,9947650328,,,0,0,0,16384,4af0a68226382bca,2047,50.63011116400003,42.5053942421827,19938,19938,21931,0,35.68000873799974,0.8594253690002915,0.48502913299989814,0.028003295000416983,2.9532573680003225,671719372
baseline,natural,2048,41,5,58.73767729500014,1.6920657669998036,1.572792950999883,,1.1761952908522018,1.3731156377321543,3718962176,9947650328,,,0,0,0,16384,4af0a68226382bca,2047,49.981155686999045,42.4939260305877,19938,19938,21931,0,35.43247539599997,0.7921483860004628,0.4477697359998274,0.01609505300029923,2.9336923480000223,671719372
baseline,split,2048,41,1,58.49175329000002,1.6870767310000474,1.5426159649999818,4.083015301000046,1.1850260207984726,1.3731156377321543,3718962176,9947650328,,-0.15523918034688963,0,0,0,16384,4af0a68226382bca,2047,50.34678934499982,42.48580913951245,19938,19938,21931,0,35.316552161999994,0.8045917599998802,0.4393725979999772,0.016215877999911754,2.9421709299999748,671719372
baseline,split,2048,41,2,58.57270399499998,1.6754481430000396,1.5467422950000582,4.048940252999955,1.1890666426905592,1.3731156377321543,3718962176,9947650328,,-0.15052545355529987,0,0,0,16384,4af0a68226382bca,2047,50.54716716400026,42.50995305832877,19938,19938,21931,0,35.49188839499993,0.8000938840002618,0.43671617600011814,0.028543158000047697,2.9528768510001555,671719372
baseline,split,2048,41,3,58.24811015299997,1.6765322920000472,1.5529026149999936,4.08007084399992,1.180397911039817,1.3731156377321543,3718962176,9947650328,,-0.1538648905879402,0,0,0,16384,4af0a68226382bca,2047,50.1762185270004,42.507884890104535,19938,19938,21931,0,35.62206616499998,0.7878306789998533,0.44007292299988876,0.016986315999929502,2.9894118780000554,671719372
baseline,split,2048,41,4,58.912883449999754,1.6715819410001131,1.547126493000178,4.071575134000341,1.1904315322800918,1.3731156377321543,3718962176,9947650328,,-0.1524486996767211,0,0,0,16384,4af0a68226382bca,2047,50.611207390000345,42.515009068234455,19938,19938,21931,0,36.01152361200002,0.8338768459998391,0.46037845000000743,0.016323376999935135,3.0110899599999357,671719372
baseline,split,2048,41,5,58.06250260799999,1.7006513020000114,1.544691862999997,4.025082424999994,1.176633566531445,1.3731156377321543,3718962176,9947650328,,-0.14694570377020702,0,0,0,16384,4af0a68226382bca,2047,50.01249008700006,42.504728327978995,19938,19938,21931,0,34.77895345500002,0.7852115149999861,0.4409355939999955,0.017520689999997785,3.0308429140000044,671719372
combined,natural,2048,41,1,68.85731714399999,0.2895280580000019,0.25900448300004086,,1.4290447794809802,1.509017431856774,3718962176,44252432,,,0,0,0,16384,4af0a68226382bca,2047,60.95928031600002,42.65736189046507,19938,21931,21931,1548,49.66801000000001,0.15312251399997479,0.49754745799999966,0.023208705000001828,2.967430550000003,671719372
combined,natural,2048,41,2,69.46824577500001,0.28035933399996793,0.25043993799999953,,1.4394547834216178,1.5459533966499799,3718962176,44273264,,,0,0,0,16384,4af0a68226382bca,2047,61.40450060999967,42.65816565911138,19938,21931,21931,1551,51.306042333999926,0.1468211200000269,0.43714330000000245,0.024235276000013073,2.971018799000035,671719372
combined,natural,2048,41,3,69.84597690500004,0.32690869999987626,0.26005334199999197,,1.4470596639864368,1.6657838167806094,3718962176,44343488,,,0,0,0,16384,4af0a68226382bca,2047,61.72993916700011,42.65887627393552,19938,21931,21931,1587,50.31200639099984,0.147749463999844,0.47872851400006766,0.025104144000124506,3.008772759999829,671719372
combined,natural,2048,41,4,74.30719907299999,0.3110729709997031,0.25875367999969967,,1.553047411783015,1.5679458031680718,3718962176,44312072,,,0,0,0,16384,4af0a68226382bca,2047,66.24079965300143,42.65214258781193,19938,21931,21931,1599,54.94543026400015,0.16092950099982772,0.466789345000052,0.02943790600011198,3.023456554999939,671719372
combined,natural,2048,41,5,74.43304609200004,0.4421120769998197,0.3396070339999824,,1.5525554164041058,1.5084535239973358,3718962176,44313416,,,0,0,0,16384,4af0a68226382bca,2047,66.21357950700076,42.648126313171424,19938,21931,21931,1587,55.49085551500002,0.1480399529996248,0.47924907600008737,0.023764229000335035,2.933674776999851,671719372
combined,split,2048,41,1,70.52746722199998,0.41592791400000806,0.27677457500010405,3.9776314949999687,1.4601152415350014,1.8217043399152872,3718962176,44333352,,-0.7133945147917311,0,0,0,16384,4af0a68226382bca,2047,62.26071505799973,42.640959622163656,19938,21931,21931,1599,51.594433014,0.15330734799982793,0.4802713429999699,0.03149377899990213,2.933782543999996,671719372
