rank,host,stage,category,time_s,calls,cache_references,cache_misses,cache_miss_rate_percent,instructions,cycles,ipc,minor_faults,major_faults,rchar_bytes,wchar_bytes,physical_read_bytes,physical_write_bytes,voluntary_context_switches,involuntary_context_switches,send_messages,receive_messages,send_bytes,receive_bytes
0,cn10078,geometry_load,io,1.737684643,1,1398123531,24041028,1.71952101992,3317104610,3745150406,0.885706647371,6706,0,1035181,0,0,0,1,3,0,0,0,0
0,cn10078,coarse_local_size,setup,0.503331394,1,266641573,6102029,2.28847622347,632657978,890903667,0.710130625155,7672,0,0,0,0,0,149,126,0,0,0,0
0,cn10078,coarse_edge_mesh,setup,0.0135309820002,1,6293721,168200,2.67250486636,12804096,26462272,0.483862307817,524,0,0,0,0,0,0,0,0,0,0,0
0,cn10078,coarse_surface_mesh,setup,8.651545513,1,5665039320,160671573,2.8361951952,15313847664,18739223207,0.817208242564,12550,0,0,0,0,0,0,14,0,0,0,0
0,cn10078,coarse_volume_mesh,setup,15.071466621,1,5343960973,128187516,2.39873600589,13500990648,22578190385,0.597966020207,23162,0,0,0,0,0,82170,2934438,0,0,0,0
0,cn10078,coarse_mesh_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,cn10078,submesh_initialization,setup,0.000138102000165,1,2423640410,49868776,2.05759797511,6639978534,10839797061,0.612555613046,1,0,0,0,0,0,0,0,0,0,0,0
0,cn10078,metis_partition,compute,0.122279782,1,2492254513,55295869,2.21870875192,6801749166,11106609676,0.612405528277,55,0,0,0,0,0,0,1,0,0,0,0
0,cn10078,face_map_setup,compute,0.00809763699999,1,2426685150,49932790,2.05765424493,6647875337,10857213662,0.612300314239,3,0,0,0,0,0,0,0,0,0,0,0
0,cn10078,face_local_extract,compute,0.165227834,1,2485636745,52032090,2.09331029985,6805357352,11201388715,0.607545861067,22,0,0,0,0,0,0,0,0,0,0,0
0,cn10078,face_pre_collective_wait,synchronization,0.0331325560001,1,2465999102,49864548,2.02208297479,6723962239,10912254039,0.616184540331,0,0,0,0,0,0,0,0,0,0,0,0
0,cn10078,face_collective_setup,compute,0.000153882000177,1,2423560398,49865234,2.05751975652,6639832649,10839715441,0.612546767038,13,0,0,0,0,0,0,0,0,0,0,0
0,cn10078,face_allgatherv,communication,0.0630308929999,1,2552840484,50291525,1.97002222878,6891779292,10974340200,0.627990308884,238,0,0,0,0,0,1,0,1,1,303600,4859624
0,cn10078,face_global_merge,compute,0.07778039,1,2441811181,50718962,2.07710417557,6684401281,11010069394,0.607117089075,0,0,0,0,0,0,0,0,0,0,0,0
0,cn10078,part_face_create,compute,0.0209274500003,1,2428479233,50055507,2.06118736038,6651501258,10885212967,0.611058440305,3,0,0,0,0,0,0,0,0,0,0,0
