experiment,processes,repetitions,core_only,total_wall_max_s,speedup,ideal_speedup,parallel_efficiency_percent,total_time_cv_percent,profile_coverage_percent,unprofiled_max_s,communication_fraction_max_percent,arrival_wait_fraction_max_percent,communication_plus_wait_fraction_max_percent,communication_max_s,synchronization_max_s,io_fraction_max_percent,io_max_s,io_valid_repetitions,io_counter_available_ranks,cache_valid_repetitions,cache_available_ranks,cache_miss_rate_percent,ipc,minor_faults_total,major_faults_total,logical_read_total_bytes,logical_write_total_bytes,physical_read_total_bytes,physical_write_total_bytes,peak_rss_max_mib,local_volume_elements_avg,local_volume_elements_max,volume_imbalance_max_over_avg,setup_max_s,compute_max_s,postprocess_max_s,volume_alltoall_wait_p95_s,volume_alltoall_wait_p99_s,volume_alltoall_wait_max_s,volume_alltoall_p95_s,volume_alltoall_p99_s,volume_alltoall_max_s,volume_payload_p95_s,volume_payload_p99_s,volume_payload_max_s,volume_waitall_p95_s,volume_waitall_p99_s,volume_waitall_max_s,volume_send_neighbors_avg,volume_send_neighbors_p95,volume_send_neighbors_p99,volume_send_neighbors_max,volume_receive_neighbors_avg,volume_receive_neighbors_p95,volume_receive_neighbors_p99,volume_receive_neighbors_max,volume_send_bytes_avg,volume_send_bytes_p95,volume_send_bytes_p99,volume_send_bytes_max,volume_receive_bytes_avg,volume_receive_bytes_p95,volume_receive_bytes_p99,volume_receive_bytes_max,volume_directed_edges,volume_edge_density,volume_graph_capture
core_timing,1024,6,1,46.6707180905,1.0,1.0,100.0,12.282511118432929,96.07580720794999,2.3940080420000003,2.10962964856,16.5668290517,17.64624363395,0.984902153,7.7295768215,4.104878959744999,1.9136386145,6,1024.0,0,0.0,nan,nan,113136914.5,0.0,1059934209.0,0.0,0.0,0.0,1024.947265625,2356607.5,3682816.0,1.56276172422,24.540509987,17.70596148,0.0,0.7781957234,0.848706519845,0.9538240099999999,0.018992827525,0.01902378449505,0.0209840350001,0.09498627400005,0.10582087274,0.110470339,0.09283449972495,0.103667072005,0.10854649350000001,6.705078125,11.0,13.0,15.0,6.705078125,11.0,13.0,15.0,10456354.9219,15246966.0,16730982.0,20661240.0,10456354.9219,15256182.0,16755546.0,20682360.0,6866.0,0.00655432856794,0.0
core_timing,2048,6,1,42.165922,1.10683499558008,2.0,55.341749779004004,4.554192148038515,95.8823588011,2.376953813,4.382494824415,13.0525342272,14.3458466674,1.845476541,5.527059514499999,4.525947149495,1.9008789895,6,2048.0,0,0.0,nan,nan,165181301.5,0.0,2119868417.0,0.0,0.0,0.0,619.69921875,1246533.5,1933824.0,1.55136143553,24.563843168,13.814428321,0.0,0.3791889055,0.418788289305,0.48166046500000004,0.01652965192495,0.01658360646505,0.01673844050005,0.07327795177515001,0.08766266844005,0.09223662499995,0.0717407643749,0.08576122557509999,0.091187621,6.65625,10.0,12.0,15.0,6.65625,11.0,12.0,15.0,7141893.69141,9846036.0,10824190.8,11808960.0,7141893.69141,9847512.0,10832654.4,11833320.0,13632.0,0.00325170981925,0.0
core_timing,4096,6,1,42.698736352,1.0930234025137364,4.0,27.32558506284341,17.638092988501132,96.3654115535,2.3095623815,9.766222899535,17.969772946349998,20.046524190299998,4.1680549965,7.6990069860000006,4.59571438386,1.9574593894999999,6,4096.0,0,0.0,nan,nan,271856983.5,0.0,4239736833.0,0.0,0.0,0.0,595.2421875,683492.5,1130496.0,1.65399912947,24.928585308499997,12.93398332,0.0,0.265765917375,0.290982840425,0.3196464565,0.02269344549995,0.022754541500049998,0.03533793099995,0.061349524374950004,0.0710022629252,0.08189236999989999,0.0598360020001,0.0695581751002,0.08083506649975,6.2880859375,9.0,10.0,13.0,6.2880859375,9.0,10.0,13.0,4880201.74805,6881280.0,6898800.0,8856840.0,4880201.74805,6886590.0,6901230.0,8878800.0,25756.0,0.00153555212149,0.0
core_timing,8192,6,1,46.558241488,1.0024158258324467,8.0,12.530197822905583,33.365133344936496,96.28073927895,2.4986482575,17.4037718644,28.302490207399998,29.591601619549998,8.102889635,13.163219965,4.247503563285,1.975501818,6,8192.0,0,0.0,nan,nan,614580050.5,2.0,8479481352.0,0.0,225130496.0,0.0,452.66015625,393791.25,970752.0,2.46514365162,24.953870469,12.2621783525,0.0,0.234233386925,0.247183279645,0.26442575749999997,0.0215170260749,0.0218259577151,0.02259703000005,0.04093744459985,0.04797659035,0.05554877249985,0.03973078970005,0.04675247868,0.05473433349995,5.44567871094,8.0,9.0,11.0,5.44567871094,8.0,9.0,11.0,3349832.70996,4423680.0,4915320.0,5898240.0,3349832.70996,4428150.0,4923840.0,5906880.0,44611.0,0.000664836858862,0.0
