algorithm,timing,ranks,repeat,stage,mean_seconds,max_seconds,calls_sum
baseline,natural,8192,1,adjacency_build,0.014340512275025419,0.029581200999928114,8192
baseline,natural,8192,1,element_count_allgather,0.001956034880125357,0.004865577000146004,8192
baseline,natural,8192,1,face_allgatherv,3.1862126289333523,6.249303313999917,8192
baseline,natural,8192,1,face_collective_setup,0.00018121881481575342,0.001363620000120136,8192
baseline,natural,8192,1,face_global_merge,0.09174265692212047,0.12613532999966992,8192
baseline,natural,8192,1,face_local_extract,0.17552503085522753,0.18904987099995196,8192
baseline,natural,8192,1,face_map_setup,0.008388535383910656,0.01031593800007613,8192
baseline,natural,8192,1,face_pipeline_total,3.4657029833320294,6.532909134999954,8192
baseline,natural,8192,1,local_volume_mesh,4.6573884301011965,7.646961783999814,8192
baseline,natural,8192,1,metis_partition,2.820302295697754,2.8214016560000346,8192
baseline,natural,8192,1,metis_seed,0.00029054406018069745,2.3801369410002735,1
baseline,natural,8192,1,part_face_create,0.029694673669187766,0.04982669099990744,8192
baseline,natural,8192,1,partition_cost_balance,4.058545410190462e-06,0.03324760400028026,1
baseline,natural,8192,1,partition_cost_setup,4.758454699704817e-05,0.3898126089998186,1
baseline,natural,8192,1,partition_distribution,2.8198197721414804,2.8211396599999716,8192
baseline,natural,8192,1,submesh_initialization,0.00013234464563183224,0.0020028220001222508,8192
baseline,natural,8192,1,surface_refine,0.004245015771357941,0.01750536800000191,8192
baseline,natural,8192,1,vertex_count_allgather,5.90798007481067,10.750164118000157,8192
baseline,natural,8192,1,vertex_exchange,0.008843880541625881,0.03644881499985786,8192
baseline,natural,8192,1,vertex_exchange_prepare,9.266529065271589e-05,0.0005867270001544966,8192
baseline,natural,8192,1,vertex_exchange_unpack,0.003112631546508149,0.010818001000188815,8192
baseline,natural,8192,1,vertex_numbering_local,0.01342645639318718,0.04247071899999355,8192
baseline,natural,8192,1,volume_exchange_pack,0.16344379072277782,0.34340731100019184,8192
baseline,natural,8192,1,volume_exchange_unpack,0.18792047868908596,0.4448125789999722,8192
baseline,natural,8192,1,volume_payload_exchange,0.018923800744747865,0.03652757800000472,8192
baseline,natural,8192,1,volume_payload_prepare,0.002682440658688945,0.005895055999644683,8192
baseline,natural,8192,1,volume_refine,0.42938070685277974,0.8159968579998349,8192
baseline,natural,8192,1,volume_size_exchange,0.19438575072875958,0.2663783519997196,8192
baseline,natural,8192,2,adjacency_build,0.01434587075427357,0.046095865999632224,8192
baseline,natural,8192,2,element_count_allgather,0.01932212295373764,0.03466390399989905,8192
baseline,natural,8192,2,face_allgatherv,3.174176518030273,6.4015901759999,8192
baseline,natural,8192,2,face_collective_setup,0.00018161004223765653,0.0008783509997556394,8192
baseline,natural,8192,2,face_global_merge,0.09177813338000584,0.12158475899968835,8192
baseline,natural,8192,2,face_local_extract,0.17551744652478152,0.23140395600012198,8192
baseline,natural,8192,2,face_map_setup,0.008383327917233285,0.010477309000179957,8192
baseline,natural,8192,2,face_pipeline_total,3.453701934658813,6.675916147999942,8192
baseline,natural,8192,2,local_volume_mesh,4.661262822677248,7.757048214999941,8192
baseline,natural,8192,2,metis_partition,2.8359041719248053,2.8888935330001004,8192
baseline,natural,8192,2,metis_seed,0.00028942243530272194,2.370948589999898,1
baseline,natural,8192,2,part_face_create,0.02969443485815504,0.04576219000000492,8192
baseline,natural,8192,2,partition_cost_balance,4.163275878876771e-06,0.03410555599975851,1
baseline,natural,8192,2,partition_cost_setup,4.762362951660215e-05,0.3901327730000048,1
baseline,natural,8192,2,partition_distribution,2.835425589062621,2.888780952000161,8192
baseline,natural,8192,2,submesh_initialization,0.00013684698693983144,0.023701552999682463,8192
baseline,natural,8192,2,surface_refine,0.004241964273683063,0.025962391999655665,8192
baseline,natural,8192,2,vertex_count_allgather,6.150454047843508,11.146204805999787,8192
baseline,natural,8192,2,vertex_exchange,0.008947814620115457,0.03264150100039842,8192
baseline,natural,8192,2,vertex_exchange_prepare,9.391459716701078e-05,0.0006552889999511535,8192
