processes	nodes	repeat	cache_state	state	exit_code	runtime_s	log
2048	128	2	warm	COMPLETED	0	47	/vol8/home/hnu_lhz/cjz/NETGEN/test_code_expansion/strong_scaling_results/strong_scaling_comm_graph_pp16_20260814-215051/modes/comm_graph/launcher_logs/p02048_repeat_02.log
