rank,host,total_wall_seconds,coarse_points,coarse_surface_elements,coarse_volume_elements,facemap_entries,physical_boundary_faces,partition_boundary_faces,local_points_before_adjacency,local_surface_elements_before_adjacency,local_volume_elements_before_adjacency,shared_vertices,adjacent_processes,vertex_send_items,vertex_receive_items,volume_send_items,volume_receive_items,local_points_after_adjacency,local_surface_elements_after_adjacency,local_volume_elements_after_adjacency,peak_rss_mib,hardware_cache_available,process_io_available
0,cn4713,62.498662117,8067,12694,26411,15125,12694,2431,161733,72192,859520,12193,6,12174,84,23652,23794,172008,72192,883314,372.5,0,1
1,cn4714,62.444257629,8067,12694,26411,15125,12694,2431,144801,66048,767360,9553,5,5148,4485,18620,18518,152964,66048,785878,370.01953125,0,1
2,cn4715,62.380294173,8067,12694,26411,15125,12694,2431,135157,51712,731648,1241,2,412,831,2315,2315,136246,51712,733963,349.62890625,0,1
3,cn4716,62.521696638,8067,12694,26411,15125,12694,2431,192229,104448,992192,8403,6,3726,4728,16011,15944,199387,104448,1008136,383.85546875,0,1
4,cn4717,62.410859176,8067,12694,26411,15125,12694,2431,121017,56320,639488,10728,4,10683,65,20902,20936,130116,56320,660424,350.29296875,0,1
5,cn4718,62.457699173,8067,12694,26411,15125,12694,2431,155381,79872,809600,8321,5,4657,3714,15990,15950,162272,79872,825550,379.38671875,0,1
6,cn4719,62.47411764,8067,12694,26411,15125,12694,2431,152307,72192,803008,13688,5,3278,10441,26574,26571,163752,72192,829579,373.08203125,0,1
7,cn4720,62.501218296,8067,12694,26411,15125,12694,2431,181304,97792,936896,9202,5,1513,7706,17517,17516,189078,97792,954412,379.265625,0,1
8,cn4721,62.541114174,8067,12694,26411,15125,12694,2431,145325,73216,759552,12961,5,13019,53,25463,25444,156105,73216,784996,380.51953125,0,1
9,cn4722,62.545733466,8067,12694,26411,15125,12694,2431,172751,95744,889152,7337,3,3916,3455,14339,14262,178890,95744,903414,376.37109375,0,1
10,cn4723,62.500376824,8067,12694,26411,15125,12694,2431,128071,67072,665280,10338,5,6746,3625,20236,20294,136685,67072,685574,369.7734375,0,1
11,cn4724,62.509459347,8067,12694,26411,15125,12694,2431,166453,49664,925952,3441,1,0,3441,6778,6802,169148,49664,932754,353.6875,0,1
12,cn4725,62.554525047,8067,12694,26411,15125,12694,2431,172240,86528,900160,8778,5,5534,3280,16735,16739,179599,86528,916899,381.9296875,0,1
13,cn4726,62.455441396,8067,12694,26411,15125,12694,2431,109881,51712,579712,9024,5,4600,4473,17653,17538,117672,51712,597250,355.84375,0,1
14,cn4727,62.539036136,8067,12694,26411,15125,12694,2431,149713,71168,788992,13049,5,3187,9896,25619,25726,160567,71168,814718,379.49609375,0,1
15,cn4728,62.499027235,8067,12694,26411,15125,12694,2431,144149,74752,749952,6641,4,0,6641,12932,12963,149639,74752,762915,377.421875,0,1
16,cn4729,62.471566219,8067,12694,26411,15125,12694,2431,96975,48640,507072,13736,6,13589,187,27251,27177,108335,48640,534249,365.8828125,0,1
17,cn4730,62.354829105,8067,12694,26411,15125,12694,2431,100697,46592,532480,11081,4,7356,3896,21915,21949,109928,46592,554429,353.734375,0,1
18,cn4731,62.358670082,8067,12694,26411,15125,12694,2431,104903,54784,545216,12913,6,7752,5294,25362,25358,115746,54784,570574,350.18359375,0,1
19,cn4732,62.400854439,8067,12694,26411,15125,12694,2431,129382,73728,662528,11514,6,6414,5164,22632,22451,138918,73728,684979,369.86328125,0,1
20,cn4733,62.468330286,8067,12694,26411,15125,12694,2431,173571,88576,905536,9609,6,4545,5161,18795,18866,181585,88576,924402,381.765625,0,1
21,cn4734,62.408633563,8067,12694,26411,15125,12694,2431,146405,73216,765952,10017,6,3454,6578,19596,19677,154547,73216,785629,372.98046875,0,1
22,cn4735,62.467414729,8067,12694,26411,15125,12694,2431,159309,79872,833280,10153,6,3956,6232,19894,19926,167585,79872,853206,373.37109375,0,1
23,cn4736,62.420424791,8067,12694,26411,15125,12694,2431,137021,64512,722944,8601,6,0,8601,16857,16808,144374,64512,739752,352.06640625,0,1
24,cn4737,62.446571808,8067,12694,26411,15125,12694,2431,130433,69632,675328,14920,7,14836,125,29162,29216,142843,69632,704544,375.7734375,0,1
25,cn4738,62.415728977,8067,12694,26411,15125,12694,2431,141689,66048,748800,6081,4,4076,2099,11870,11834,146884,66048,760634,370.13671875,0,1
26,cn4739,62.463529077,8067,12694,26411,15125,12694,2431,170049,81408,895360,7626,3,2647,5010,14734,14716,176269,81408,910076,373.6328125,0,1
27,cn4740,62.432989412,8067,12694,26411,15125,12694,2431,167980,77824,888128,4882,4,1272,3658,9258,9257,172214,77824,897385,372.6796875,0,1
28,cn4741,62.53263154,8067,12694,26411,15125,12694,2431,170885,77824,905856,9369,5,5310,4139,18324,18385,178638,77824,924241,373.7578125,0,1
29,cn4742,62.41608828,8067,12694,26411,15125,12694,2431,148829,72192,782208,8721,5,2675,6080,17072,17054,155972,72192,799262,371.765625,0,1
30,cn4743,62.436418894,8067,12694,26411,15125,12694,2431,145873,68096,770560,9777,4,4601,5225,19182,19039,154041,68096,789599,377.73828125,0,1
31,cn4744,62.366096991,8067,12694,26411,15125,12694,2431,101627,53248,527680,14792,6,0,14792,29125,29348,113774,53248,557028,349.91796875,0,1
32,cn4745,62.532426158,8067,12694,26411,15125,12694,2431,139795,75776,722112,13065,4,7531,5568,25690,25754,150600,75776,747866,376.09375,0,1
33,cn4746,62.532598305,8067,12694,26411,15125,12694,2431,158717,74240,838144,8073,4,2944,5178,15850,15796,165460,74240,853940,375.0625,0,1
34,cn4747,62.556571803,8067,12694,26411,15125,12694,2431,153949,74240,809600,12520,6,7229,5343,24661,24721,164272,74240,834321,373.3203125,0,1
35,cn4748,62.531485047,8067,12694,26411,15125,12694,2431,156169,76288,819840,10425,5,5834,4685,20433,20438,164870,76288,840278,379.8125,0,1
36,cn4749,62.466616732,8067,12694,26411,15125,12694,2431,102675,57344,528064,17744,7,14175,3838,35100,35215,117103,57344,563279,350.46484375,0,1
37,cn4750,62.446943005,8067,12694,26411,15125,12694,2431,121451,66048,627008,8857,3,3324,5551,17443,17353,128790,66048,644361,376.015625,0,1
38,cn4751,62.415427653,8067,12694,26411,15125,12694,2431,125387,67072,649280,12897,5,10182,2771,25324,25378,135988,67072,674658,376.12109375,0,1
