experiment,processes,repeat,timestamp,total_wall_avg_s,total_wall_max_s,unprofiled_avg_s,unprofiled_max_s,profile_coverage_percent,setup_avg_s,setup_max_s,compute_avg_s,compute_max_s,postprocess_avg_s,postprocess_max_s,communication_avg_s,communication_max_s,synchronization_avg_s,synchronization_max_s,communication_fraction_avg_percent,communication_fraction_max_percent,io_avg_s,io_max_s,io_fraction_max_percent,io_counter_available_ranks,cache_available_ranks,cache_references_total,cache_misses_total,cache_miss_rate_percent,instructions_total,cycles_total,ipc,minor_faults_total,major_faults_total,logical_read_total_bytes,logical_write_total_bytes,physical_read_total_bytes,physical_write_total_bytes,peak_rss_avg_mib,peak_rss_max_mib,local_volume_elements_avg,local_volume_elements_max,volume_imbalance_max_over_avg,core_only
strong_scaling_core_cache_l2_r2_20260811-153051,1,1,20260811-154310,728.853476417,728.853476417,5.647594616,5.647594616,99.225139922,23.905708067,23.905708067,697.000057162,697.000057162,0,0,0.0480119030001,0.0480119030001,2.14000010601e-06,2.14000010601e-06,0.00658761253856,0.00658761253856,2.252102529,2.252102529,0.308992493261,1,1,4.22744007443e+12,124077801223,2.93505760078,1.09690715861e+13,1.81577908553e+13,0.604097253544,3771339,0,1035188,0,12951552,0,12562.6796875,12562.6796875,46570944,46570944,1,1
