algorithm,timing,ranks,partition_seed,successful_repeats,core_median,core_cv,face_pipeline_seconds_median,face_exchange_seconds_median,vertex_wait_seconds_median,compute_imbalance_median,element_imbalance_median,volume_elements_sum_median,face_payload_receive_bytes_median,predicted_actual_correlation_median,compute_wait_correlation_median,cut_before_median,cut_after_median,partition_moves_median,compute_max_seconds_median,compute_mean_seconds_median,vertex_wait_mean_seconds_median,face_completion_spread_median,vertex_arrival_spread_median,post_face_compute_max_seconds_median,face_completion_wait_correlation_median,partition_adopted_median,partition_proposed_moves_median,closure_total_before_median,closure_total_after_median,closure_max_before_median,closure_max_after_median,candidate_closure_total_median,candidate_closure_max_median,seed_max_seconds_median,candidate_max_seconds_median,partition_rejection_flags_median,seed_lower_seconds_median,candidate_upper_seconds_median,net_gain_lower_seconds_median,correction_seconds_median,search_timed_out_median,search_skipped_median,metis_partition_seconds_median,partition_cost_setup_seconds_median,partition_cost_balance_seconds_median,phase_0_max_seconds_median,phase_0_prediction_wape_median,phase_1_max_seconds_median,phase_1_prediction_wape_median,phase_2_max_seconds_median,phase_2_prediction_wape_median,phase_3_max_seconds_median,phase_3_prediction_wape_median,speedup_vs_baseline,speedup_vs_sparse,adoption_rate,skipped_runs,rejection_counts
sparse,natural,1024,-1,3,19.997401558000007,0.0027171838956678426,0.4976953179999839,0.26438608800000907,,1.3444361074933593,1.5627617242158485,2413166080,21268184,0.6476224537040632,,10873,10873,0,14.370790205999967,10.693258423222655,,0.012692758999492071,7.077455014999998,14.371664757000005,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7285022590003791,0.38806687600026635,0.03591864199961492,0.027439143999998805,,10.902513603000443,,4.145702627999995,,0.1191958010000036,,,1.0,0.0,0,"{""error_or_net_gain"": 0, ""feature_range"": 0, ""max_closure"": 0, ""no_moves"": 0, ""nominal_gain"": 0, ""total_closure"": 0}"
sparse,natural,1024,17,3,21.317310523000003,0.004675102432684183,0.49263718800000333,0.24501595999998926,,1.4745697342694624,1.609974223142428,2389293568,21184520,0.6805053514678752,,10788,10788,0,15.662211251999963,10.61497791453419,,0.003439457999775186,8.775158134000037,15.663007863000018,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.766059366999798,0.392248708000011,0.036060144000032324,0.027873552000016844,,12.301793418999978,,4.646818479999979,,0.10752344000002267,,,1.0,0.0,0,"{""error_or_net_gain"": 0, ""feature_range"": 0, ""max_closure"": 0, ""no_moves"": 0, ""nominal_gain"": 0, ""total_closure"": 0}"
sparse,natural,1024,41,3,19.327395686000273,0.001841032885662258,0.5329549140000154,0.2716394169999603,,1.279306348892886,1.383938080828665,2396906496,21184744,0.6504018236389054,,10796,10796,0,13.629799544000036,10.657207995174804,,0.01253686200000459,6.700488909999997,13.630583395999963,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7852550480000033,0.38909640899998976,0.03581866100000752,0.02662989899999957,,10.112669921999995,,4.067341806999991,,0.10612262799998007,,,1.0,0.0,0,"{""error_or_net_gain"": 0, ""feature_range"": 0, ""max_closure"": 0, ""no_moves"": 0, ""nominal_gain"": 0, ""total_closure"": 0}"
sparse,natural,2048,-1,3,14.905947393000005,0.003916510904032863,0.45607598800000915,0.23823023700001045,,1.28704912896063,1.55136143553302,2552900608,28101696,0.42730166373767425,,14861,14861,0,10.467169481999989,8.134152477921395,,0.0029669769996871764,4.221440977999919,10.467893411000006,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1358869670000047,0.38615385800039803,0.03761012599989044,0.02290481599999339,,8.80332650399987,,2.239159884000003,,0.06940193600030398,,,1.0,0.0,0,"{""error_or_net_gain"": 0, ""feature_range"": 0, ""max_closure"": 0, ""no_moves"": 0, ""nominal_gain"": 0, ""total_closure"": 0}"
sparse,natural,2048,17,3,15.26561647699964,0.005785199074495638,0.4595526219999897,0.24524571700004572,,1.318268808009312,1.474814511316726,2551737344,28062832,0.4050290271934776,,14869,14869,0,10.720453005000024,8.132459660673828,,0.0017387280000207284,4.254914195999845,10.72115769299998,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1901284640002814,0.3931464200000221,0.03772682799998961,0.022915403000013157,,9.132323334999995,,2.2672692609999103,,0.0712465270003122,,,1.0,0.0,0,"{""error_or_net_gain"": 0, ""feature_range"": 0, ""max_closure"": 0, ""no_moves"": 0, ""nominal_gain"": 0, ""total_closure"": 0}"
sparse,natural,2048,41,3,15.04746625200005,0.006223832595741285,0.5174904049999967,0.2853113429999894,,1.3012815709988992,1.5325943948525025,2545847296,28010024,0.415699243593734,,14861,14861,0,10.581557418999921,8.13113360529541,,0.020834486999994795,4.295010977000061,10.582339847000014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1441099659996325,0.38628248300000223,0.037774448000000405,0.02352832000002536,,8.868452891000004,,2.245624635999775,,0.07501441400000886,,,1.0,0.0,0,"{""error_or_net_gain"": 0, ""feature_range"": 0, ""max_closure"": 0, ""no_moves"": 0, ""nominal_gain"": 0, ""total_closure"": 0}"
sparse,natural,4096,-1,3,14.283226849999991,0.008456237899999216,0.6346816500000045,0.3373306310000146,,1.5281744192241675,1.6539991294710623,2799585280,40708528,0.17997358251865675,,20315,20315,0,9.791317544999998,6.4071989570214845,,0.036324036999999976,5.781739624999972,9.791973010999982,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5726355870000077,0.3951924550000001,0.039014034999993896,0.03265097999999966,,8.90367174100001,,1.2771113290000073,,0.03871628199999577,,,1.0,0.0,0,"{""error_or_net_gain"": 0, ""feature_range"": 0, ""max_closure"": 0, ""no_moves"": 0, ""nominal_gain"": 0, ""total_closure"": 0}"
sparse,natural,4096,17,3,14.332733716000007,0.01067261392382676,0.6432492289999914,0.3306871640000111,,1.5532952594734355,1.981100147299428,2793591296,40710432,0.1545137705860377,,20324,20324,0,9.92483421199995,6.395635606806884,,0.027354274000003898,6.001472465999967,9.925417457999998,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6129923710000185,0.3960178860000383,0.03906239600019035,0.027618912000434648,,8.664282251000003,,1.2710398760000317,,0.040977590999943914,,,1.0,0.0,0,"{""error_or_net_gain"": 0, ""feature_range"": 0, ""max_closure"": 0, ""no_moves"": 0, ""nominal_gain"": 0, ""total_closure"": 0}"
sparse,natural,4096,41,3,13.504256818000002,0.01674562173091775,0.6383797689999824,0.30143203599999424,,1.4045441727902788,1.6946711816597597,2796745216,40609632,0.1634276265391334,,20305,20305,0,8.991075117000008,6.401097023584225,,0.027128175999990845,4.949382944000007,8.991705603,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.628229587000078,0.4001704899999936,0.03903427600000953,0.03365957700003719,,7.901131356999997,,1.2203524819999956,,0.04343107600016083,,,1.0,0.0,0,"{""error_or_net_gain"": 0, ""feature_range"": 0, ""max_closure"": 0, ""no_moves"": 0, ""nominal_gain"": 0, ""total_closure"": 0}"
sparse,natural,8192,-1,3,13.155177436999963,0.013938714558539551,0.7174795429999961,0.4562249980000388,,1.704236170156255,2.4651436516174496,3225937920,65856952,0.10678353309551082,,27897,27897,0,8.717712140999993,5.11531928124768,,0.01613741700000304,6.601040485999995,8.718303649000006,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8996980810000252,0.3907580039999985,0.04168201800001725,0.02018455900000049,,7.863623540999981,,0.8244361530000219,,0.029762808000000973,,,1.0,0.0,0,"{""error_or_net_gain"": 0, ""feature_range"": 0, ""max_closure"": 0, ""no_moves"": 0, ""nominal_gain"": 0, ""total_closure"": 0}"
