algorithm,timing,ranks,partition_seed,repeat,core_seconds,face_pipeline_seconds,face_exchange_seconds,vertex_wait_seconds,compute_imbalance,element_imbalance,volume_elements_sum,face_payload_receive_bytes,predicted_actual_correlation,compute_wait_correlation,cut_before,cut_after,partition_moves,compute_max_seconds,compute_mean_seconds,vertex_wait_mean_seconds,face_completion_spread,vertex_arrival_spread,post_face_compute_max_seconds,face_completion_wait_correlation,partition_adopted,partition_proposed_moves,closure_total_before,closure_total_after,closure_max_before,closure_max_after,candidate_closure_total,candidate_closure_max,seed_max_seconds,candidate_max_seconds,partition_rejection_flags,seed_lower_seconds,candidate_upper_seconds,net_gain_lower_seconds,correction_seconds,search_timed_out,search_skipped,metis_partition_seconds,partition_cost_setup_seconds,partition_cost_balance_seconds,phase_0_max_seconds,phase_0_prediction_wape,phase_1_max_seconds,phase_1_prediction_wape,phase_2_max_seconds,phase_2_prediction_wape,phase_3_max_seconds,phase_3_prediction_wape
sparse,natural,1024,-1,1,19.941795680999803,0.5519277839998722,0.30268419000049107,,1.3343573645618216,1.5627617242158485,2413166080,21260960,0.6480189984982754,,10873,10873,0,14.276065067000218,10.698831846810554,,0.012692758999492071,7.075324440999793,14.277348701999927,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7285022590003791,0.38806687600026635,0.03591864199961492,0.036284752000028675,,10.902513603000443,,4.127108675999807,,0.11334965200012448,
sparse,natural,1024,-1,2,19.997401558000007,0.48672740899999667,0.21944767899999817,,1.3444361074933593,1.5627617242158485,2413166080,21268184,0.6476224537040632,,10873,10873,0,14.370790205999967,10.689083792009766,,0.0270748439999835,7.077455014999998,14.371664757000005,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7319730650000054,0.3899428200000017,0.035913641999997026,0.02715256299998714,,10.794188526,,4.145702627999995,,0.1191958010000036,
sparse,natural,1024,-1,3,20.050454293,0.4976953179999839,0.26438608800000907,,1.3457623074691412,1.5627617242158485,2413166080,21269808,0.6465007132547439,,10873,10873,0,14.39058412999995,10.693258423222655,,0.001667435000030082,7.1696759019999945,14.391465957999998,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7202157739999961,0.3727348680000091,0.04586808499999506,0.027439143999998805,,10.958934750999987,,4.253090076999996,,0.12579620099998579,
sparse,natural,1024,17,1,21.41511243900004,0.4701986349996332,0.20497888500040062,,1.4941022719684567,1.609974223142428,2389293568,21184520,0.6805053514678752,,10788,10788,0,15.859862619000523,10.61497791453419,,0.003439457999775186,8.964468168000622,15.8607369690003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.766059366999798,0.39584081899965895,0.03656907000004139,0.02707223300012629,,12.328703212000164,,4.5917088539999895,,0.13126892900027087,
sparse,natural,1024,17,2,21.215814147000003,0.49263718800000333,0.24501595999998926,,1.4643267166853582,1.609974223142428,2389293568,21184520,0.6795132307808078,,10788,10788,0,15.53806705599996,10.611065740282225,,0.002720381000017369,8.608086060999995,15.53886714699999,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.783962334999984,0.392248708000011,0.03595816300000365,0.027873552000016844,,12.159201945000007,,4.650920305999989,,0.10191088199999854,
sparse,natural,1024,17,3,21.317310523000003,0.5318118509999863,0.2719509870000252,,1.4745697342694624,1.609974223142428,2389293568,21184632,0.6828401362722358,,10788,10788,0,15.662211251999963,10.621546670873048,,0.03232432099997595,8.775158134000037,15.663007863000018,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7432556679999607,0.38908538900000167,0.036060144000032324,0.02855888300001652,,12.301793418999978,,4.646818479999979,,0.10752344000002267,
sparse,natural,1024,41,1,19.327395686000273,0.5574809210002059,0.3115097549998609,,1.2767333973880597,1.383938080828665,2396906496,21184352,0.6502504691652141,,10796,10796,0,13.606462225000541,10.657246260524424,,0.00889660900020317,6.735478030000195,13.607261154999833,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7374139819999073,0.38285079200022665,0.03564555899993138,0.026827013999991323,,9.993469341000036,,4.334974445000171,,0.10314366600050562,
sparse,natural,1024,41,2,19.31425168900001,0.47846529499999946,0.22114594699999657,,1.2820825220063536,1.383938080828665,2396906496,21184744,0.6533678392069711,,10796,10796,0,13.66342010399999,10.657207995174804,,0.01253686200000459,6.700488909999997,13.664211813000001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7852550480000033,0.3909731520000008,0.03641886899999491,0.02662989899999957,,10.112669921999995,,4.034319925999995,,0.10917319199998587,
sparse,natural,1024,41,3,19.38143806000005,0.5329549140000154,0.2716394169999603,,1.279306348892886,1.383938080828665,2396906496,21189896,0.6504018236389054,,10796,10796,0,13.629799544000036,10.654054484913086,,0.02115004800003817,6.198354972000004,13.630583395999963,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7994625289999817,0.38909640899998976,0.03581866100000752,0.026547513000025447,,10.147398699999997,,4.067341806999991,,0.10612262799998007,
sparse,natural,2048,-1,1,14.998297624000315,0.44358569499991063,0.2375615949999883,,1.2885903215423917,1.55136143553302,2552900608,28109144,0.42977014597934204,,14861,14861,0,10.481590156999573,8.134152477921395,,0.0029669769996871764,4.221440977999919,10.482281205999698,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109344028000123,0.38615385800039803,0.03761012599989044,0.02182722800034753,,8.80332650399987,,2.1870387530002517,,0.06940193600030398,
sparse,natural,2048,-1,2,14.905947393000005,0.4773200049999957,0.2421315649999798,,1.286642542961859,1.55136143553302,2552900608,28101696,0.42730166373767425,,14861,14861,0,10.467169481999989,8.135258342930664,,0.0013822660000073483,4.240550987000006,10.467893411000006,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.168623069000006,0.38581861599999456,0.03744524500000068,0.02290481599999339,,8.813108166999996,,2.239159884000003,,0.07281099099999722,
sparse,natural,2048,-1,3,14.889969793000006,0.45607598800000915,0.23823023700001045,,1.28704912896063,1.55136143553302,2552900608,28101528,0.4257909381613689,,14861,14861,0,10.466933802,8.132505252890137,,0.0111428580000279,4.213361094000021,10.467823452999994,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1358869670000047,0.38636636199998975,0.03765182700001901,0.031692622999997866,,8.796995320999997,,2.294044176,,0.06632455700002993,
