algorithm,timing,ranks,partition_seed,repeat,core_seconds,face_pipeline_seconds,face_exchange_seconds,vertex_wait_seconds,compute_imbalance,element_imbalance,volume_elements_sum,face_payload_receive_bytes,predicted_actual_correlation,compute_wait_correlation,cut_before,cut_after,partition_moves,compute_max_seconds,compute_mean_seconds,vertex_wait_mean_seconds,face_completion_spread,vertex_arrival_spread,post_face_compute_max_seconds,face_completion_wait_correlation,partition_adopted,partition_proposed_moves,closure_total_before,closure_total_after,closure_max_before,closure_max_after,candidate_closure_total,candidate_closure_max,seed_max_seconds,candidate_max_seconds,partition_rejection_flags,seed_lower_seconds,candidate_upper_seconds,net_gain_lower_seconds,correction_seconds,search_timed_out,search_skipped,metis_partition_seconds,partition_cost_setup_seconds,partition_cost_balance_seconds,phase_0_max_seconds,phase_0_prediction_wape,phase_1_max_seconds,phase_1_prediction_wape,phase_2_max_seconds,phase_2_prediction_wape,phase_3_max_seconds,phase_3_prediction_wape
sparse,natural,2048,17,1,15.26561647699964,0.48629413000026034,0.2389575249999325,,1.314044650132153,1.474814511316726,2551737344,28062832,0.4056805554386159,,14869,14869,0,10.686738465000872,8.132705737149884,,0.02192710699955569,4.254914195999845,10.687385753999934,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1901284640002814,0.3841875359998994,0.037767947999782336,0.02351421000003029,,9.112343328999941,,2.2672692609999103,,0.0712465270003122,
sparse,natural,2048,17,2,15.166914249000001,0.4595526219999897,0.25102858599996125,,1.3186186972259113,1.474814511316726,2551737344,28067312,0.40211616440683495,,14869,14869,0,10.723613362999998,8.132459660673828,,0.0012583430000177032,4.242428200000006,10.724246169999986,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1706037559999913,0.3931464200000221,0.03772682799998961,0.022915403000013157,,9.149851095999992,,2.146514719999999,,0.0713653759999886,
sparse,natural,2048,17,3,15.343033179000003,0.44592609800000105,0.24524571700004572,,1.318268808009312,1.474814511316726,2551737344,28059640,0.4050290271934776,,14869,14869,0,10.720453005000024,8.132220788253907,,0.0017387280000207284,4.304035318999979,10.72115769299998,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.205450667000008,0.4001723590000097,0.037626487000011366,0.021088391000006368,,9.132323334999995,,2.3153546670000082,,0.07036406000000284,
sparse,natural,2048,41,1,15.04746625200005,0.5010570760000519,0.24560391399973014,,1.2943076588555158,1.5325943948525025,2545847296,28016688,0.415699243593734,,14861,14861,0,10.522788322000451,8.130051808010753,,0.0032285490001413564,4.2472501530000955,10.523530730000402,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1441099659996325,0.3859678960002384,0.037772248000237596,0.023610572000052343,,8.821858521000195,,2.245624635999775,,0.0843310940003903,
sparse,natural,2048,41,2,15.188357093,0.5174904049999967,0.2853113429999894,,1.3100989906330496,1.5325943948525025,2545847296,28009408,0.4154293315379653,,14861,14861,0,10.652589928999987,8.13113360529541,,0.020834486999994795,4.389623677999992,10.653343075999999,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1637167609999963,0.3906761310000064,0.037774448000000405,0.022182304999994074,,8.910020440999993,,2.095286344999998,,0.07279443200000202,
sparse,natural,2048,41,3,15.01045855000001,0.5551506780000182,0.32636659600001394,,1.3012815709988992,1.5325943948525025,2545847296,28010024,0.4174464414545396,,14861,14861,0,10.581557418999921,8.131643185323242,,0.039517316999990726,4.295010977000061,10.582339847000014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.131679609999992,0.38628248300000223,0.03778168399998094,0.02352832000002536,,8.868452891000004,,2.3594871039999816,,0.07501441400000886,
sparse,natural,4096,-1,1,14.095463073999781,0.569883980999748,0.3038304040010189,,1.5250228559109509,1.6539991294710623,2799585280,40708528,0.17997358251865675,,20315,20315,0,9.772193447000518,6.407899664666492,,0.012915570000131993,5.838209314999858,9.773272660000202,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5233707530001084,0.3944491059996835,0.03910087600024781,0.024974130999908084,,8.930797499000164,,1.245620499999859,,0.037544630000411416,
sparse,natural,4096,-1,2,14.283226849999991,0.6346816500000045,0.3373306310000146,,1.5393152141960609,1.6539991294710623,2799585280,40704832,0.18940415987549186,,20315,20315,0,9.856119390000032,6.4029246895656735,,0.036324036999999976,5.730373548000003,9.857143964000016,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.596049048999987,0.3951924550000001,0.039014034999993896,0.03265097999999966,,8.90367174100001,,1.2771113290000073,,0.03871628199999577,
sparse,natural,4096,-1,3,14.319788017999997,0.756919651000004,0.3893964480000136,,1.5281744192241675,1.6539991294710623,2799585280,40712224,0.17151001949062186,,20315,20315,0,9.791317544999998,6.4071989570214845,,0.05448295700000472,5.781739624999972,9.791973010999982,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5726355870000077,0.3991774849999956,0.038791132999989486,0.04626485299999672,,8.897070878999983,,1.2975992600000268,,0.040929792999975234,
sparse,natural,4096,17,1,14.360189879000245,0.6323001929999919,0.3150957779998862,,1.55629468734453,1.981100147299428,2793591296,40710432,0.1471072977656321,,20324,20324,0,9.962221994999254,6.4012439777697665,,0.013698717999886867,6.24625564400003,9.962890302000233,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6129923710000185,0.3918806729998323,0.03906239600019035,0.027618912000434648,,8.692610856999636,,1.2710398760000317,,0.041114932999789744,
sparse,natural,4096,17,2,14.332733716000007,0.6432492289999914,0.3306871640000111,,1.5532952594734355,1.981100147299428,2793591296,40709088,0.16851959642045777,,20324,20324,0,9.92483421199995,6.389534862395996,,0.036242597000011756,6.001472465999967,9.925417457999998,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.661822510999997,0.39744154299998513,0.03914009700000065,0.026878343999982235,,8.664282251000003,,1.4401792079999893,,0.0392565370000284,
sparse,natural,4096,17,3,14.083952358000033,0.7686769449999815,0.42734622500000796,,1.4971165628650582,1.981100147299428,2793591296,40712896,0.1545137705860377,,20324,20324,0,9.575011997000104,6.395635606806884,,0.027354274000003898,5.836529907999989,9.575639345000013,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6052072460000204,0.3960178860000383,0.03901237500002708,0.03849968099996204,,8.326164471000027,,1.2114888730000075,,0.040977590999943914,
sparse,natural,4096,41,1,13.24867426300034,0.6348762100001295,0.29867125100008707,,1.3666819474486418,1.6946711816597597,2796745216,40610472,0.15663047724280013,,20305,20305,0,8.748263745999793,6.401097023584225,,0.01879641499999707,4.90763921000007,8.749216715999864,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.628229587000078,0.4012213310002153,0.03902283599973089,0.028786063000097784,,7.904668722999759,,1.2344104099997821,,0.04343107600016083,
sparse,natural,4096,41,2,13.504256818000002,0.6985592959999991,0.3184352050000001,,1.4045441727902788,1.6946711816597597,2796745216,40607392,0.1634276265391334,,20305,20305,0,8.991075117000008,6.401418546444336,,0.027128175999990845,4.949382944000007,8.991705603,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5831899669999956,0.39750204400000655,0.03903427600000953,0.03838920599999085,,7.774442651000001,,1.2203524819999956,,0.06028333800000496,
sparse,natural,4096,41,3,13.69889540400004,0.6383797689999824,0.30143203599999424,,1.423950574112276,1.6946711816597597,2796745216,40609632,0.1800003260688891,,20305,20305,0,9.110682475999965,6.398173252382568,,0.04275808400001324,5.1914016140000285,9.111325663999992,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6845307989999583,0.4001704899999936,0.03906938100004709,0.03365957700003719,,7.901131356999997,,1.214123088000008,,0.0426592520000213,
sparse,natural,8192,-1,1,12.988527899000005,0.691387253000002,0.46153105300001585,,1.6802453497062042,2.4651436516174496,3225937920,65856952,0.10678353309551082,,27897,27897,0,8.607194098999997,5.122581711358398,,0.01613741700000304,6.601040485999995,8.607771529000004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.880522208000002,0.3907580039999985,0.04172457899999671,0.02018455900000049,,7.753370132000001,,0.8227220859999989,,0.029762808000000973,
sparse,natural,8192,-1,2,13.355067245000015,0.7174795429999961,0.45621787300001415,,1.7478888660661862,2.4651436516174496,3225937920,65862552,0.1062210538704943,,27897,27897,0,8.930567132999983,5.109344939703858,,0.012511014000011755,6.899843879999992,8.93115161899999,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8996980810000252,0.3905142409999769,0.04068344699999216,0.02031092000001422,,8.131692036999993,,0.8253804459999969,,0.027600697999986323,
sparse,natural,8192,-1,3,13.155177436999963,0.7351878499999884,0.4562249980000388,,1.704236170156255,2.4651436516174496,3225937920,65856672,0.10740122101964648,,27897,27897,0,8.717712140999993,5.11531928124768,,0.02417864700004202,6.578269550000016,8.718303649000006,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.930705205000038,0.3923162199999979,0.04168201800001725,0.019752506999964226,,7.863623540999981,,0.8244361530000219,,0.03822074099997508,
sparse,natural,8192,17,1,12.816604126999664,0.7588725069999782,0.4807318539997141,,1.6245313109157449,1.931213563615619,3227367424,65850288,0.10400424477243389,,27920,27920,0,8.304866953000328,5.112161826120109,,0.023160456000368868,6.131270797999605,8.305662201999894,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9928173289999904,0.3926402209999651,0.04085874900010822,0.0199408069997844,,7.680054521999864,,0.7405535119996784,,0.028493016000084026,
sparse,natural,8192,17,2,12.779290910000014,0.7987958679999849,0.5205934789999844,,1.6265565279639742,1.931213563615619,3227367424,65844800,0.1077342299986729,,27920,27920,0,8.310558328000042,5.109295733117065,,0.03535137399998689,6.096537191999971,8.311401439999997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9582369259999837,0.3947631059999992,0.04096055100001195,0.04011571600000252,,7.741878057000008,,0.7592215660000079,,0.04993688799999063,
sparse,natural,8192,17,3,12.712561246999996,0.7961933970000246,0.4838668409998945,,1.611091326451218,1.931213563615619,3227367424,65846032,0.11313247186814103,,27920,27920,0,8.248317509999993,5.119708221736083,,0.03294320000003381,6.257616323000036,8.250046026000007,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.942283841999995,0.38625269599998546,0.04092002999999522,0.037159020000046894,,7.7844646030000035,,0.7778060269999969,,0.03337798800004066,
sparse,natural,8192,41,1,12.764315369000087,0.782108982000409,0.46552049399997486,,1.6222437118538,2.2904586215471436,3228418048,65851800,0.10229030529917722,,27916,27916,0,8.301541855999403,5.117321026020753,,0.045700469999701454,6.267705289999867,8.302688233000026,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9765951879999193,0.38721848699969996,0.04151293600034478,0.04106227600004786,,7.4921774989998084,,0.7820551969998633,,0.040720763000081206,
sparse,natural,8192,41,2,13.233660934,0.7696392850000109,0.471914563999988,,1.7128954167638735,2.2904586215471436,3228418048,65846648,0.10319552877870551,,27916,27916,0,8.759022549000022,5.113576966390747,,0.03236225799999204,6.718298531000002,8.759725957000015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0008317140000003,0.39611748099999033,0.040964729999998895,0.03816541000000484,,7.9902138879999995,,0.7928045669999904,,0.04612966999999912,
sparse,natural,8192,41,3,12.737470895000001,0.7506979349999483,0.4586224959999754,,1.629088024946399,2.2904586215471436,3228418048,65848384,0.09833434914834308,,27916,27916,0,8.326583695999943,5.111193237255494,,0.03499647100005632,6.382848176000039,8.327715470000044,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.966716599999984,0.3834051270000032,0.04084934899998416,0.020636534999994183,,7.513731280999991,,0.7849979499999904,,0.03662971299996798,
