rank,host,stage,category,time_s,calls,cache_references,cache_misses,cache_miss_rate_percent,instructions,cycles,ipc,minor_faults,major_faults,rchar_bytes,wchar_bytes,physical_read_bytes,physical_write_bytes,voluntary_context_switches,involuntary_context_switches,send_messages,receive_messages,send_bytes,receive_bytes
0,cn4550,geometry_load,io,1.746142895,1,1407786088,23254857,1.65187432936,3317924531,3772151826,0.879584036923,6749,0,1035181,0,0,0,2,17,0,0,0,0
0,cn4550,coarse_local_size,setup,0.449672319,1,268488781,6092595,2.26921772199,632479860,880786980,0.718084933544,7960,0,0,0,0,0,89,43,0,0,0,0
0,cn4550,coarse_edge_mesh,setup,0.0126049400001,1,6291393,158356,2.51702603859,12752188,24614492,0.518076424246,515,0,0,0,0,0,0,1,0,0,0,0
0,cn4550,coarse_surface_mesh,setup,8.113120076,1,5660285594,162836306,2.87682137758,15312765012,17652520268,0.867454889133,11534,0,0,0,0,0,1,78,0,0,0,0
0,cn4550,coarse_volume_mesh,setup,14.283099656,1,5322485703,126335848,2.3736249386,13450647317,21539736376,0.624457378781,22063,0,0,0,0,0,82239,2667890,0,0,0,0
0,cn4550,coarse_mesh_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,cn4550,submesh_initialization,setup,0.000133401999847,1,4489257286,113294940,2.52369006235,11157026454,18133470024,0.615272556176,2,0,0,0,0,0,0,0,0,0,0,0
0,cn4550,metis_partition,compute,0.116943615,1,4549755707,118599141,2.60671448398,11301554562,18388666306,0.614593487855,306,0,0,0,0,0,0,1,0,0,0,0
0,cn4550,face_map_setup,compute,0.0073909419998,1,4492315155,113379509,2.52385474055,11164921639,18148799295,0.615187895217,211,0,0,0,0,0,0,0,0,0,0,0
0,cn4550,face_local_extract,compute,0.166788987,1,4555002997,115474483,2.53511321674,11331125108,18496401608,0.612612406896,993,0,0,0,0,0,0,1,0,0,0,0
0,cn4550,face_pre_collective_wait,synchronization,0.00141149499996,1,4491052414,113290693,2.52258674708,11160604794,18136325502,0.615372986814,0,0,0,0,0,0,0,0,0,0,0,0
0,cn4550,face_collective_setup,compute,0.000153661999775,1,4489177655,113291564,2.52365962558,11156881333,18133377193,0.615267702991,16,0,0,0,0,0,0,0,0,0,0,0
0,cn4550,face_allgatherv,communication,0.059335637,1,4611889253,113692433,2.46520301688,11394976569,18255391872,0.624197861591,256,0,0,0,0,0,0,1,1,1,1214768,4859624
0,cn4550,face_global_merge,compute,0.078262647,1,4507549941,114174727,2.53296643397,11201525072,18304165826,0.611965886809,401,0,0,0,0,0,0,0,0,0,0,0
0,cn4550,part_face_create,compute,0.0239250250002,1,4495628131,113533532,2.52542089096,11172253947,18185664462,0.61434400543,2,0,0,0,0,0,0,0,0,0,0,0
0,cn4550,surface_refine,compute,0.137997808,1,4548837567,115276801,2.53420350369,11279403956,18406770982,0.612785586729,4064,0,0,0,0,0,0,2,0,0,0,0
0,cn4550,refined_surface_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,cn4550,local_volume_mesh,compute,95.155405168,1,51039019051,1497425449,2.93388367732,130544986999,207965224288,0.627725079738,117873,0,0,0,0,0,200835,5345377,0,0,0,0
0,cn4550,volume_refine,compute,17.677554406,1,53116827636,1646439444,3.09965695859,131830933795,231594854901,0.56923084,208615,0,0,0,0,0,1,171,0,0,0,0
0,cn4550,refined_volume_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,cn4550,adjacency_build,compute,0.00312863399995,1,48222799385,1449140803,3.00509473005,122303227096,196578968469,0.62215825044,8,0,0,0,0,0,0,1,0,0,0,0
0,cn4550,vertex_numbering_local,compute,0.111723228,1,48252364492,1450079965,3.00519980786,122377176689,196806841691,0.621813630245,1188,0,0,0,0,0,0,0,0,0,0,0
0,cn4550,vertex_count_allgather,communication,44.643007308,1,108278426265,1449239974,1.3384383427,241447596239,294696846922,0.819308379987,46,0,0,0,0,0,0,433,1,1,4,16
0,cn4550,element_count_allgather,communication,0.0023197849996,1,48225372488,1449108829,3.00486808964,122308411965,196577436071,0.622189476115,0,0,0,0,0,0,0,0,1,1,4,16
0,cn4550,vertex_exchange_prepare,compute,7.15999976819e-06,1,48222294857,1449108665,3.00505952547,122302300701,196572349577,0.622174486718,0,0,0,0,0,0,0,0,0,0,0,0
0,cn4550,vertex_exchange,communication,0.015959075,1,48243624678,1449191226,3.00390204026,122344600026,196606888855,0.622280331775,131,0,0,0,0,0,0,0,2,0,274604,0
0,cn4550,vertex_exchange_unpack,compute,1.33999992613e-06,1,48222294723,1449108638,3.00505947783,122302300325,196572329583,0.622174548088,0,0,0,0,0,0,0,0,0,0,0,0
0,cn4550,partition_result_io,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,cn4550,volume_exchange_pack,compute,3.456291895,2,98822412053,2925257531,2.96011549428,251468301804,400715472673,0.627548270414,1811,0,0,0,0,0,0,33,0,0,0,0
0,cn4550,volume_size_exchange,communication,1.077270356,1,49663190374,1449113043,2.91788149752,125147480165,198939281766,0.629073750815,4,0,0,0,0,0,0,10,2,2,8,8
0,cn4550,volume_payload_prepare,compute,0.00021752199973,1,48222295646,1449108736,3.00505962354,122302402180,196572597645,0.622174217796,34,0,0,0,0,0,0,0,0,0,0,0
0,cn4550,volume_payload_exchange,communication,0.00175824000007,1,48222768568,1449116819,3.00504691463,122303276335,196573832600,0.622174756006,330,0,0,0,0,0,0,0,2,2,2940480,2925360
0,cn4550,volume_exchange_unpack,compute,4.254419325,1,50202713130,1544333999,3.07619629043,127929256828,205166918919,0.623537446982,132273,0,0,0,0,0,0,43,0,0,0,0
0,cn4550,final_mesh_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,cn4550,testout_io,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,cn4550,final_count_exchange,communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,cn4550,quality_evaluation,postprocess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,cn4551,geometry_load,io,1.740099711,1,1403516160,23550126,1.67793764484,3316005802,3760494407,0.881800487677,6285,0,1035180,0,0,0,2,2,0,0,0,0
1,cn4551,coarse_local_size,setup,0.458094724,1,267472550,6246503,2.33538095778,632504012,883433882,0.715960780866,8633,0,0,0,0,0,124,64,0,0,0,0
1,cn4551,coarse_edge_mesh,setup,0.0126723660001,1,6348817,172294,2.71379691681,12804189,24963528,0.512915842665,528,0,0,0,0,0,0,0,0,0,0,0
1,cn4551,coarse_surface_mesh,setup,8.245401845,1,5669417448,163728788,2.88792965947,15310120192,17886970881,0.855936999834,17806,0,0,0,0,0,0,8,0,0,0,0
1,cn4551,coarse_volume_mesh,setup,14.237290256,1,5303075902,129895762,2.44944187865,13426839717,21334477256,0.629349365156,20870,0,0,0,0,0,81986,2664888,0,0,0,0
1,cn4551,coarse_mesh_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,cn4551,submesh_initialization,setup,0.000121821999983,1,4228744349,106092531,2.50884239491,10608067684,16607016639,0.63877022072,1,0,0,0,0,0,0,0,0,0,0,0
1,cn4551,metis_partition,compute,0.107093021,1,4289041742,111414118,2.59764592424,10752587793,16841428363,0.638460560544,54,0,0,0,0,0,0,0,0,0,0,0
1,cn4551,face_map_setup,compute,0.00659577700026,1,4231795494,106155325,2.50851736929,10615964298,16621264432,0.638697756204,3,0,0,0,0,0,0,0,0,0,0,0
1,cn4551,face_local_extract,compute,0.16221412,1,4294279905,108276745,2.52141796519,10782167431,16961225204,0.635695081064,468,0,0,0,0,0,0,1,0,0,0,0
1,cn4551,face_pre_collective_wait,synchronization,0.0167242140001,1,4251269905,106088237,2.49544816892,10652500232,16643524918,0.640038710819,0,0,0,0,0,0,0,0,0,0,0,0
1,cn4551,face_collective_setup,compute,0.000148342000102,1,4228665037,106089145,2.50880937771,10607922604,16606935697,0.63876459797,15,0,0,0,0,0,0,0,0,0,0,0
1,cn4551,face_allgatherv,communication,0.059219966,1,4350063186,106470644,2.44756545934,10843579316,16727630463,0.648243595528,802,0,0,0,0,0,0,0,1,1,1214768,4859624
1,cn4551,face_global_merge,compute,0.073117248,1,4246913852,106983020,2.51907676323,10652567832,16767309846,0.635317646649,0,0,0,0,0,0,0,0,0,0,0,0
1,cn4551,part_face_create,compute,0.0233750309999,1,4235458441,106354793,2.51105740929,10624305159,16657955856,0.637791650479,2,0,0,0,0,0,0,0,0,0,0,0
