rank,host,total_wall_seconds,coarse_points,coarse_surface_elements,coarse_volume_elements,facemap_entries,physical_boundary_faces,partition_boundary_faces,local_points_before_adjacency,local_surface_elements_before_adjacency,local_volume_elements_before_adjacency,shared_vertices,adjacent_processes,vertex_send_items,vertex_receive_items,volume_send_items,volume_receive_items,local_points_after_adjacency,local_surface_elements_after_adjacency,local_volume_elements_after_adjacency,peak_rss_mib,hardware_cache_available,process_io_available
39,cn3346,47.500982793,8067,12694,26411,15125,12694,2431,111425,56832,580992,13257,4,0,13257,26176,26066,122530,56832,607058,351.609375,1,1
40,cn3346,47.482519346,8067,12694,26411,15125,12694,2431,104667,53760,545344,14240,6,14214,130,27959,28138,116572,53760,573482,351.640625,1,1
41,cn3346,47.579025816,8067,12694,26411,15125,12694,2431,173500,87552,906176,8714,6,4958,3835,16884,16810,180751,87552,922986,376.1640625,1,1
42,cn3346,47.566368707,8067,12694,26411,15125,12694,2431,162251,80384,849984,9329,4,6287,3122,18072,18130,170000,80384,868114,374.98046875,1,1
43,cn3346,47.6421533,8067,12694,26411,15125,12694,2431,202704,77824,1099584,5274,3,0,5274,10188,10024,207252,77824,1109608,531.72265625,1,1
44,cn3346,47.463345889,8067,12694,26411,15125,12694,2431,105077,53760,547840,12729,5,8095,4666,25212,25172,115656,53760,573012,351.390625,1,1
45,cn3346,47.48060714,8067,12694,26411,15125,12694,2431,102781,52224,536320,15032,5,3891,11219,29919,29820,115200,52224,566140,351.49609375,1,1
46,cn3346,47.543895987,8067,12694,26411,15125,12694,2431,151997,71680,801920,8825,5,2738,6093,17271,17405,159163,71680,819325,374.69140625,1,1
47,cn3346,47.585689845,8067,12694,26411,15125,12694,2431,162072,88064,836800,10554,6,0,10554,20482,20389,170976,88064,857189,376.3046875,1,1
48,cn3347,47.505035565,8067,12694,26411,15125,12694,2431,123159,61440,644544,13137,8,13045,208,25792,25842,134060,61440,670386,359.0078125,1,1
49,cn3347,47.53761463,8067,12694,26411,15125,12694,2431,131653,64512,690944,14385,9,10971,3608,28307,28419,143701,64512,719363,353.19921875,1,1
50,cn3347,47.609686955,8067,12694,26411,15125,12694,2431,181077,87552,951936,8977,5,4498,4529,17630,17577,188687,87552,969513,375.94921875,1,1
51,cn3347,47.575988358,8067,12694,26411,15125,12694,2431,155871,80384,811712,11361,7,0,11361,22234,22246,165304,80384,833958,375.296875,1,1
52,cn3347,47.536587998,8067,12694,26411,15125,12694,2431,152189,78336,792832,8786,6,5548,3289,17032,16992,159390,78336,809824,374.84765625,1,1
53,cn3347,47.533551664,8067,12694,26411,15125,12694,2431,127457,62464,668672,13848,8,5500,8431,27201,27139,139230,62464,695811,352.2109375,1,1
54,cn3347,47.474696646,8067,12694,26411,15125,12694,2431,143862,61440,768512,3146,4,984,2178,5927,5943,146486,61440,774455,352.44921875,1,1
55,cn3347,47.430408031,8067,12694,26411,15125,12694,2431,125741,54272,671104,2449,3,0,2449,4656,4684,127729,54272,675788,351.17578125,1,1
56,cn3347,47.55290672,8067,12694,26411,15125,12694,2431,134289,61440,711424,13640,6,8520,5206,26510,26709,145685,61440,738133,352.3203125,1,1
57,cn3347,47.640539439,8067,12694,26411,15125,12694,2431,188082,100352,973696,9258,6,2689,6602,17899,17776,195866,100352,991472,379.6484375,1,1
58,cn3347,47.497077596,8067,12694,26411,15125,12694,2431,112561,58880,584960,14416,8,10412,4196,28480,28625,124304,58880,613585,351.7265625,1,1
59,cn3347,47.583747905,8067,12694,26411,15125,12694,2431,162439,76288,857536,11721,6,2536,9217,22992,22912,172289,76288,880448,374.609375,1,1
60,cn3347,47.45632778,8067,12694,26411,15125,12694,2431,140763,49152,771648,1785,1,1785,0,3363,3340,142275,49152,774988,350.33203125,1,1
61,cn3347,47.586193552,8067,12694,26411,15125,12694,2431,165511,81920,867008,10370,9,2461,7972,20175,20099,174653,81920,887107,374.80078125,1,1
62,cn3347,47.559715556,8067,12694,26411,15125,12694,2431,145999,79872,753088,13417,9,1904,11513,26212,26145,157327,79872,779233,374.06640625,1,1
63,cn3347,47.410228386,8067,12694,26411,15125,12694,2431,118573,56320,624768,2329,2,0,2329,4354,4363,120621,56320,629131,350.91015625,1,1
