rank,host,total_wall_seconds,coarse_points,coarse_surface_elements,coarse_volume_elements,facemap_entries,physical_boundary_faces,partition_boundary_faces,local_points_before_adjacency,local_surface_elements_before_adjacency,local_volume_elements_before_adjacency,shared_vertices,adjacent_processes,vertex_send_items,vertex_receive_items,volume_send_items,volume_receive_items,local_points_after_adjacency,local_surface_elements_after_adjacency,local_volume_elements_after_adjacency,peak_rss_mib,hardware_cache_available,process_io_available
0,cn4988,43.380903626,8067,12694,26411,16427,12694,3733,70989,38400,366848,11192,10,11235,119,21897,22035,80244,38400,388883,302.58984375,0,1
1,cn4989,43.375313896,8067,12694,26411,16427,12694,3733,89075,46080,463424,6641,5,4033,2657,12922,12956,94585,46080,476380,305.01953125,0,1
2,cn4990,43.34383593,8067,12694,26411,16427,12694,3733,75839,38912,395200,5313,5,3899,1464,10358,10336,80218,38912,405536,285.375,0,1
3,cn4991,43.32106954,8067,12694,26411,16427,12694,3733,68537,38400,351872,3745,4,1347,2416,7248,7231,71652,38400,359103,285.375,0,1
4,cn4992,43.372825902,8067,12694,26411,16427,12694,3733,63229,36864,322560,13039,8,9346,3839,25835,25839,74122,36864,348399,298.296875,0,1
5,cn4993,43.375758186,8067,12694,26411,16427,12694,3733,49901,29696,253568,10024,7,7148,3036,19959,19874,58446,29696,273442,310.48828125,0,1
6,cn4994,43.39091901,8067,12694,26411,16427,12694,3733,106317,51200,559104,4817,5,1524,3323,9258,9249,110400,51200,568353,356.8359375,0,1
7,cn4995,43.353467946,8067,12694,26411,16427,12694,3733,77295,43008,397632,7801,7,2269,5551,15202,15233,83868,43008,412865,300.4140625,0,1
8,cn4996,43.374966017,8067,12694,26411,16427,12694,3733,64251,35840,330304,10800,8,7984,2947,21235,21164,73275,35840,351468,296.28125,0,1
9,cn4997,43.344577979,8067,12694,26411,16427,12694,3733,81135,39936,425280,3897,3,984,2929,7491,7536,84200,39936,432816,279.09765625,0,1
10,cn4998,43.364771176,8067,12694,26411,16427,12694,3733,67455,35328,350272,9520,6,5327,4258,18648,18646,75438,35328,368918,259.2578125,0,1
11,cn4999,43.361548439,8067,12694,26411,16427,12694,3733,88847,48128,458816,3145,3,684,2463,5924,5888,91495,48128,464704,285.71484375,0,1
12,cn5000,43.377092116,8067,12694,26411,16427,12694,3733,98883,50176,516032,3793,4,3793,33,7245,7207,102102,50176,523239,285.4296875,0,1
13,cn5001,43.362508791,8067,12694,26411,16427,12694,3733,64149,33792,332928,10256,6,3361,6965,20202,20249,72698,33792,353177,290.16015625,0,1
14,cn5002,43.392125774,8067,12694,26411,16427,12694,3733,94897,49152,493568,6042,5,2673,3369,11636,11736,99989,49152,505304,277.28125,0,1
15,cn5003,43.392259717,8067,12694,26411,16427,12694,3733,106807,37376,585152,2673,1,0,2673,5267,5186,108983,37376,590338,348.84375,0,1
16,cn5004,43.374680601,8067,12694,26411,16427,12694,3733,65069,40960,327296,10488,6,10405,141,20330,20378,73858,40960,347674,297.3515625,0,1
17,cn5005,43.395158997,8067,12694,26411,16427,12694,3733,109925,54784,574976,3689,3,1272,2449,6942,6947,112978,54784,581923,358.078125,0,1
18,cn5006,43.344116606,8067,12694,26411,16427,12694,3733,74431,39936,385088,4017,4,4004,32,7776,7798,77652,39936,392886,283.90234375,0,1
19,cn5007,43.37259788,8067,12694,26411,16427,12694,3733,68069,35328,353920,10256,5,4347,6035,20232,20174,76732,35328,374094,265.54296875,0,1
20,cn5008,43.350713522,8067,12694,26411,16427,12694,3733,74057,39424,383488,9265,8,6369,3026,18002,18073,81995,39424,401561,294.25,0,1
21,cn5009,43.378636117,8067,12694,26411,16427,12694,3733,99025,51712,514304,4817,6,2248,2618,9321,9284,103069,51712,523588,285.75390625,0,1
22,cn5010,43.349757815,8067,12694,26411,16427,12694,3733,74425,44544,377984,8041,7,3978,4140,15806,15797,81230,44544,393781,285.625,0,1
23,cn5011,43.337584029,8067,12694,26411,16427,12694,3733,66631,39936,338112,7993,9,4821,3351,15803,15751,73420,39936,353863,297.46875,0,1
24,cn5012,43.314383229,8067,12694,26411,16427,12694,3733,47819,29184,241984,8833,6,6344,2630,17589,17648,55084,29184,259632,229.92578125,0,1
25,cn5013,43.384377165,8067,12694,26411,16427,12694,3733,49313,29184,251008,11935,8,5542,6510,23767,23852,59251,29184,274860,275.4296875,0,1
26,cn5014,43.345535667,8067,12694,26411,16427,12694,3733,64725,35328,333952,9016,7,3175,5878,18050,17909,72172,35328,351861,265.453125,0,1
27,cn5015,43.339050207,8067,12694,26411,16427,12694,3733,55935,33792,283584,10360,7,2141,8266,20398,20409,64490,33792,303993,264.5234375,0,1
28,cn5016,43.337049132,8067,12694,26411,16427,12694,3733,53457,32256,270848,10976,11,4361,6713,21670,21736,62627,32256,292584,277.5546875,0,1
29,cn5017,43.355150077,8067,12694,26411,16427,12694,3733,72617,40960,372608,7649,5,2780,4887,15000,15035,78916,40960,387643,269.7265625,0,1
30,cn5018,43.341802718,8067,12694,26411,16427,12694,3733,51627,30720,262336,9632,7,2887,6782,19160,19037,59707,30720,281373,284.1171875,0,1
31,cn5019,43.34296855,8067,12694,26411,16427,12694,3733,71473,39424,368128,7513,5,0,7513,14700,14730,77818,39424,382858,283.46484375,0,1
32,cn5020,43.36160191,8067,12694,26411,16427,12694,3733,67615,32768,355264,3033,1,3033,0,6006,5967,70099,32768,361231,260.9765625,0,1
33,cn5021,43.426740815,8067,12694,26411,16427,12694,3733,59077,33792,302464,5362,4,2363,3033,10335,10362,63713,33792,312826,258.29296875,0,1
34,cn5022,43.469059797,8067,12694,26411,16427,12694,3733,78515,44032,403136,8784,10,7430,1494,17055,17058,86166,44032,420194,296.34375,0,1
