rank,host,stage,category,time_s,calls,cache_references,cache_misses,cache_miss_rate_percent,instructions,cycles,ipc,minor_faults,major_faults,rchar_bytes,wchar_bytes,physical_read_bytes,physical_write_bytes,voluntary_context_switches,involuntary_context_switches,send_messages,receive_messages,send_bytes,receive_bytes
0,cn2448,geometry_load,io,1.945376418,1,0,0,0,0,0,0,6995,0,1035099,0,1007616,0,21,9,0,0,0,0
0,cn2448,coarse_local_size,setup,0.501523552,1,0,0,0,0,0,0,7423,0,0,0,0,0,128,81,0,0,0,0
0,cn2448,coarse_edge_mesh,setup,0.0153327549997,1,0,0,0,0,0,0,515,0,0,0,0,0,3,0,0,0,0,0
0,cn2448,coarse_surface_mesh,setup,8.711296148,1,0,0,0,0,0,0,17150,0,0,0,0,0,27,80,0,0,0,0
0,cn2448,coarse_volume_mesh,setup,14.231654801,1,0,0,0,0,0,0,28076,0,0,0,0,0,86197,2748043,0,0,0,0
0,cn2448,coarse_mesh_save,io,0.282870243,1,0,0,0,0,0,0,1160,0,112,3191042,0,3194880,5,0,0,0,0,0
0,cn2448,submesh_initialization,setup,0.000124101999972,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,cn2448,metis_partition,compute,0.126621323,1,0,0,0,0,0,0,228,0,0,0,0,0,1,0,0,0,0,0
0,cn2448,face_map_setup,compute,0.00742723399981,1,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0
0,cn2448,face_local_extract,compute,0.17212022,1,0,0,0,0,0,0,826,0,0,0,0,0,0,0,0,0,0,0
0,cn2448,face_pre_collective_wait,synchronization,2.64599998445e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,cn2448,face_collective_setup,compute,0.000150222000229,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
0,cn2448,face_allgatherv,communication,0.0492315840002,1,0,0,0,0,0,0,802,0,0,0,0,0,0,0,1,1,2429720,4859624
0,cn2448,face_global_merge,compute,0.0795368270001,1,0,0,0,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0
0,cn2448,part_face_create,compute,0.0317409419999,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,cn2448,surface_refine,compute,0.28274338,1,0,0,0,0,0,0,7797,0,0,0,0,0,0,1,0,0,0,0
0,cn2448,refined_surface_save,io,0.425313326,1,0,0,0,0,0,0,0,0,119,6795074,0,6795264,4,2,0,0,0,0
0,cn2448,local_volume_mesh,compute,282.782231255,1,0,0,0,0,0,0,103055,0,0,0,0,0,542685,6104080,0,0,0,0
0,cn2448,volume_refine,compute,34.175183838,1,0,0,0,0,0,0,1449955,0,0,0,0,0,0,37,0,0,0,0
