experiment,processes,repeat,timestamp,total_wall_avg_s,total_wall_max_s,unprofiled_avg_s,unprofiled_max_s,profile_coverage_percent,setup_avg_s,setup_max_s,compute_avg_s,compute_max_s,postprocess_avg_s,postprocess_max_s,communication_avg_s,communication_max_s,synchronization_avg_s,synchronization_max_s,communication_fraction_avg_percent,communication_fraction_max_percent,io_avg_s,io_max_s,io_fraction_max_percent,io_counter_available_ranks,cache_available_ranks,cache_references_total,cache_misses_total,cache_miss_rate_percent,instructions_total,cycles_total,ipc,minor_faults_total,major_faults_total,logical_read_total_bytes,logical_write_total_bytes,physical_read_total_bytes,physical_write_total_bytes,peak_rss_avg_mib,peak_rss_max_mib,local_volume_elements_avg,local_volume_elements_max,volume_imbalance_max_over_avg,core_only
strong_scaling_core_timing_l2_r2_20260810-225842,16,1,20260810-230010,83.4613707606,83.864367309,5.62427915,6.518767567,93.2612188145,23.6174297781,28.805502136,42.8612269937,52.416392033,0,0,9.27093364938,18.308008954,0.0182012925625,0.034515498,11.1298614644,21.8451321781,2.06929989675,2.134301151,2.54494396069,16,0,0,0,0,0,0,0,2279532,0,16561553,0,166858752,0,949.350830078,1028.7734375,2953740,3571520,1.20915178723,1
