processes	nodes	repeat	state	exit_code	runtime_s	log
128	128	1	COMPLETED	0	45	/vol8/home/hnu_lhz/cjz/NETGEN/test_code_expansion/strong_scaling_results/strong_scaling_core_timing_l2_r2_20260810-225842/launcher_logs/p00128_repeat_01.log
