experiment,processes,repeat,timestamp,total_wall_avg_s,total_wall_max_s,unprofiled_avg_s,unprofiled_max_s,profile_coverage_percent,setup_avg_s,setup_max_s,compute_avg_s,compute_max_s,postprocess_avg_s,postprocess_max_s,communication_avg_s,communication_max_s,synchronization_avg_s,synchronization_max_s,communication_fraction_avg_percent,communication_fraction_max_percent,arrival_wait_fraction_avg_percent,arrival_wait_fraction_max_percent,communication_plus_wait_fraction_avg_percent,communication_plus_wait_fraction_max_percent,io_avg_s,io_max_s,io_fraction_max_percent,io_counter_available_ranks,cache_available_ranks,cache_references_total,cache_misses_total,cache_miss_rate_percent,instructions_total,cycles_total,ipc,minor_faults_total,major_faults_total,logical_read_total_bytes,logical_write_total_bytes,physical_read_total_bytes,physical_write_total_bytes,peak_rss_avg_mib,peak_rss_max_mib,local_volume_elements_avg,local_volume_elements_max,volume_imbalance_max_over_avg,core_only
core_cache,16,1,20260812-213843,82.6838851659,82.898095751,0.917687097625,1.300547449,98.8901258138,24.4279534156,24.84332421,46.2627403152,55.110046218,0,0,0.27829842575,0.641889816,8.76465355594,18.62978766,0.336581215544,0.774311894845,10.6001955984,22.4731189435,10.9367768139,22.952299468,2.03255235581,2.068071919,2.49471583185,16,16,5.90367682192e+12,152766125230,2.58764376571,1.55418814225e+13,2.64236918975e+13,0.588179785125,2378404,0,16562970,0,11563008,0,916.666503906,997.36328125,2953740,3571520,1.20915178723,1
