experiment,processes,page_cache_policy,cold_cache_state,cold_repetitions,warm_repetitions,cold_total_wall_max_s,warm_total_wall_max_s,cold_over_warm,cold_penalty_percent,cold_speedup,warm_speedup,cold_parallel_efficiency_percent,warm_parallel_efficiency_percent,warm_total_time_cv_percent,cold_communication_max_s,warm_communication_max_s,cold_communication_fraction_max_percent,warm_communication_fraction_max_percent,cold_arrival_wait_max_s,warm_arrival_wait_max_s,cold_arrival_wait_fraction_max_percent,warm_arrival_wait_fraction_max_percent,cold_communication_plus_wait_fraction_max_percent,warm_communication_plus_wait_fraction_max_percent,cold_io_max_s,warm_io_max_s,cold_io_fraction_max_percent,warm_io_fraction_max_percent,cold_physical_read_total_bytes,warm_physical_read_total_bytes,cold_physical_write_total_bytes,warm_physical_write_total_bytes,cold_cache_miss_rate_percent,warm_cache_miss_rate_percent,cold_ipc,warm_ipc
core_cache,1,evict-first,cold,1,5,719.653310994,722.08238128,0.9966360205580779,-0.3363979441922127,1.0,1.0,100.0,100.0,0.3107245458500517,0.0482131329995,0.0472067820006,0.00669949436249,0.00651540225413,1.81999998858e-05,1.78200001528e-05,2.52899550489e-06,2.47587082258e-06,0.006702023358,0.00651761054781,1.994204917,1.728472989,0.277106335305,0.239970690362,12939264.0,0.0,0.0,0.0,2.91809206694,2.88594388373,0.612860472971,0.619646351471
core_cache,8,evict-first,cold,1,5,122.271708561,118.226128152,1.0342190044809614,3.421900448096138,5.885689498114545,6.1076379017643125,73.57111872643182,76.34547377205391,0.3119041414408372,0.778304253,0.882494672001,0.636536662618,0.746446395391,21.759873311,20.776464723,17.7963271857,17.6252621629,18.0861164469,17.8248474011,5.20555366,1.767258531,4.25736560097,1.49487639172,12341248.0,0.0,0.0,0.0,nan,nan,nan,nan
core_cache,16,evict-first,cold,1,5,82.898095751,82.296898452,1.007305224258854,0.7305224258854048,8.681180242735778,8.774114150865085,54.257376517098606,54.83821344290678,0.4745661777224079,0.641889816,0.382924177001,0.774311894845,0.463776480278,18.62978766,18.188768428,22.4731189435,22.1077687067,22.952299468,22.671517849,2.068071919,1.795880678,2.49471583185,2.18425756233,11563008.0,0.0,0.0,0.0,2.58764376571,2.48337788888,0.588179785125,0.596420333256
core_cache,32,evict-first,cold,1,5,59.080897691,58.4344407,1.0110629447848893,1.106294478488934,12.1808120580339,12.357136863637338,38.06503768135594,38.61605269886668,0.31438372681044907,0.345278468999,0.355147520001,0.584416423063,0.608490794236,11.983230872,11.939219112,20.2827501618,20.3962875577,20.7719459328,20.9402749906,2.049379745,1.807712778,3.46876879854,3.07918732684,22487040.0,0.0,0.0,0.0,2.41382013098,2.32649427865,0.603414767083,0.60863804454
core_cache,64,evict-first,cold,1,5,47.6421533,46.382396225,1.0271602413314083,2.7160241331408264,15.105390104061481,15.568026666349752,23.602172037596063,24.325041666171487,0.5042759180133056,0.297900377,0.274886023001,0.62528739019,0.590491418537,7.26351456,7.416988813,15.2459829308,15.9909565194,15.5770956495,16.2637362835,3.03712929,1.81623476,6.37487829502,3.90412889406,38232064.0,0.0,0.0,0.0,2.34811430619,2.27833231416,0.60154579757,0.605267330649
core_cache,128,evict-first,cold,1,5,42.205358387,40.585352764,1.0399160168058703,3.9916016805870314,17.051230898104777,17.791699026957854,13.321274139144357,13.899764864810823,0.3622879915153694,1.231963767,0.212720153,2.9189747797,0.524230303618,5.790859043,5.551561351,13.7206725978,13.6787312982,15.5132023165,14.007973628,2.061198063,1.832967562,4.88373548235,4.51632778125,80531456.0,0.0,0.0,0.0,2.33990331451,2.23025108163,0.598823277173,0.602547522886
core_cache,256,evict-first,cold,1,5,37.822007504,37.262160225,1.0150245524043553,1.5024552404355296,19.027369473127266,19.378435842684695,7.432566200440338,7.5697015010487085,0.1876772583476959,0.17127475,0.1521101,0.452844154244,0.40794003794,3.950880656,3.797344331,10.4459834809,10.1839969236,10.8592271221,10.5919369616,2.083950287,1.849400775,5.50988809037,4.9562397595,177606656.0,0.0,0.0,0.0,2.31626957762,2.17698550958,0.595148374007,0.601894080702
