experiment,processes,collective,cold_arrival_wait_max_s,cold_aligned_execution_max_s,cold_wait_percent_of_pair,warm_arrival_wait_max_s,warm_aligned_execution_max_s,warm_wait_percent_of_pair
core_cache,1,face_allgatherv,1.63999993674e-06,0.0479808309997,0.003417914714630716,1.27999965116e-06,0.046383472,0.002759526775457647
core_cache,1,vertex_count_allgather,1.27200000861e-05,9.97409997581e-05,11.310587762621616,1.21400000808e-05,7.57809998504e-05,13.807850331888629
core_cache,1,element_count_allgather,3.83999986298e-06,1.04000000647e-05,26.96629130956476,4.08000005336e-06,9.59999988481e-06,29.824561928366418
core_cache,8,face_allgatherv,0.0091902600002,0.0625688760001,12.807093998681337,0.0301725339996,0.0601861250002,33.39196744793079
core_cache,8,vertex_count_allgather,21.749724398,0.00390993099973,99.98202630907281,20.769524293,0.000241343000198,99.99883800807179
core_cache,8,element_count_allgather,0.00138959900005,1.73799999175e-05,98.7647292590791,0.00152976000027,1.97599997591e-05,98.72476639483654
core_cache,16,face_allgatherv,0.0325713900002,0.068807483,32.128380436953314,0.0331308960003,0.063312197,34.352792895388525
core_cache,16,vertex_count_allgather,18.610999995,0.00220632699984,99.98814644311318,18.170512036,0.000370344000203,99.99796188213396
core_cache,16,element_count_allgather,0.000483645999793,3.31010000991e-05,93.594350793326,0.000586746999943,3.19000000673e-05,94.84358607303214
core_cache,32,face_allgatherv,0.0221485010002,0.092714978,19.282457046387595,0.0374416730001,0.0715197250001,34.36232802375689
core_cache,32,vertex_count_allgather,11.962818872,0.00421481400008,99.9647797932999,11.915241166,0.000565286999972,99.9952559904174
core_cache,32,element_count_allgather,0.00220994799975,0.000159522000104,93.26760836331208,0.00215562699987,0.000338844999987,86.41616342029798
core_cache,64,face_allgatherv,0.033224411,0.0827289270001,28.653259641366557,0.033877162,0.0786434320003,30.10752147283339
core_cache,64,vertex_count_allgather,7.244755629,0.0125988120003,99.82639938420088,7.395828949,0.000654549000046,99.99115053795195
core_cache,64,element_count_allgather,0.00101267400032,0.000244323000061,80.56296077182802,0.00135875600017,0.000262643000042,83.80145787633647
core_cache,128,face_allgatherv,0.0589081090002,0.0908647890001,39.33162126573929,0.0417644200002,0.079506952,34.43881215438968
core_cache,128,vertex_count_allgather,5.750100815,0.00477978499976,99.91694380245247,5.519836951,0.000751727999614,99.98638319129853
core_cache,128,element_count_allgather,0.000837390000015,0.000122220999856,87.26348490456758,0.00100379100013,0.000281542999801,78.09573232979801
core_cache,256,face_allgatherv,0.0753037429999,0.105935038,41.54946451551203,0.0762462490002,0.0841266469997,47.54310167239702
core_cache,256,vertex_count_allgather,3.926831076,0.00618640700031,99.84270583522577,3.753922302,0.00069012899985,99.98161916808904
core_cache,256,element_count_allgather,0.000546866999684,0.00012026200011,81.97320156264603,0.000543127000128,0.000133801999709,80.23396844555063
