experiment,processes,repetitions,stage,category,time_avg_s,time_max_s,max_over_avg,max_percent_of_total,cache_valid_repetitions,cache_miss_rate_percent,ipc,io_valid_repetitions,minor_faults_total,major_faults_total,logical_read_total_bytes,logical_write_total_bytes,physical_read_total_bytes,physical_write_total_bytes,send_messages_total,receive_messages_total,send_total_bytes,receive_total_bytes,send_max_rank_bytes,receive_max_rank_bytes
core_cache,1,6,refined_surface_save,io,0.0,0.0,0.0,0.0,6,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,1,6,refined_volume_save,io,0.0,0.0,0.0,0.0,6,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,1,6,submesh_initialization,setup,0.0001299509999625,0.0001299509999625,1.0,1.800338622745e-05,6,1.98166951958,0.6411979218120001,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,1,6,surface_refine,compute,0.576795077,0.576795077,1.0,0.07987899995610001,6,2.25094797546,0.6185793894864999,6,11843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,1,6,testout_io,io,0.0,0.0,0.0,0.0,6,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,1,6,vertex_count_allgather,communication,8.776099980425e-05,8.776099980425e-05,1.0,1.2177188043549999e-05,6,2.8970673859850002,0.6210280560154999,6,6.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0
core_cache,1,6,vertex_count_pre_collective_wait,synchronization,1.2430000083449999e-05,1.2430000083449999e-05,1.0,1.727111061195e-06,6,2.89706726356,0.6210280968740001,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,1,6,vertex_exchange,communication,6.00000021223e-07,6.00000021223e-07,1.0,8.309224788695e-08,6,2.897067254985,0.6210280998219999,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,1,6,vertex_exchange_prepare,compute,2.970000082315e-06,2.970000082315e-06,1.0,4.112844278925e-07,6,2.897067262535,0.6210280920455,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,1,6,vertex_exchange_unpack,compute,1.659999952605e-06,1.659999952605e-06,1.0,2.29985892932e-07,6,2.897067258965,0.621028098851,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,1,6,vertex_numbering_local,compute,0.3076760955,0.3076760955,1.0,0.0426788070389,6,2.89776625789,0.6207903571735001,6,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,1,6,volume_exchange_pack,compute,7.4809017185,7.4809017185,1.0,1.035457585045,6,2.90118327733,0.6181709704655001,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,1,6,volume_exchange_unpack,compute,21.6092953785,21.6092953785,1.0,2.998600734645,6,2.949712957865,0.6131179923395,6,472350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,1,6,volume_payload_exchange,communication,3.8999996832e-07,3.8999996832e-07,1.0,5.42102764657e-08,6,2.897067258195,0.621028100371,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,1,6,volume_payload_prepare,compute,3.699999524545e-07,3.699999524545e-07,1.0,5.129595578685e-08,6,2.89706725791,0.6210281003245,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,1,6,volume_refine,compute,72.124298469,72.124298469,1.0,9.988310036665,6,2.96024788556,0.5851176337235,6,2964736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,1,6,volume_size_exchange,communication,2.644049993705e-05,2.644049993705e-05,1.0,3.6534632727349997e-06,6,2.89706725922,0.6210280990054999,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
