experiment,processes,repeat,timestamp,total_wall_avg_s,total_wall_max_s,unprofiled_avg_s,unprofiled_max_s,profile_coverage_percent,setup_avg_s,setup_max_s,compute_avg_s,compute_max_s,postprocess_avg_s,postprocess_max_s,communication_avg_s,communication_max_s,synchronization_avg_s,synchronization_max_s,communication_fraction_avg_percent,communication_fraction_max_percent,arrival_wait_fraction_avg_percent,arrival_wait_fraction_max_percent,communication_plus_wait_fraction_avg_percent,communication_plus_wait_fraction_max_percent,io_avg_s,io_max_s,io_fraction_max_percent,io_counter_available_ranks,cache_available_ranks,cache_references_total,cache_misses_total,cache_miss_rate_percent,instructions_total,cycles_total,ipc,minor_faults_total,major_faults_total,logical_read_total_bytes,logical_write_total_bytes,physical_read_total_bytes,physical_write_total_bytes,peak_rss_avg_mib,peak_rss_max_mib,local_volume_elements_avg,local_volume_elements_max,volume_imbalance_max_over_avg,core_only
core_cache,16,2,20260812-214007,82.095632908,82.296898452,1.01287115781,1.566924371,98.7662301612,24.3826419687,24.870601601,46.2292699435,54.737693831,0,0,0.28819331575,0.532700268,8.41327772106,18.188768428,0.351045854136,0.647290818998,10.2481428342,22.1014020821,10.5991886883,22.7048819305,1.76937880119,1.797576228,2.18425756233,16,16,5.47939800707e+12,136074158551,2.48337788888,1.45954862047e+13,2.44718118931e+13,0.596420333256,2367891,0,16562881,0,0,0,916.479980469,997.109375,2953740,3571520,1.20915178723,1
