algorithm,timing,ranks,partition_seed,repeat,core_seconds,face_pipeline_seconds,face_exchange_seconds,vertex_wait_seconds,compute_imbalance,element_imbalance,volume_elements_sum,face_payload_receive_bytes,predicted_actual_correlation,compute_wait_correlation,cut_before,cut_after,partition_moves,compute_max_seconds,compute_mean_seconds,vertex_wait_mean_seconds,face_completion_spread,vertex_arrival_spread,post_face_compute_max_seconds,face_completion_wait_correlation,partition_adopted,partition_proposed_moves,closure_total_before,closure_total_after,closure_max_before,closure_max_after,candidate_closure_total,candidate_closure_max,seed_max_seconds,candidate_max_seconds,partition_rejection_flags,seed_lower_seconds,candidate_upper_seconds,net_gain_lower_seconds,correction_seconds,search_timed_out,search_skipped,mapping_moved_nodes,mapping_predicted_gain_seconds,metis_partition_seconds,partition_cost_setup_seconds,partition_cost_balance_seconds,partition_node_mapping_seconds,phase_0_max_seconds,phase_0_prediction_wape,phase_1_max_seconds,phase_1_prediction_wape,phase_2_max_seconds,phase_2_prediction_wape,phase_3_max_seconds,phase_3_prediction_wape
balance,natural,4096,41,1,15.425729446000332,3.039772885000275,2.7697198840000965,,1.3688648116335977,1.6946711816597597,2796745216,19900160280,0.6019837742373437,,20305,20305,0,9.083424808000018,6.635735487392576,,2.617206023000108,6.511393436000162,9.084314180000092,,1,0,0,0,0,0,0,0,9.92937326245541,7.830234461239311,0,0,0,0,0.000128081,0,0,254,2.0990107202160995,2.6568177210001522,0.39775693100000353,0.03901129199994102,0.0018652799999472336,0.05715107900005023,0.4753711843453952,7.850937772000179,0.05509022158930939,1.2212130389998492,0.065864424159034,0.05861032399980104,0.39047698192212127
balance,natural,4096,41,2,15.347406531999923,3.0728488739999875,2.790993888999992,,1.357640635919692,1.6946711816597597,2796745216,19900160280,0.6004491521608949,,20305,20305,0,9.012050486000021,6.638023529617677,,2.6259877559999723,6.386806596999918,9.012779075000026,,1,0,0,0,0,0,0,0,9.961173510827473,7.830234461239311,0,0,0,0,0.000130701,0,0,256,2.130808348588163,2.6068370780000123,0.39864848100000927,0.038946032000012565,0.0018506999999772233,0.06308375800006161,0.47481876438542703,7.781673074999958,0.054800552721526355,1.221469739999975,0.06594616891620068,0.06475387099999352,0.39408402491445715
balance,natural,4096,41,3,15.29788510000003,3.039660463999894,2.7607412339999655,,1.3606205234815039,1.6946711816597597,2796745216,19900160280,0.6023396877260498,,20305,20305,0,9.029695360000005,6.636453885683839,,2.5401572370001304,6.185200078999969,9.03053189000002,,1,0,0,0,0,0,0,0,9.919737677646213,7.830234461239311,0,0,0,0,0.000130382,0,0,256,2.089372834406902,2.622014676000049,0.3966338589999623,0.0390852940000741,0.0018606410000074902,0.060251005999930385,0.4748126056557641,7.804406149999977,0.05506224768883574,1.2118896430000632,0.06572717345158943,0.05899177999992844,0.3914680942502561
balance,natural,4096,41,4,15.29595967399996,3.0457280209998316,2.7739481260000503,,1.3610564112807786,1.6946711816597597,2796745216,19900160280,0.6011908027944278,,20305,20305,0,9.03413086899991,6.637587387357905,,2.572619812000312,6.353338688000122,9.034968798999898,,1,0,0,0,0,0,0,0,9.92937326245541,7.830234461239311,0,0,0,0,0.000129121,0,0,254,2.0990096802160996,2.6012009000000944,0.39970741599995563,0.039161194999906,0.0018481810000139376,0.06063691400004245,0.4748575114552722,7.820724216999906,0.054972444565535246,1.2182682549998844,0.06570557900738128,0.0579349380000167,0.39199672154048476
balance,natural,4096,41,5,15.360028315999898,3.0406756370000494,2.769817181999997,,1.3669932692240705,1.6946711816597597,2796745216,19900160280,0.5992460961070873,,20305,20305,0,9.071844058999659,6.636348739411861,,2.5052685670002575,6.22595588199988,9.072797050999952,,1,0,0,0,0,0,0,0,9.961173510827473,7.830234461239311,0,0,0,0,0.000136662,0,0,256,2.1308023875881625,2.623433322999972,0.4063018090000696,0.039255416000059995,0.001879320999933043,0.05654022599992459,0.4744939200795633,7.845486316000006,0.05516581823440556,1.2254908229999728,0.06591579781806824,0.07649782899989077,0.391354920581369
balance,split,4096,41,1,15.478949579999977,3.0517073110000013,2.738917284999985,6.328706337999989,1.377325613518283,1.6946711816597597,2796745216,19900160280,0.5998573413612095,-0.5256875193481889,20305,20305,0,9.143476274999983,6.638572742173585,3.0923735070788574,2.6956798370000286,6.32844068,9.144267423999992,-0.8578763972378607,1,0,0,0,0,0,0,0,9.92937326245541,7.830234461239311,0,0,0,0,0.000136561,0,0,254,2.0990022402160995,2.5441312089999997,0.4065084689999878,0.03922459499997899,0.0018765410000014526,0.05922691499998223,0.47525531529241716,7.915222068999981,0.05485875967058546,1.2354582940000114,0.06600593767454316,0.06290355900000577,0.39246421710480534
balance,split,4096,41,2,15.342344329999946,3.0667776410000442,2.745663560999901,6.351840736000099,1.3662541757268662,1.6946711816597597,2796745216,19900160280,0.5967282273794969,-0.5236654547921301,20305,20305,0,9.068658411000115,6.6376070954553255,3.1785111754436035,2.6513009420000344,6.351636252000048,9.06989606600007,-0.8585692983904263,1,0,0,0,0,0,0,0,9.961173510827473,7.830234461239311,0,0,0,0,0.000127181,0,0,256,2.1308118685881627,2.577175091000072,0.39505816199994115,0.03941265699995711,0.0018755600000304185,0.03812956899992059,0.47438542156204483,7.843945308000002,0.05520274748108482,1.221003354000004,0.0660295899160909,0.06399580000004335,0.39420364018138754
balance,split,4096,41,3,15.520404872999961,3.1118597839999893,2.76321561199984,6.444487717000129,1.369441893787946,1.6946711816597597,2796745216,19900160280,0.602124930491357,-0.5213007503590555,20305,20305,0,9.08620892099998,6.634972219133053,3.0710028399084504,2.659892551000212,6.443210846000284,9.08704061100002,-0.8596497888611165,1,0,0,0,0,0,0,0,9.919737677646213,7.830234461239311,0,0,0,0,0.000129121,0,0,256,2.0893740954069018,2.695511647999865,0.39869810200002576,0.03899253300005512,0.002059203000044363,0.06055068699970434,0.47603219157233856,7.849625089000028,0.05507924414771238,1.2180758720000995,0.06516227710312543,0.061402118000160044,0.392246624142009
balance,split,4096,41,4,15.628039279999939,3.200775030999921,2.8300961879999704,6.378150685000037,1.3662744896644705,1.6946711816597597,2796745216,19900160280,0.6018053925407119,-0.5097575856235952,20305,20305,0,9.068287022999812,6.637236581374508,3.130032182203858,2.6804182280000077,6.377914087000136,9.06954551900003,-0.8654361000561255,1,0,0,0,0,0,0,0,9.92937326245541,7.830234461239311,0,0,0,0,0.000131602,0,0,254,2.0990071992160995,2.657898796999916,0.4035553579999487,0.03865092900014133,0.0018569410001418873,0.05787332299996706,0.4766106244319805,7.836939033999897,0.05479536219309279,1.2236751970001478,0.06614343865158372,0.0588392150002619,0.3919128191857063
balance,split,4096,41,5,15.53525799099998,3.1375973550000253,2.808659221000198,6.360188496999854,1.3683271024648411,1.6946711816597597,2796745216,19900160280,0.6004435275531681,-0.5122327669290652,20305,20305,0,9.084821556000179,6.639363891598143,3.218545645093018,2.7330156069999703,6.359868746000075,9.08563974699996,-0.8665303545092327,1,0,0,0,0,0,0,0,9.961173510827473,7.830234461239311,0,0,0,0,0.000141421,0,0,256,2.1307976285881627,2.583375075000049,0.4009661899999628,0.03892635200008954,0.002078663000020242,0.056195258999878206,0.4754625433940324,7.858045508000032,0.054682321082501706,1.2244485369999438,0.06573460363591263,0.06439890900014689,0.3928833890870711
