processes	nodes	repeat	cache_state	state	exit_code	runtime_s	log
1024	64	6	warm	COMPLETED	0	51	/vol8/home/hnu_lhz/cjz/NETGEN/test_code_expansion/strong_scaling_results/strong_scaling_suite_pp16_20260813-042903/modes/core_cache/launcher_logs/p01024_repeat_06.log
