algorithm,timing,ranks,partition_seed,successful_repeats,core_median,core_cv,face_pipeline_seconds_median,face_exchange_seconds_median,vertex_wait_seconds_median,compute_imbalance_median,element_imbalance_median,volume_elements_sum_median,face_payload_receive_bytes_median,predicted_actual_correlation_median,compute_wait_correlation_median,cut_before_median,cut_after_median,partition_moves_median,compute_max_seconds_median,compute_mean_seconds_median,vertex_wait_mean_seconds_median,face_completion_spread_median,vertex_arrival_spread_median,post_face_compute_max_seconds_median,face_completion_wait_correlation_median,partition_adopted_median,partition_proposed_moves_median,closure_total_before_median,closure_total_after_median,closure_max_before_median,closure_max_after_median,candidate_closure_total_median,candidate_closure_max_median,seed_max_seconds_median,candidate_max_seconds_median,partition_rejection_flags_median,seed_lower_seconds_median,candidate_upper_seconds_median,net_gain_lower_seconds_median,correction_seconds_median,search_timed_out_median,search_skipped_median,metis_partition_seconds_median,partition_cost_setup_seconds_median,partition_cost_balance_seconds_median,phase_0_max_seconds_median,phase_0_prediction_wape_median,phase_1_max_seconds_median,phase_1_prediction_wape_median,phase_2_max_seconds_median,phase_2_prediction_wape_median,phase_3_max_seconds_median,phase_3_prediction_wape_median,speedup_vs_baseline,speedup_vs_sparse,adoption_rate,skipped_runs,rejection_counts
sparse,natural,1024,-1,3,19.997401558000007,0.0027171838956678426,0.4976953179999839,0.26438608800000907,,1.3444361074933593,1.5627617242158485,2413166080,21268184,0.6476224537040632,,10873,10873,0,14.370790205999967,10.693258423222655,,0.012692758999492071,7.077455014999998,14.371664757000005,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7285022590003791,0.38806687600026635,0.03591864199961492,0.027439143999998805,,10.902513603000443,,4.145702627999995,,0.1191958010000036,,,1.0,0.0,0,"{""error_or_net_gain"": 0, ""feature_range"": 0, ""max_closure"": 0, ""no_moves"": 0, ""nominal_gain"": 0, ""total_closure"": 0}"
sparse,natural,1024,17,3,21.317310523000003,0.004675102432684183,0.49263718800000333,0.24501595999998926,,1.4745697342694624,1.609974223142428,2389293568,21184520,0.6805053514678752,,10788,10788,0,15.662211251999963,10.61497791453419,,0.003439457999775186,8.775158134000037,15.663007863000018,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.766059366999798,0.392248708000011,0.036060144000032324,0.027873552000016844,,12.301793418999978,,4.646818479999979,,0.10752344000002267,,,1.0,0.0,0,"{""error_or_net_gain"": 0, ""feature_range"": 0, ""max_closure"": 0, ""no_moves"": 0, ""nominal_gain"": 0, ""total_closure"": 0}"
sparse,natural,1024,41,3,19.327395686000273,0.001841032885662258,0.5329549140000154,0.2716394169999603,,1.279306348892886,1.383938080828665,2396906496,21184744,0.6504018236389054,,10796,10796,0,13.629799544000036,10.657207995174804,,0.01253686200000459,6.700488909999997,13.630583395999963,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7852550480000033,0.38909640899998976,0.03581866100000752,0.02662989899999957,,10.112669921999995,,4.067341806999991,,0.10612262799998007,,,1.0,0.0,0,"{""error_or_net_gain"": 0, ""feature_range"": 0, ""max_closure"": 0, ""no_moves"": 0, ""nominal_gain"": 0, ""total_closure"": 0}"
