algorithm,timing,ranks,repeat,core_seconds,face_pipeline_seconds,face_exchange_seconds,vertex_wait_seconds,compute_imbalance,element_imbalance,volume_elements_sum,face_payload_receive_bytes,predicted_actual_correlation,compute_wait_correlation,cut_before,cut_after,partition_moves,compute_max_seconds,compute_mean_seconds,vertex_wait_mean_seconds,face_completion_spread,vertex_arrival_spread,post_face_compute_max_seconds,face_completion_wait_correlation,partition_adopted,partition_proposed_moves,closure_total_before,closure_total_after,closure_max_before,closure_max_after,candidate_closure_total,candidate_closure_max,seed_max_seconds,candidate_max_seconds,partition_rejection_flags,metis_partition_seconds,partition_cost_setup_seconds,partition_cost_balance_seconds,phase_0_max_seconds,phase_0_prediction_wape,phase_1_max_seconds,phase_1_prediction_wape,phase_2_max_seconds,phase_2_prediction_wape,phase_3_max_seconds,phase_3_prediction_wape
sparse,natural,4096,1,14.2026689180002,0.6422904790001667,0.37494323600003554,,1.5375268747203235,1.6539991294710623,2799585280,40708528,0.18087670993218466,,20315,20315,0,9.84302686700039,6.40185679277368,,0.04358914800013736,5.849620692999906,9.844015038999714,,0,0,0,0,0,0,0,0,0,0,0,2.539365394000015,0.392173253999772,0.03294361400003254,0.037847797999802424,,9.000827018000109,,1.2637436029999662,,0.0462597270002334,
sparse,natural,4096,2,14.224690413999724,0.6122164210000847,0.3040218710007139,,1.5358238627657463,1.6539991294710623,2799585280,40708528,0.1833418181580555,,20315,20315,0,9.836571695999737,6.404752481372321,,0.021417396999822813,5.865585395999915,9.837596390000272,,0,0,0,0,0,0,0,0,0,0,0,2.534193777999917,0.39410355900008653,0.03266889100041226,0.04044909499998539,,8.998449659000016,,1.2706615910001346,,0.060145378000015626,
sparse,natural,4096,3,14.172881249000056,0.623595516000023,0.2974911530004647,,1.5352074383075627,1.6539991294710623,2799585280,40708528,0.1814593502038467,,20315,20315,0,9.82686976900004,6.401004531239987,,0.03459182500046154,5.746858511000482,9.827434335000362,,0,0,0,0,0,0,0,0,0,0,0,2.509546481000143,0.3955370169996968,0.03279943200004709,0.037436694000007265,,8.916492882000057,,1.2735280890001377,,0.05611412799999016,
sparse,natural,4096,4,14.376133087999733,0.7658692089999022,0.41983520599978874,,1.5303063738910925,1.6539991294710623,2799585280,40708528,0.18390799714572223,,20315,20315,0,9.796907296999052,6.40192543411328,,0.056748438000340684,5.7589671139999155,9.797966309000003,,0,0,0,0,0,0,0,0,0,0,0,2.533491305000098,0.39140932500004055,0.032209365000198886,0.03006576000007044,,8.95176806399968,,1.2854898559999128,,0.044814885999585385,
sparse,natural,4096,5,14.262690217,0.6639608450000196,0.35774263700022857,,1.541683646853207,1.6539991294710623,2799585280,40708528,0.18122063246198825,,20315,20315,0,9.87104488300065,6.402769402885501,,0.009312997000051837,5.956256900999506,9.871596269999827,,0,0,0,0,0,0,0,0,0,0,0,2.5450169649998315,0.3942359459997533,0.03207934400006707,0.03747513500047717,,8.925750596999933,,1.288291389999813,,0.04208819100040273,
sparse,split,4096,1,14.216230675999668,0.6735189660003016,0.317764346000331,5.793060756000159,1.5346689898623198,1.6539991294710623,2799585280,40708528,0.18317640172355948,-0.9999997087629467,20315,20315,0,9.822904444999494,6.4006665345344205,3.4218559829172346,0.03622874500024409,5.7928153919997385,9.823665333000008,-0.003234105499746677,0,0,0,0,0,0,0,0,0,0,0,2.5044006180000906,0.3928462019998733,0.03242908799984434,0.020847933999903034,,8.878334561000429,,1.2925479720001931,,0.05331518499997401,
sparse,split,4096,2,14.213455162999708,0.6354650029998083,0.3117109619997791,5.849464617000194,1.52669068690118,1.6539991294710623,2799585280,40708528,0.1804981222386613,-0.9999979462929262,20315,20315,0,9.771941616999356,6.400734412570552,3.3712455921018107,0.032175753000046825,5.849289826000131,9.773023731000194,-0.028599007940182285,0,0,0,0,0,0,0,0,0,0,0,2.5667108440002266,0.39486726899986024,0.0325569690003249,0.03777703800005838,,8.942035675999705,,1.2849213439999403,,0.04166729600046892,
sparse,split,4096,3,14.286704819000079,0.6578493500001059,0.29580296499989345,5.7757595609996315,1.536780172372793,1.6539991294710623,2799585280,40708528,0.17970130203239795,-0.9999997454040402,20315,20315,0,9.840387986999758,6.403250226612549,3.4373638555852084,0.02883363199998712,5.775466270999914,9.841423199000019,-0.018977301157285825,0,0,0,0,0,0,0,0,0,0,0,2.5247851479998644,0.3947656069999539,0.03257063000000926,0.026596761000291735,,9.013814075000028,,1.2543713760001083,,0.04166895999969711,
sparse,split,4096,4,14.284700324999903,0.7496934319997308,0.3501385099998515,5.803642265000235,1.5229791471562253,1.6539991294710623,2799585280,40708528,0.18255216866383434,-0.9999958720272861,20315,20315,0,9.751575742999648,6.402960776717282,3.3489632787412154,0.02632190000031187,5.803331216000515,9.752606596000078,-0.0066840449130856384,0,0,0,0,0,0,0,0,0,0,0,2.5566840080000475,0.39371761999973387,0.03205214400031764,0.05468248799979847,,8.917957401999956,,1.2864619470001344,,0.043761100999745395,
sparse,split,4096,5,14.324601299000278,0.708193879999726,0.34193930999981603,5.823423432999789,1.536946322948827,1.6539991294710623,2799585280,40708528,0.18347757876447204,-0.9999931660568959,20315,20315,0,9.836559697000212,6.400067165733883,3.436079278903076,0.039902151999740454,5.823154114000317,9.837619911000274,0.003318625569203871,0,0,0,0,0,0,0,0,0,0,0,2.5401115869999558,0.3894748059997255,0.03210282400004871,0.037139832000320894,,8.996010110000043,,1.2891877769998246,,0.040014176000568114,
